"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
145004,"936","Surrey","8600","Godalming College","Academy 16-19 converter","Academies","Open","Academy Converter","01-01-2018","","","16 plus",16,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","","Not applicable","Not applicable","","Not applicable","16-01-2020","","","","","Supported by a single-academy trust","GODALMING COLLEGE","-","","Not applicable","",10065147,"","","06-12-2019","22-04-2021","Tuesley Lane","","","Godalming","Surrey","GU7 1RS","www.godalming.ac.uk","01483423526","Miss","Emma","Young","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Godalming Holloway","South West Surrey","(England/Wales) Urban city and town","E10000030",496821,142860,"","Waverley 010","Waverley 010E","","","","","Outstanding","South-East England and South London","","200001299033","","Not applicable","Not applicable","","","E02006448","E01030925"
145005,"936","Surrey","8601","Reigate College","Academy 16-19 converter","Academies","Open","Academy Converter","01-09-2017","","","16 plus",16,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","","Not applicable","Not applicable","","Not applicable","16-01-2020","","","","","Supported by a multi-academy trust","REIGATE LEARNING ALLIANCE","-","","Not applicable","",10065148,"","","22-10-2008","21-04-2021","Castlefield Road","","","Reigate","Surrey","RH2 0SD","","01737221118","Mr","Christopher","Whelan","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Reigate","Reigate","(England/Wales) Urban city and town","E10000030",525577,150474,"","Reigate and Banstead 012","Reigate and Banstead 012D","","","","","Outstanding","South-East England and South London","","68101149","","Not applicable","Not applicable","","","E02006386","E01030620"
145006,"936","Surrey","8602","Esher Sixth Form College","Academy 16-19 converter","Academies","Open","Academy Converter","01-09-2019","","","16 plus",16,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","","Not applicable","Not applicable","","Not applicable","16-01-2020","","","","","Supported by a single-academy trust","ESHER SIXTH FORM COLLEGE","-","","Not applicable","",10065149,"","","08-05-2008","13-04-2021","Weston Green Road","","","Thames Ditton","Surrey","KT7 0JB","www.esher.ac.uk","02083980291","Mr","Dan","Dean","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Thames Ditton","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",515326,166742,"","Elmbridge 005","Elmbridge 005C","","","","","Outstanding","South-East England and South London","","100062372222","","Not applicable","Not applicable","","","E02006321","E01030352"
145007,"936","Surrey","8603","Woking College","Academy 16-19 converter","Academies","Open","Academy Converter","01-09-2017","","","16 plus",16,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","","Not applicable","Not applicable","","Not applicable","16-01-2020","","","","","Supported by a single-academy trust","WOKING COLLEGE","-","","Not applicable","",10065150,"","","28-04-2016","16-03-2021","Rydens Way","","","Woking","Surrey","GU22 9DL","www.woking.ac.uk","01483761036","Mr","Brett","Freeman","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Hoe Valley","Woking","(England/Wales) Urban major conurbation","E10000030",501263,157374,"","Woking 011","Woking 011B","","","","","Good","South-East England and South London","","10002418323","","Not applicable","Not applicable","","","E02006466","E01030972"
145102,"936","Surrey","3458","The Marist Catholic Primary School","Academy converter","Academies","Open","Academy Converter","01-11-2017","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Roman Catholic","Does not apply","Diocese of Arundel and Brighton","Non-selective",420,"No Special Classes","16-01-2020","416","197","219","2.2","Supported by a multi-academy trust","XAVIER CATHOLIC EDUCATION TRUST","-","","Not applicable","",10065451,"","Not applicable","","30-03-2021","Old Woking Road","","","West Byfleet","Surrey","KT14 6HS","www.marist.surrey.sch.uk/","01932344477","Mrs","Kate","Licence","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Pyrford","Woking","(England/Wales) Urban major conurbation","E10000030",503857,160589,"","Woking 002","Woking 002C","","","","","","South-East England and South London","","200000205161","","Not applicable","Not applicable","","","E02006457","E01031002"
145169,"936","Surrey","6012","The Beech House School","Other independent school","Independent schools","Open","New Provision","23-08-2018","","","Not applicable",10,18,"Children's home (Boarding school)","No Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",6,"Not applicable","16-01-2020","5","4","1","0.0","Not applicable","","Not applicable","","Not applicable","","","","","10-07-2019","13-04-2021","413 Walton Road","West Molesey","","","","KT8 2EJ","","07884063523","Ms","Camilla","McInnes","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not approved","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Molesey West","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",512621,168186,"","Elmbridge 001","Elmbridge 001B","Ofsted",5,"","Cameron & Cooper Limited","Good","South-East England and South London","","","","Not applicable","Not applicable","","","E02006317","E01030331"
145205,"936","Surrey","2316","Dovers Green School","Academy converter","Academies","Open","Academy Converter","01-11-2017","","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",286,"Has Special Classes","16-01-2020","275","133","142","14.5","Supported by a multi-academy trust","GREENSAND MULTI ACADEMY TRUST","-","","Not applicable","",10065946,"","Not applicable","","25-03-2021","Rushetts Road","","","Reigate","Surrey","RH2 7RF","http://www.dovers-green.surrey.sch.uk","01737245515","Ms","Nicki","White","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","OTH - Other Difficulty/Disability","SLCN - Speech, language and Communication","ASD - Autistic Spectrum Disorder","","","","","","","","","","","SEN unit","","",16,16,"South East","Reigate and Banstead","South Park & Woodhatch","Reigate","(England/Wales) Urban city and town","E10000030",526127,148231,"","Reigate and Banstead 015","Reigate and Banstead 015E","","","","","","South-East England and South London","","68131409","","Not applicable","Not applicable","","","E02006389","E01030634"
145213,"936","Surrey","2210","Holmesdale Community Infant School","Academy converter","Academies","Open","Academy Converter","01-11-2017","","","Primary",3,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Non-selective",412,"No Special Classes","16-01-2020","395","189","206","1.1","Supported by a multi-academy trust","GREENSAND MULTI ACADEMY TRUST","-","","Not applicable","",10065953,"","Not applicable","","22-03-2021","Alma Road","","","Reigate","Surrey","RH2 0BY","http://www.holmesdale.surrey.sch.uk","01737243678","Mrs","Sharon","Mullarkey","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Reigate","Reigate","(England/Wales) Urban city and town","E10000030",525534,151149,"","Reigate and Banstead 009","Reigate and Banstead 009F","","","","","","South-East England and South London","","68103279","","Not applicable","Not applicable","","","E02006383","E01030627"
145217,"936","Surrey","4157","Reigate School","Academy converter","Academies","Open","Academy Converter","01-11-2017","","","Secondary",11,16,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Non-selective",1250,"No Special Classes","16-01-2020","1262","645","617","10.1","Supported by a multi-academy trust","GREENSAND MULTI ACADEMY TRUST","-","","Not applicable","",10066018,"","Not applicable","","17-03-2021","Pendleton Road","","","Reigate","Surrey","RH2 7NT","http://www.reigate-school.surrey.sch.uk","01737243166","Mrs","Susan","Wardlow","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","South Park & Woodhatch","Reigate","(England/Wales) Urban city and town","E10000030",526262,148807,"","Reigate and Banstead 013","Reigate and Banstead 013A","","","","","","South-East England and South London","","68118171","","Not applicable","Not applicable","","","E02006387","E01030594"
145226,"936","Surrey","2953","Wray Common Primary School","Academy converter","Academies","Open","Academy Converter","01-11-2017","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",480,"No Special Classes","16-01-2020","469","224","245","10.9","Supported by a multi-academy trust","GREENSAND MULTI ACADEMY TRUST","-","","Not applicable","",10065940,"","Not applicable","","11-02-2021","Kendal Close","","","Reigate","Surrey","RH2 0LR","http://www.wray-common.surrey.sch.uk","01737761254","Mr","Lloyd","Murphy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Redhill West & Wray Common","Reigate","(England/Wales) Urban city and town","E10000030",526926,150857,"","Reigate and Banstead 010","Reigate and Banstead 010B","","","","","","South-East England and South London","","68122459","","Not applicable","Not applicable","","","E02006384","E01030616"
145278,"936","Surrey","3062","Potters Gate CofE Primary School","Academy converter","Academies","Open","Academy Converter","01-12-2017","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",420,"No Special Classes","16-01-2020","450","235","215","8.2","Supported by a multi-academy trust","THE GOOD SHEPHERD TRUST","Linked to a sponsor","The Good Shepherd Trust","Not applicable","",10066230,"","Not applicable","","10-03-2021","Potters Gate","","","Farnham","Surrey","GU9 7BB","www.potters-gate.surrey.sch.uk/","01252715619","Ms","Jayne","Venables","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Farnham Castle","South West Surrey","(England/Wales) Urban city and town","E10000030",483463,146755,"","Waverley 003","Waverley 003B","","","","","","South-East England and South London","","200001290367","","Not applicable","Not applicable","","","E02006441","E01030885"
145279,"936","Surrey","2336","South Camberley Primary and Nursery School","Academy converter","Academies","Open","Academy Converter","01-12-2017","","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",840,"No Special Classes","16-01-2020","687","328","359","13.9","Supported by a multi-academy trust","ENGAGE, ENRICH, EXCEL ACADEMIES","Linked to a sponsor","Engage Enrich Excel Academies","Not applicable","",10066231,"","Not applicable","","07-04-2021","Frimley Road","","","Camberley","Surrey","GU15 2QB","http://www.southcamberley.surrey.sch.uk/","0127663870","Mrs","Nicky","Wright","Acting Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Watchetts","Surrey Heath","(England/Wales) Urban city and town","E10000030",486979,158950,"","Surrey Heath 008","Surrey Heath 008D","","","","","","South-East England and South London","","100062328201","","Not applicable","Not applicable","","","E02006423","E01030803"
145383,"936","Surrey","7067","Grafham Grange School","Academy special converter","Academies","Open","Academy Converter","01-01-2018","","","Not applicable",10,19,"","No Nursery Classes","Has a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",70,"Has Special Classes","16-01-2020","40","40","0","59","Supported by a multi-academy trust","ORCHARD HILL COLLEGE ACADEMY TRUST","Linked to a sponsor","Orchard Hill College","Not applicable","",10066370,"","Not applicable","26-02-2020","05-08-2020","Grafham","Bramley","","Guildford","Surrey","GU5 0LH","http://www.grafham-grange.co.uk/","01483892214","Mrs","J","Tremble","Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","","","","","","","South East","Waverley","Bramley, Busbridge and Hascombe","South West Surrey","(England/Wales) Rural hamlet and isolated dwellings","E10000030",501891,141604,"","Waverley 012","Waverley 012A","","","","","Requires improvement","South-East England and South London","","100062349887","","Not applicable","Not applicable","","","E02006450","E01030864"
145384,"936","Surrey","7010","St Dominic's School","Academy special converter","Academies","Open","Academy Converter","01-01-2018","","","Not applicable",7,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","Does not apply","","Not applicable",150,"Has Special Classes","16-01-2020","119","113","6","13.7","Supported by a multi-academy trust","ORCHARD HILL COLLEGE ACADEMY TRUST","Linked to a sponsor","Orchard Hill College","Not applicable","",10066404,"","Not applicable","","12-01-2021","Mount Olivet","Hambledon","","Godalming","Surrey","GU8 4DX","www.stdominicsschool.org.uk","01428684693","Mrs","Angela","Drayton","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SpLD - Specific Learning Difficulty","SLCN - Speech, language and Communication","ASD - Autistic Spectrum Disorder","","","","","","","","","","","","","","","","South East","Waverley","Witley and Hambledon","South West Surrey","(England/Wales) Rural village","E10000030",496165,138397,"","Waverley 012","Waverley 012D","","","","","","South-East England and South London","","200001536057","","Not applicable","Not applicable","","","E02006450","E01030942"
145542,"936","Surrey","2941","Westfield Primary School","Academy converter","Academies","Open","Academy Converter","01-07-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",510,"No Special Classes","16-01-2020","475","238","237","24","Supported by a multi-academy trust","ENGAGE, ENRICH, EXCEL ACADEMIES","Linked to a sponsor","Engage Enrich Excel Academies","Not applicable","",10068032,"","Not applicable","","23-02-2021","Bonsey Lane","Westfield","","Woking","Surrey","GU22 9PR","http://www.westfield.surrey.sch.uk/","01483764187","Mrs","Karyn","Hing","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Hoe Valley","Woking","(England/Wales) Urban major conurbation","E10000030",500025,156651,"","Woking 011","Woking 011A","","","","","","South-East England and South London","","100062336750","","Not applicable","Not applicable","","","E02006466","E01030971"
145543,"936","Surrey","2004","Wyke Primary Academy","Academy converter","Academies","Open","Academy Converter","01-08-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","16-01-2020","206","112","94","8.3","Supported by a multi-academy trust","THE KITE ACADEMY TRUST","Linked to a sponsor","The Kite Academy Trust","Not applicable","",10068323,"","Not applicable","","22-01-2021","School Lane","Normandy","","Guildford","Surrey","GU3 2HS","www.wyke.surrey.sch.uk/","01483811197","Mrs","Michelle","Wilson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Normandy","Woking","(England/Wales) Urban city and town","E10000030",491924,151539,"","Guildford 002","Guildford 002A","","","","","","South-East England and South London","","10007050301","","Not applicable","Not applicable","","","E02006345","E01030465"
145700,"936","Surrey","3014","Holy Trinity CofE Primary School","Academy converter","Academies","Open","Academy Converter","01-04-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",420,"No Special Classes","16-01-2020","419","217","202","2.6","Supported by a multi-academy trust","THE ALLIANCE MULTI-ACADEMY TRUST","-","","Not applicable","",10067295,"","Not applicable","","18-03-2021","Benner Lane","West End","","Woking","Surrey","GU24 9JQ","www.holy-trinity-pri.surrey.sch.uk/","01276858297","Mr","Jonathan","Hills","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Bisley & West End","Surrey Heath","(England/Wales) Urban city and town","E10000030",495222,161088,"","Surrey Heath 006","Surrey Heath 006D","","","","","","South-East England and South London","","100062338058","","Not applicable","Not applicable","","","E02006421","E01030807"
145701,"936","Surrey","2267","Windlesham Village Infant School","Academy converter","Academies","Open","Academy Converter","01-04-2018","","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",120,"No Special Classes","16-01-2020","96","51","45","4.2","Supported by a multi-academy trust","THE ALLIANCE MULTI-ACADEMY TRUST","-","","Not applicable","",10067296,"","Not applicable","","29-03-2021","School Road","","","Windlesham","Surrey","GU20 6PB","http://www.windlesham.surrey.sch.uk","01276472212","Mrs","Naomi","Ezzard","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Bagshot","Surrey Heath","(England/Wales) Urban city and town","E10000030",492638,164536,"","Surrey Heath 001","Surrey Heath 001E","","","","","","South-East England and South London","","100062602661","","Not applicable","Not applicable","","","E02006416","E01030810"
145702,"936","Surrey","2419","Crawley Ridge Infant School","Academy converter","Academies","Open","Academy Converter","01-04-2018","","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","16-01-2020","174","91","83","6.9","Supported by a multi-academy trust","THE ALLIANCE MULTI-ACADEMY TRUST","-","","Not applicable","",10067297,"","Not applicable","","26-03-2021","Crawley Ridge","","","Camberley","Surrey","GU15 2AJ","http://www.crawleyridge.co.uk","0127627546","Mrs","Elaine","Carmichael","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","St Pauls","Surrey Heath","(England/Wales) Urban city and town","E10000030",488995,161101,"","Surrey Heath 005","Surrey Heath 005C","","","","","","South-East England and South London","","100062328231","","Not applicable","Not applicable","","","E02006420","E01030798"
145703,"936","Surrey","2476","Crawley Ridge Junior School","Academy converter","Academies","Open","Academy Converter","01-04-2018","","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","16-01-2020","244","117","127","5.3","Supported by a multi-academy trust","THE ALLIANCE MULTI-ACADEMY TRUST","-","","Not applicable","",10067298,"","Not applicable","","26-03-2021","Graitney","Crawley Ridge","","Camberley","Surrey","GU15 2AJ","www.crawleyridge.net","0127661144","Mrs","Susan","Knight","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","St Pauls","Surrey Heath","(England/Wales) Urban city and town","E10000030",488995,161101,"","Surrey Heath 005","Surrey Heath 005C","","","","","","South-East England and South London","","100062328231","","Not applicable","Not applicable","","","E02006420","E01030798"
145796,"936","Surrey","3943","Meadow Primary School","Academy converter","Academies","Open","Academy Converter","01-07-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",630,"No Special Classes","16-01-2020","610","326","284","4.4","Supported by a multi-academy trust","BOURNE EDUCATION TRUST","Linked to a sponsor","Bourne Education Trust","Not applicable","",10067571,"","Not applicable","","18-03-2021","Sparrow Farm Road","Stoneleigh","","Epsom","Surrey","KT17 2LW","www.meadowprimary.co.uk/","02083934839","Ms","Laura","Benardout","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Stoneleigh","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",522864,164488,"","Epsom and Ewell 003","Epsom and Ewell 003E","","","","","","South-East England and South London","","10013953199","","Not applicable","Not applicable","","","E02006337","E01030408"
145797,"936","Surrey","2093","West Ewell Primary School and Nursery","Academy converter","Academies","Open","Academy Converter","01-06-2018","","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"Has Special Classes","16-01-2020","525","261","264","12.4","Supported by a multi-academy trust","BOURNE EDUCATION TRUST","Linked to a sponsor","Bourne Education Trust","Not applicable","",10067572,"","Not applicable","","26-03-2021","Ruxley Lane","West Ewell","","Epsom","Surrey","KT19 0UY","http://www.west-ewell.co.uk","02083932417","Mrs","Mia","Bennett","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","SEN unit","","",16,21,"South East","Epsom and Ewell","Ewell Court","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",520686,164071,"","Epsom and Ewell 002","Epsom and Ewell 002A","","","","","","South-East England and South London","","200004010771","","Not applicable","Not applicable","","","E02006336","E01030394"
145887,"936","Surrey","2040","Hatchlands Primary","Free schools","Free Schools","Open","","03-09-2018","","","Primary",4,11,"Not applicable","No Nursery Classes","Not applicable","Mixed","None","None","","",420,"Not applicable","16-01-2020","102","53","49","8.9","Supported by a multi-academy trust","EVERYCHILD TRUST","-","","Not applicable","",10068121,"","","","09-03-2021","Hatchlands Road","","","Redhill","","RH1 6AT","https://www.hatchlandsprimary.co.uk/","01737763549","Ms","Moira","Anderson","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Meadvale & St John's","Reigate","(England/Wales) Urban city and town","X999999",527007,150387,"","Reigate and Banstead 010","Reigate and Banstead 010F","","","","","","South-East England and South London","United Kingdom","68179253","","Not applicable","Not applicable","","","E02006384","E01030622"
145898,"936","Surrey","4012","Merstham Park School","Free schools","Free Schools","Open","","01-09-2018","","","Secondary",11,16,"","Not applicable","Does not have a sixth form","Mixed","None","None","","",900,"Not applicable","16-01-2020","189","92","97","18","Supported by a multi-academy trust","GLF SCHOOLS","Linked to a sponsor","GLF Schools","Not applicable","",10068131,"","","","20-04-2021","Taynton Road","","","Redhill","","RH1 3PU","www.mersthamparkschool.org","01737919491","Mr","Andy","Ward","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Hooley, Merstham & Netherne","Reigate","(England/Wales) Urban city and town","X999999",529740,152556,"","Reigate and Banstead 008","Reigate and Banstead 008B","","","","","","South-East England and South London","","68179047","","Not applicable","Not applicable","","","E02006382","E01030600"
146022,"936","Surrey","2229","Shalford Infant School","Academy converter","Academies","Open","Academy Converter","01-11-2019","","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",90,"No Special Classes","16-01-2020","114","54","60","3.5","Supported by a multi-academy trust","ATHENA SCHOOLS TRUST","Linked to a sponsor","Guildford County School","Not applicable","",10068321,"","Not applicable","","19-04-2021","Shalford Infant School","Station Row","Shalford","Guildford","Surrey","GU4 8BY","http://www.shalford.surrey.sch.uk","01483562143","Mrs","Michelle","Dutton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Shalford","Guildford","(England/Wales) Urban city and town","E10000030",500221,147209,"","Guildford 017","Guildford 017E","","","","","","South-East England and South London","","10007051669","","Not applicable","Not applicable","","","E02006360","E01030480"
146023,"936","Surrey","2391","Pirbright Village Primary School","Academy converter","Academies","Open","Academy Converter","01-10-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","16-01-2020","366","197","169","6","Supported by a multi-academy trust","ATHENA SCHOOLS TRUST","Linked to a sponsor","Guildford County School","Not applicable","",10068322,"","Not applicable","","07-04-2021","School Lane","Pirbright","","Woking","Surrey","GU24 0JN","www.pirbrightvillageprimaryschool.com","01483473884","Mr","Gavin","Dutton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Pirbright","Woking","(England/Wales) Urban city and town","E10000030",494325,156291,"","Guildford 002","Guildford 002C","","","","","","South-East England and South London","","100062337629","","Not applicable","Not applicable","","","E02006345","E01030473"
146024,"936","Surrey","2961","The Vale Primary School","Academy converter","Academies","Open","Academy Converter","01-12-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"Not applicable","16-01-2020","179","102","77","15.6","Supported by a multi-academy trust","GLF SCHOOLS","Linked to a sponsor","GLF Schools","Not applicable","",10080937,"","Not applicable","","22-02-2021","84-92 Beaconsfield Road","","","Epsom","Surrey","KT18 6HP","www.vale.surrey.sch.uk/","01372273639","Mrs","Mrs Sarah leyland","Mrs Cathy Browne","Co-Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Woodcote","Epsom and Ewell","(England/Wales) Rural town and fringe","E10000030",521349,157545,"","Epsom and Ewell 009","Epsom and Ewell 009E","","","","","","South-East England and South London","","200004006910","","Not applicable","Not applicable","","","E02006343","E01030418"
