"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
20115,"936","Surrey","","Ash Grange Sure Start Children's Centre","Children's centre","Children's Centres","Open","","11-06-2009","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","07-03-2016","Ash Grange Primary School","Ash Church Road","","Ash","Surrey","GU12 6LX","www.ash-grange.surrey.sch.uk","01252-350225","","Pamela","Henry","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Ash South and Tongham","Surrey Heath","(England/Wales) Urban city and town","X999999",489790,150760,"","Guildford 014","Guildford 014A","","","","","","South-East England and South London","","100062324547","","Not applicable","Not applicable","","","E02006357","E01030421"
20128,"936","Surrey","","Ashtead Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","07-01-2016","St. Georges Christian Centre","Barnett Wood Lane","","Ashtead","Surrey","KT21 2RA","/www.ashteadchildrenscentre.com","01372-276410","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Ashtead Village","Epsom and Ewell","(England/Wales) Urban major conurbation","X999999",518149,158168,"","Mole Valley 002","Mole Valley 002D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006363","E01030512"
20166,"936","Surrey","","Bagshot Infant School & Sure Start Children's Centre","Children's centre","Children's Centres","Open","","19-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","School Lane","","","Bagshot","Surrey","GU19 5BP","www.bagshotchildrenscentre.co.uk","01276-473093","","Caroline","Atkins","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Bagshot","Surrey Heath","(England/Wales) Rural town and fringe","X999999",491029,162927,"","Surrey Heath 002","Surrey Heath 002D","","","","","","South-East England and South London","","10002673592","","Not applicable","Not applicable","","","E02006417","E01030760"
20286,"936","Surrey","","Betchworth & Buckland Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","07-01-2016","The Acorns Infant School","The Street","","Betchworth","Surrey","RH3 7DJ","","01737-223621","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Brockham, Betchworth and Buckland","Mole Valley","(England/Wales) Rural village","X999999",521025,150185,"","Mole Valley 008","Mole Valley 008D","","","","","","South-East England and South London","","100061420015","","Not applicable","Not applicable","","","E02006369","E01030527"
20380,"936","Surrey","","Boxgrove Sure Start Children's Centre","Children's centre","Children's Centres","Open","","13-03-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","07-03-2016","Boxgrove Primary School","Boxgrove Lane","","Guildford","Surrey","GU1 2TD","www.boxgrovechildrenscentre.co.uk","01483--540818","","Liz","Drain","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Christchurch","Guildford","(England/Wales) Urban city and town","X999999",501677,150669,"","Guildford 011","Guildford 011B","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006354","E01030437"
20439,"936","Surrey","","The Orchard Sure Start Children's Centre","Children's centre","Children's Centres","Open","","08-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","09-12-2019","The Orchard Campus","South Camberley Primary & Nursery School","James Road","Camberley","Surrey","GU15 2RG","www.bristow.childrencentre.org","01276-691018","","Sharon","Creak","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Watchetts","Surrey Heath","(England/Wales) Urban city and town","X999999",486882,158758,"","Surrey Heath 008","Surrey Heath 008F","","","","","","South-East England and South London","","100062328235","","Not applicable","Not applicable","","","E02006423","E01030805"
20473,"936","Surrey","","Brookwood & Pirbright Sure Start Children's Centre","Children's centre","Children's Centres","Open","","31-01-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","Brookwood Primary School","Connaught Road","Brookwood","Woking","Surrey","GU24 0HF","www.brookwood.surrey.sch.uk","01483-473315","","Juliea","Morris","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Heathlands","Woking","(England/Wales) Urban city and town","X999999",495363,157072,"","Woking 012","Woking 012B","","","","","","South-East England and South London","","10002417667","","Not applicable","Not applicable","","","E02006467","E01030945"
20489,"936","Surrey","","Buckland Sure Start Children's Centre","Children's centre","Children's Centres","Open","","14-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","Buckland Primary School","Berryscroft Road","","Staines","Surrey","TW18 1NB","www.bucklandchildrenscentre.com","01784-227977","","Christine","Lancaster","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines South","Spelthorne","(England/Wales) Urban major conurbation","X999999",505386,170343,"","Spelthorne 007","Spelthorne 007B","","","","","","South-East England and South London","","33037057","","Not applicable","Not applicable","","","E02006409","E01030739"
20503,"936","Surrey","","Burhill Sure Start Children's Centre","Children's centre","Children's Centres","Open","","21-01-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","Burhill Community Primary School","New Berry Lane","Hersham","Walton on Thames","Surrey","KT12 4HQ","www.burhill.surrey.sch.uk/homedir/childrenscentre.htm","01932-225836","","Sally","Ruby","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Hersham Village","Esher and Walton","(England/Wales) Urban major conurbation","X999999",511734,163988,"","Elmbridge 014","Elmbridge 014E","","","","","","South-East England and South London","","100062359517","","Not applicable","Not applicable","","","E02006330","E01030317"
20672,"936","Surrey","","Chertsey Sure Start Children's Centre","Children's centre","Children's Centres","Open","","13-03-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Chertsey Nursery School","Pyrcroft Road","","Chertsey","Surrey","KT16 9ER","www.chertsey.surrey.sch.uk","01932-568758","","Vicky","Wilson","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Chertsey St Ann's","Runnymede and Weybridge","(England/Wales) Urban major conurbation","X999999",503482,166757,"","Runnymede 004","Runnymede 004A","","","","","","South-East England and South London","","100062364343","","Not applicable","Not applicable","","","E02006396","E01030656"
20706,"936","Surrey","","Chilworth Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","St Thomas Church","122 New Road","","Chilworth","Surrey","GU4 8LU","","01483-566589","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Shalford","Guildford","(England/Wales) Rural village","X999999",502010,147085,"","Guildford 017","Guildford 017D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006360","E01030479"
20715,"936","Surrey","","Chobham & West End Sure Start Children's Centre","Children's centre","Children's Centres","Open","","21-01-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","St Lawrence C of E School","Bagshot Road","","Chobham","Surrey","GU24 8AB","www.chobhamandwestendchildrenscentre","01276-855675","","Sandy","Ball","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Windlesham & Chobham","Surrey Heath","(England/Wales) Urban city and town","X999999",497258,161827,"","Surrey Heath 001","Surrey Heath 001B","","","","","","South-East England and South London","","100062337995","","Not applicable","Not applicable","","","E02006416","E01030764"
20723,"936","Surrey","","Christopher Robin Sure Start Children's Centre","Children's centre","Children's Centres","Open","","28-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Christopher Robin House","Parsonage Road","","Cranleigh","Surrey","GU6 7AN","www.surestartcranleigh.co.uk","01483-276634","","Rachel","Gardiner","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Cranleigh East","Guildford","(England/Wales) Urban city and town","X999999",505954,139342,"","Waverley 013","Waverley 013C","","","","","","South-East England and South London","","200001295538","","Not applicable","Not applicable","","","E02006451","E01030872"
20746,"936","Surrey","","Clarendon School & Sure Start Children's Centre","Children's centre","Children's Centres","Open","","12-12-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","Clarendon Primary School","Knapp Road","","Ashford","Middlesex","TW15 2HZ","www.clarendoncc.co.uk","01784-253379","","Sue","Burgess","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Ashford Town","Spelthorne","(England/Wales) Urban major conurbation","X999999",506755,171895,"","Spelthorne 003","Spelthorne 003C","","","","","","South-East England and South London","","33039897","","Not applicable","Not applicable","","","E02006405","E01030712"
20749,"936","Surrey","","Claygate & Oxshott Sure Start Children's Centre","Children's centre","Children's Centres","Open","","31-01-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Claygate Community Centre","Elm Road","","Claygate","Surrey","KT10 0EH","","01372-471222","","Louise","Kiely-Crane","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Claygate","Esher and Walton","(England/Wales) Urban major conurbation","X999999",515703,163742,"","Elmbridge 015","Elmbridge 015C","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006331","E01030298"
20774,"936","Surrey","","Cobham Sure Start Children's Centre","Children's centre","Children's Centres","Open","","25-07-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Cedar Centre","Cedar Road","","Cobham","Surrey","KT11 2AE","www.cobhamcc.org.uk","01932-620050","","Louise","Holloway","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Cobham and Downside","Esher and Walton","(England/Wales) Urban city and town","X999999",511003,159979,"","Elmbridge 017","Elmbridge 017C","","","","","","South-East England and South London","","10007060636","","Not applicable","Not applicable","","","E02006333","E01030302"
20970,"936","Surrey","","Dorking Nursery School Sure Start Children's Centre","Children's centre","Children's Centres","Open","","07-08-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","West Street","","","Dorking","Surrey","RH4 1BY","www.dorkingnurserychildrenscentre.org.uk","01306-740095","","Helen","Sutherland","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Dorking South","Mole Valley","(England/Wales) Urban city and town","X999999",516237,149349,"","Mole Valley 010","Mole Valley 010D","","","","","","South-East England and South London","","100062494389","","Not applicable","Not applicable","","","E02006371","E01030538"
20971,"936","Surrey","","Dorking Rural Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","07-01-2016","Goodwyns Road","","","Dorking","Surrey","RH4 2LR","","01306-882308","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Holmwoods","Mole Valley","(England/Wales) Urban city and town","X999999",516961,147714,"","Mole Valley 011","Mole Valley 011D","","","","","","South-East England and South London","","100062494806","","Not applicable","Not applicable","","","E02006372","E01030547"
20975,"936","Surrey","","Dovers Green Sure Start Children's Centre","Children's centre","Children's Centres","Open","","19-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Dovers Green School","Rushetts Rd","","Reigate","Surrey","RH2 7RF","","01737-223621","","Anna","Durbridge","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","South Park & Woodhatch","Reigate","(England/Wales) Urban city and town","X999999",526095,148266,"","Reigate and Banstead 015","Reigate and Banstead 015E","","","","","","South-East England and South London","","68131409","","Not applicable","Not applicable","","","E02006389","E01030634"
21011,"936","Surrey","","Reigate Steppingstones Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Reigate Library","Bancroft House","Bancroft Road","Reigate","Surrey","RH2 7RP","","01737-765125","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Reigate","Reigate","(England/Wales) Urban city and town","X999999",525465,150162,"","Reigate and Banstead 012","Reigate and Banstead 012D","","","","","","South-East England and South London","","100062491027","","Not applicable","Not applicable","","","E02006386","E01030620"
21092,"936","Surrey","","Elstead and Villages Sure Start Children's Centres","Children's centre","Children's Centres","Open","","28-02-2010","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","St James C of E Primary School","Thursley Road","Elstead","Godalming","Surrey","GU8 6DH","","01252-706915","","Sue","Rustell","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Elstead and Thursley","South West Surrey","(England/Wales) Rural town and fringe","X999999",490339,143279,"","Waverley 011","Waverley 011B","","","","","","South-East England and South London","","200001293433","","Not applicable","Not applicable","","","E02006449","E01030878"
21106,"936","Surrey","","Epsom Downs Sure Start Children's Centre","Children's centre","Children's Centres","Open","","20-10-2005","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Epsom Downs Primary School","St. Leonard's Road","Epsom Downs","Epsom","Surrey","KT18 5RJ","www.epsomdowns.net/?familycentre","01737-354313","","Cheryle","Sutherland","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Tattenham Corner & Preston","Epsom and Ewell","(England/Wales) Urban major conurbation","X999999",523262,157786,"","Reigate and Banstead 005","Reigate and Banstead 005C","","","","","","South-East England and South London","","68164220","","Not applicable","Not applicable","","","E02006379","E01030640"
21107,"936","Surrey","","Epsom Sure Start Children's Centre","Children's centre","Children's Centres","Open","","11-06-2009","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Epsom Primary School","Pound Lane","","Epsom","Surrey","KT19 8SD","www.epsomsurestart.childrencentre.org","01372-749834","","Julia","Beckett","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Court","Epsom and Ewell","(England/Wales) Urban major conurbation","X999999",520669,161636,"","Epsom and Ewell 005","Epsom and Ewell 005B","","","","","","South-East England and South London","","200004012665","","Not applicable","Not applicable","","","E02006339","E01030384"
21321,"936","Surrey","","Walton Sure Start Children's Centre","Children's centre","Children's Centres","Open","","30-09-2009","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","Sandy Lane","","","Walton on Thames","Surrey","KT12 2EQ","www.childrenscentre.uk.org","01932-229313","","Nikki","Gray","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Walton North","Esher and Walton","(England/Wales) Urban major conurbation","X999999",511068,167114,"","Elmbridge 004","Elmbridge 004D","","","","","","South-East England and South London","","10033319268","","Not applicable","Not applicable","","","E02006320","E01030364"
21323,"936","Surrey","","Guildford Nursery School & Childrens Centre","Children's centre","Children's Centres","Open","","24-08-2004","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","30-01-2018","North Guildford Site","Hazel Avenue,","Bellfields","Guildford","Surrey","GU1 1NR","www.guildfordnscc.surrey.sch.uk","01483-566589","","Sally","Cave","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Stoke","Guildford","(England/Wales) Urban city and town","X999999",499213,152090,"","Guildford 007","Guildford 007C","","","","","","South-East England and South London","","10007055267","","Not applicable","Not applicable","","","E02006350","E01030483"
21345,"936","Surrey","","Hale Sure Start Children's Centre","Children's centre","Children's Centres","Open","","29-01-2010","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","Upper Hale Road","","","Farnham","Surrey","GU9 0LR","www.surrey.schooljotter.com/Halecc","01252-734288","","Sue","Rustell","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Farnham Upper Hale","South West Surrey","(England/Wales) Urban city and town","X999999",483760,149110,"","Waverley 002","Waverley 002E","","","","","","South-East England and South London","","100062353749","","Not applicable","Not applicable","","","E02006440","E01030901"
21362,"936","Surrey","","Hamsey Green Sure Start Children's Centre","Children's centre","Children's Centres","Open","","19-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","09-12-2019","Hamsey Green Infant School","Tithepit Shaw Lane","","Warlingham","Surrey","CR6 9AP","www.warlinghamschool.co.uk/information","01883-625255","","Alexa","Collins","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Warlingham West","East Surrey","(England/Wales) Urban major conurbation","X999999",534750,159463,"","Tandridge 002","Tandridge 002B","","","","","","South-East England and South London","","100062278800","","Not applicable","Not applicable","","","E02006429","E01030856"
21408,"936","Surrey","","Haven at Englefield Green Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","The Youth Centre and Children's Centre","Corby Drive","","Englefield Green","Middlesex","TW20 0RX","","01784-464395","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Englefield Green West","Runnymede and Weybridge","(England/Wales) Urban major conurbation","X999999",498965,170535,"","Runnymede 002","Runnymede 002E","","","","","","South-East England and South London","","100062599322","","Not applicable","Not applicable","","","E02006394","E01030675"
21498,"936","Surrey","","Caterham Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","25-06-2018","The Pavillion, Guards Avenue","","","Caterham","","CR3 5ZD","","01883-343987","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Westway","East Surrey","(England/Wales) Urban major conurbation","X999999",532348,156274,"","Tandridge 003","Tandridge 003D","","","","","","South-East England and South London","United Kingdom","10000135495","","Not applicable","Not applicable","","","E02006430","E01030857"
21554,"936","Surrey","","Horley Community Sure Start Children's Centre","Children's centre","Children's Centres","Open","","22-02-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Meath Green Infant School","Kiln Lane","","Horley","Surrey","RH6 8JG","www.horleylp.org.uk/aboutss","01293-820068","","Natalie","Hughes","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Horley West & Sidlow","East Surrey","(England/Wales) Urban city and town","X999999",527997,144209,"","Reigate and Banstead 016","Reigate and Banstead 016B","","","","","","South-East England and South London","","68123252","","Not applicable","Not applicable","","","E02006390","E01030585"
21555,"936","Surrey","","The Windmill Sure Start Children's Centre","Children's centre","Children's Centres","Open","","20-03-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-02-2016","Burstow Primary School","Wheelers Lane","Smallfield","Horley","Surrey","RH6 9PT","","01342-841586","","Tracey","Quixley","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Burstow, Horne and Outwood","East Surrey","(England/Wales) Rural town and fringe","X999999",531627,143069,"","Tandridge 011","Tandridge 011D","","","","","","South-East England and South London","","100062608062","","Not applicable","Not applicable","","","E02006438","E01030819"
21560,"936","Surrey","","Horsell Village School & Sure Start Children's Centre","Children's centre","Children's Centres","Open","","20-09-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","Church Hill","Horsell","","Woking","Surrey","GU21 4QQ","www.horsell-village.surrey.sch.uk/badgers/childrenscentre","01483-729146","","Kai","Keers","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Horsell","Woking","(England/Wales) Urban major conurbation","X999999",499664,159132,"","Woking 003","Woking 003F","","","","","","South-East England and South London","","10001154944","","Not applicable","Not applicable","","","E02006458","E01030968"
21593,"936","Surrey","","Hurst Green & Holland Sure Start Children's Centre","Children's centre","Children's Centres","Open","","05-12-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-02-2016","Hurst Green School","Wolfs Wood","Hurst Green","Oxted","Surrey","RH8 0HJ","www.hurstgreenchildrenscentre.co.uk","01883-723496","","Helen","Acraman","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Oxted South","East Surrey","(England/Wales) Urban city and town","X999999",540276,151404,"","Tandridge 007","Tandridge 007A","","","","","","South-East England and South London","","100062498960","","Not applicable","Not applicable","","","E02006434","E01030840"
21654,"936","Surrey","","Caterham Sure Start Children's Centre","Children's centre","Children's Centres","Open","","20-04-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","26-02-2016","Marden Lodge School","Croydon Road","","Caterham","Surrey","CR3 6QE","www.kestrelschildrenscentre.co.uk","01883-348641","","Linda","Smith","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Valley","East Surrey","(England/Wales) Urban major conurbation","X999999",534238,156206,"","Tandridge 004","Tandridge 004D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006431","E01030850"
21762,"936","Surrey","","Leatherhead Trinity School & Children's Centre","Children's centre","Children's Centres","Open","","21-09-2006","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Leatherhead Trinity School","Aperdele Road","","Leatherhead","Surrey","KT22 7QT","","01372-812754","","Judith","Lovett","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Leatherhead North","Mole Valley","(England/Wales) Urban major conurbation","X999999",516395,157963,"","Mole Valley 003","Mole Valley 003D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006364","E01030551"
