la_key,year_key,nc_key,admission_numbers,applications_received,online_applications,no_of_preferences,first_preference_offers,second_preference_offers,third_preference_offers,preferred_school_offer,non_preferred_offer,no_offer,schools_in_la_offer,schools_in_another_la_offer
9,2019,1,3498,2962,2425,4,2641,189,54,2900,62,0,2848,114
10,2019,1,2575,2222,2057,3,2041,96,18,2156,52,14,2212,60
11,2019,1,1822,1554,1462,3,1443,64,13,1520,29,5,1578,21
12,2019,1,3451,2883,2776,3,2728,105,14,2847,0,36,2792,55
111,2019,1,2262,1784,1709,3,1670,69,23,1762,21,1,1715,68
112,2019,1,5918,5213,4985,3,4569,408,126,5103,104,6,5026,181
113,2019,1,2672,2303,2134,3,2155,110,14,2279,22,2,2260,41
114,2019,1,3780,3176,3076,3,2900,190,27,3117,59,0,3098,78
1,2019,1,1346,1049,910,3,1023,17,5,1045,4,0,1035,14
2,2019,1,2051,1862,1533,3,1779,46,10,1835,27,0,1817,67
3,2019,1,1823,1418,1267,3,1395,10,1,1406,10,2,1419,16
4,2019,1,2831,2282,1983,3,2207,47,10,2264,18,0,2274,9
38,2019,1,3690,3238,2532,3,3019,137,24,3180,56,2,3093,143
39,2019,1,4073,3081,2534,3,2963,67,13,3043,37,1,3025,55
40,2019,1,2178,1779,1332,3,1683,53,9,1745,34,0,1763,16
41,2019,1,2151,1828,1502,6,1730,52,8,1790,38,0,1803,25
52,2019,1,7293,5645,5495,5,5271,203,29,5512,96,37,5514,102
42,2019,1,2138,1835,1807,5,1761,56,4,1825,10,0,1817,18
80,2019,1,3552,3033,2345,3,2837,133,32,3002,31,0,2906,127
83,2019,1,2662,2046,1758,4,1931,87,15,2035,6,5,2014,27
84,2019,1,4208,3459,3121,3,3283,106,25,3414,33,12,3313,134
103,2019,1,6820,5938,5758,6,5368,351,81,5846,91,1,5825,124
98,2019,1,4212,3646,3500,4,3345,181,57,3601,45,0,3529,117
58,2019,1,9750,7705,7679,3,7348,242,46,7636,65,4,7497,207
54,2019,1,3687,3073,2544,3,2727,176,54,2957,79,37,2949,87
125,2019,1,4781,3544,3450,3,3309,155,36,3500,42,2,3439,103
118,2019,1,1710,1534,1383,3,1350,120,32,1503,31,0,1441,93
117,2019,1,2040,1944,1794,3,1692,130,57,1879,65,0,1827,117
6,2019,1,6708,4997,4626,3,4768,173,22,4963,31,3,4925,73
5,2019,1,1382,1174,1005,5,1126,35,7,1168,6,0,1145,29
104,2019,1,5916,5219,5074,3,4642,335,86,5063,154,2,5133,84
99,2019,1,2940,2417,2344,3,2052,170,39,2261,156,0,2410,7
105,2019,1,16513,14558,13893,3,13428,735,172,14335,223,0,14338,220
100,2019,1,2495,2389,2145,6,2069,209,48,2337,52,0,2325,64
101,2019,1,3105,2903,2859,3,2516,233,70,2819,82,2,2823,81
59,2019,1,8650,7576,7326,3,6846,394,123,7365,0,211,7209,156
55,2019,1,4913,4619,4488,3,4178,234,55,4467,152,0,4366,253
56,2019,1,492,360,331,3,342,16,0,358,1,1,335,24
75,2019,1,10678,8692,7759,3,8241,309,49,8602,90,0,8471,221
66,2019,1,3420,3242,2603,3,3071,109,8,3188,53,1,3015,226
121,2019,1,6632,5130,4858,3,4778,224,48,5050,80,0,4989,141
119,2019,1,3200,2750,2724,3,2616,104,17,2738,10,2,2698,50
92,2019,1,1615,1395,1344,3,1291,73,15,1379,16,0,1321,74
96,2019,1,1759,1526,1468,6,1275,122,44,1475,50,1,1475,50
93,2019,1,2038,1729,1642,3,1632,65,16,1713,15,1,1667,61
94,2019,1,2170,1868,1700,4,1643,125,50,1832,35,1,1658,209
95,2019,1,2508,2225,1759,3,2047,126,28,2201,24,0,2086,139
97,2019,1,2379,1959,1876,4,1737,152,28,1924,35,0,1913,46
85,2019,1,8235,6819,6330,3,6325,295,65,6685,134,0,6750,69
79,2019,1,3331,2870,2807,3,2595,164,31,2790,79,1,2841,28
14,2019,1,1689,1496,1378,3,1353,92,15,1460,33,3,1439,68
15,2019,1,2720,2497,2429,3,2265,125,48,2438,58,1,2478,18
124,2019,1,9467,7297,6970,3,7044,165,21,7230,59,8,7255,34
115,2019,1,3367,2832,2693,3,2668,103,23,2794,38,0,2749,83
116,2019,1,1492,1296,1206,3,1199,60,15,1274,22,0,1245,51
86,2019,1,19188,16098,15804,4,14398,991,299,15805,290,3,15891,233
81,2019,1,2255,2067,1799,3,1832,152,30,2014,52,1,2036,30
82,2019,1,2532,2427,2379,4,2125,159,42,2339,76,12,2324,91
64,2019,1,2297,1696,1570,3,1630,42,9,1681,15,0,1668,28
77,2019,1,7045,6256,5956,3,5792,302,53,6148,108,0,6097,159
106,2019,1,19713,17284,16448,3,15449,1056,332,16837,447,0,17143,141
91,2019,1,3850,3388,3334,6,3017,231,57,3322,65,1,3276,112
36,2019,1,15690,13262,12815,3,11987,748,243,12978,265,19,13059,184
16,2019,1,2350,2027,1960,3,1823,138,24,1985,42,0,1944,83
17,2019,1,1858,1589,1368,3,1473,78,12,1563,25,1,1552,36
62,2019,1,10576,8794,8794,4,8271,331,67,8698,96,0,8596,198
57,2019,1,4132,3639,3181,6,3260,207,44,3534,105,0,3399,240
67,2019,1,3318,2757,2692,3,2597,88,20,2705,52,0,2694,63
65,2019,1,2458,2006,2006,4,1891,66,9,1969,37,0,1972,34
18,2019,1,4665,3888,3736,3,3615,171,38,3824,64,0,3802,86
19,2019,1,4448,3555,3490,3,3224,200,52,3476,79,0,3506,49
120,2019,1,6707,5513,5415,3,5229,183,25,5437,75,1,5492,20
35,2019,1,6303,4566,3829,3,4419,80,15,4514,52,0,4563,3
126,2019,1,8002,6536,6329,5,5968,334,82,6407,111,18,6436,101
87,2019,1,15428,14171,14090,4,12272,1055,380,13843,328,0,13911,260
102,2019,1,1486,1278,1164,3,1211,41,6,1258,20,0,1277,1
60,2019,1,9149,7490,7337,3,7041,300,51,7392,95,3,7388,99
88,2019,1,10542,8992,8198,3,8359,362,83,8804,181,7,8876,115
61,2019,1,10725,8750,8575,3,8144,392,88,8624,126,0,8645,105
7,2019,1,3987,2686,2392,4,2637,41,3,2683,0,3,2669,14
107,2019,1,8850,7112,6671,3,6637,310,74,7021,86,5,7017,90
127,2019,1,6395,5658,5469,3,5207,263,49,5519,114,25,5529,104
89,2019,1,9098,7376,7098,3,6919,291,66,7276,100,0,7241,135
108,2019,1,13533,12722,12458,4,11084,936,268,12404,318,0,12459,263
76,2019,1,7160,5883,5265,6,5522,245,49,5838,19,26,5798,118
109,2019,1,10094,9057,8782,3,8250,552,157,8960,89,8,8938,111
129,2019,8,0,24,24,6,13,5,1,22,2,0,0,24
130,2019,8,1692,1512,1509,6,971,238,121,1398,81,33,1096,383
152,2019,8,3118,3308,3272,6,2140,443,199,2969,208,131,2368,809
131,2019,8,2558,2466,2436,6,1570,361,209,2302,161,3,2140,323
132,2019,8,1573,1319,1268,6,756,203,106,1181,138,0,994,325
134,2019,8,1795,1798,1798,6,1197,265,121,1682,116,0,1267,531
135,2019,8,1044,753,738,6,468,118,49,679,50,24,491,238
136,2019,8,2643,2748,18,6,1507,462,267,2458,281,9,1871,868
137,2019,8,2444,3299,3285,6,1877,594,292,3032,0,267,1910,1122
139,2019,8,3219,3036,3029,6,1821,468,242,2742,263,31,2507,499
140,2019,8,3165,3142,3140,6,2118,441,215,2890,250,2,2917,223
141,2019,8,2252,2363,2178,6,1439,380,200,2187,176,0,1770,593
142,2019,8,1826,1140,1117,6,744,169,86,1062,58,20,910,210
144,2019,8,3450,3430,3332,6,2506,388,178,3242,3,185,2711,534
145,2019,8,4754,4300,4296,6,2885,543,239,3896,217,187,3367,746
146,2019,8,3549,3178,2988,6,2180,441,192,3006,172,0,2585,593
147,2019,8,3458,3740,3711,6,2332,517,233,3348,392,0,2696,1044
148,2019,8,4198,3768,3741,6,2751,480,199,3601,167,0,3174,594
149,2019,8,4250,4728,4721,6,2976,704,344,4341,326,61,3458,1209
150,2019,8,3662,4199,4021,6,2679,526,261,3777,422,0,3310,889
151,2019,8,4189,4664,4492,6,3057,633,299,4289,374,1,3906,817
133,2019,8,2817,2728,2689,6,1960,329,150,2572,156,0,2277,451
153,2019,8,2706,2913,2883,6,1884,383,187,2675,238,0,2258,655
154,2019,8,3540,3054,3054,6,2342,341,138,2915,139,0,2797,257
155,2019,8,3656,3701,3607,6,2513,470,230,3494,207,0,3175,526
156,2019,8,3270,3371,3360,6,2190,413,237,3106,179,86,2556,729
157,2019,8,1988,1896,1834,6,1329,233,102,1765,34,97,1490,309
158,2019,8,1876,2275,2175,6,1446,334,166,2112,143,20,1496,759
138,2019,8,4719,4465,4414,6,2911,759,294,4162,302,1,4249,215
159,2019,8,4091,3930,3865,6,2599,562,238,3637,291,2,3524,502
160,2019,8,2097,2153,2127,6,1310,308,159,1921,127,105,1747,301
161,2019,8,3512,2618,2547,6,1901,346,123,2510,57,51,2309,258
162,2019,8,3109,3155,2826,6,2340,396,136,2962,191,2,2752,401
68,2019,8,14341,14774,14555,6,9995,1872,891,13861,778,135,13142,1497
69,2019,8,4315,4307,3495,3,3326,497,159,3982,310,15,4099,194
70,2019,8,3735,3608,3352,6,2960,348,94,3440,168,0,3252,422
71,2019,8,4775,4687,4486,6,3434,557,208,4321,360,6,4067,615
72,2019,8,3374,2481,2449,6,1968,225,100,2418,62,1,2218,262
73,2019,8,3726,3497,3391,5,2551,433,151,3236,253,8,3019,472
74,2019,8,3544,3246,3001,5,2326,350,158,2960,286,0,2923,323
30,2019,8,1290,1712,1120,3,1358,158,74,1590,122,0,1058,656
31,2019,8,5622,4995,4751,5,3522,623,271,4646,345,4,4669,322
32,2019,8,2162,2131,1870,3,1936,98,25,2059,71,1,1907,225
33,2019,8,3299,2812,2478,3,2435,253,48,2736,72,4,2774,102
34,2019,8,4139,3606,3413,3,3159,284,58,3501,105,0,3504,131
20,2019,8,4034,3788,3327,3,2850,449,159,3458,330,0,3702,86
21,2019,8,2388,2353,2135,3,1858,235,66,2159,166,28,2094,231
22,2019,8,6673,6579,5560,6,5049,732,275,6142,437,0,5714,865
23,2019,8,3848,3193,3191,6,2382,346,118,2884,302,7,3129,113
24,2019,8,2949,3007,2956,4,2642,201,40,2894,110,3,2739,265
25,2019,8,2548,2601,2428,6,2096,212,66,2392,206,3,2274,324
26,2019,8,3350,3313,3302,6,2682,298,108,3118,193,2,3139,187
27,2019,8,3095,2797,2782,6,2336,253,52,2665,131,1,2635,161
28,2019,8,3301,3090,3030,6,2444,376,117,3041,34,15,2865,225
29,2019,8,4197,3696,3464,3,3301,244,35,3580,116,0,3511,185
43,2019,8,2860,2538,2189,3,2398,87,13,2498,36,4,2354,180
44,2019,8,3893,3530,3274,3,3062,140,171,3373,157,0,3366,164
45,2019,8,3868,3240,2333,3,2996,128,29,3153,87,0,3204,36
46,2019,8,6100,6293,3327,3,5650,336,110,6096,197,0,6034,259
47,2019,8,8095,7828,7509,5,5637,848,355,7232,583,13,7031,784
48,2019,8,3009,2429,2427,5,2111,127,94,2356,73,0,2502,69
49,2019,8,5075,4902,4894,3,4193,429,107,4729,169,4,4597,373
50,2019,8,9393,8858,8181,5,7300,766,265,8459,399,0,8472,386
51,2019,8,4240,3684,2633,5,3461,135,21,3620,64,0,3687,66
8,2019,8,2296,1946,1748,3,1700,184,24,1908,26,12,1879,55
9,2019,8,2409,2319,1947,4,1747,269,81,2112,206,1,2165,153
10,2019,8,1786,1757,1579,3,1476,121,28,1625,118,14,1665,121
11,2019,8,1708,1529,1454,3,1361,100,13,1474,55,0,1533,8
12,2019,8,3379,3035,2935,3,2668,199,50,2917,0,118,2815,102
111,2019,8,2435,1772,1679,5,1553,122,33,1720,50,2,1742,28
112,2019,8,4069,4618,4466,3,3291,602,288,4181,430,7,4118,493
113,2019,8,2663,2353,2156,3,2279,53,4,2336,15,2,2302,49
114,2019,8,3035,3097,3025,3,2536,309,84,2929,168,0,2643,454
1,2019,8,1230,1129,853,3,1050,60,3,1113,16,0,1142,10
2,2019,8,1599,1854,1507,3,1432,178,89,1699,63,92,1541,221
3,2019,8,1858,1474,1294,3,1277,107,29,1413,56,5,1440,81
4,2019,8,2533,2323,2069,4,1981,206,48,2250,73,0,2271,74
38,2019,8,3140,3149,2680,3,2760,196,71,3028,120,1,2892,256
39,2019,8,4217,3337,2671,3,3140,107,13,3260,74,3,3108,226
40,2019,8,2038,1780,1467,3,1608,125,20,1753,27,0,1677,103
41,2019,8,2238,1934,1693,6,1808,90,8,1906,28,0,1874,73
52,2019,8,7473,6027,5889,5,5352,315,76,5757,256,14,5921,284
42,2019,8,1973,1949,1903,5,1785,97,21,1915,34,0,1903,48
80,2019,8,3312,3212,2633,3,2538,305,165,3008,202,2,3074,136
83,2019,8,2054,1830,1489,3,1572,167,36,1779,43,8,1812,10
84,2019,10,2329,1943,1865,3,1878,45,0,1923,17,3,1810,130
103,2019,8,6619,6329,6120,6,4728,712,349,5993,335,1,5867,461
98,2019,8,3650,3667,3565,4,2796,377,166,3476,189,2,3490,175
58,2019,8,8847,8345,8313,3,6944,533,126,7603,211,531,7825,0
54,2019,8,3585,3061,2523,4,2495,291,99,2908,152,1,3045,138
125,2019,8,3476,2953,2863,3,2797,94,4,2895,22,36,2647,270
118,2019,8,1407,1429,1276,3,1125,129,23,1277,145,7,1275,147
117,2019,8,2130,1835,1682,3,1301,240,111,1652,183,0,1736,99
6,2019,8,6211,5334,4973,3,5015,196,41,5252,76,6,5158,188
5,2019,8,1267,1125,1031,3,940,86,32,1058,67,0,1104,21
104,2019,8,5773,5197,5065,3,4602,308,50,4960,234,3,4934,262
99,2019,8,2735,2393,2323,3,1969,234,89,2292,101,0,2351,42
105,2019,8,15061,14205,13573,3,13124,668,144,13936,269,0,13363,842
100,2019,8,2151,2172,1909,6,1904,178,26,2110,62,0,1988,184
101,2019,8,2537,2611,2574,3,2052,216,93,2361,244,6,2363,242
59,2019,8,8397,7352,7181,3,6593,378,106,7079,0,273,6784,295
55,2019,8,4246,4830,4725,3,3774,522,131,4427,403,0,4097,733
56,2019,8,570,365,334,3,331,16,1,348,0,17,329,19
75,2019,8,9073,7869,7197,3,7058,485,88,7634,233,2,7492,568
66,2019,8,2992,3351,2697,3,2756,274,70,3101,250,0,2840,511
121,2019,8,6114,4981,4786,3,4638,194,47,4879,102,0,4652,329
119,2019,8,2808,2738,2645,3,2498,187,26,2711,27,0,2462,347
92,2019,8,1499,1436,1381,3,1182,115,74,1371,65,0,1290,146
96,2019,8,1427,1278,1242,6,978,156,43,1207,32,39,1007,232
93,2019,8,2155,1885,1770,3,1692,100,28,1820,64,1,1815,69
94,2019,8,1677,1954,1676,4,1259,275,113,1709,245,0,1447,509
95,2019,8,2632,2366,2226,6,1485,323,150,2132,234,0,2047,319
97,2019,8,2173,2147,2077,4,1715,222,77,2045,99,3,1863,281
85,2019,8,6883,6550,6443,3,5859,348,100,6307,243,0,6247,303
79,2019,8,2964,2659,2608,3,2237,278,64,2579,73,7,2518,134
14,2019,8,1750,1596,1489,3,1344,118,20,1482,114,0,1548,68
15,2019,8,2645,2535,2460,3,2216,190,38,2444,90,1,2447,87
124,2019,8,8301,7512,7104,3,7023,273,31,7327,161,24,6979,509
115,2019,8,3073,2801,2584,3,2487,198,55,2740,61,0,2650,151
116,2019,8,1712,1426,1258,3,1199,145,24,1368,57,1,1382,43
86,2019,8,17101,16097,15874,6,13280,1349,428,15430,662,5,15139,955
81,2019,8,2490,2117,1929,5,1663,203,88,2006,111,0,1836,298
82,2019,8,2322,2399,2301,6,1708,264,139,2211,188,0,2214,185
64,2019,8,1875,1762,1423,3,1616,92,7,1715,47,0,1671,91
77,2019,8,4014,3683,3478,3,3240,184,43,3468,208,7,3304,372
106,2019,8,19015,17962,16761,4,14203,2010,690,17125,836,1,17547,414
91,2019,8,3529,3291,3228,6,2512,417,95,3081,210,0,3155,136
36,2019,8,15044,13878,13474,3,11617,1201,405,13223,634,21,13282,575
16,2019,8,2204,2015,1951,3,1604,256,63,1923,92,0,1872,143
17,2019,8,1545,1538,1336,3,1240,182,31,1453,85,0,1304,234
62,2019,8,9535,8946,8946,4,8246,399,75,8737,209,0,8444,502
57,2019,8,3248,3511,3042,4,2661,352,166,3230,159,122,2890,500
67,2019,8,3302,2913,2868,3,2630,154,31,2815,98,0,2779,134
65,2019,8,2118,2118,2118,4,1743,179,70,2008,110,0,1989,129
18,2019,8,4464,4132,3986,3,3731,216,38,3985,147,0,3959,173
19,2019,8,4132,3672,3591,3,3316,228,41,3585,87,0,3433,239
120,2019,8,6432,5632,5452,3,5405,154,13,5572,55,5,5541,86
35,2019,8,6241,4986,4516,3,4703,202,18,4924,62,0,4970,16
126,2019,8,7642,6848,6373,5,5765,557,138,6530,303,15,6685,194
87,2019,8,15350,14250,14156,4,10629,1564,640,13233,829,188,13618,444
102,2019,8,1517,1157,1000,3,1061,68,1,1130,27,0,1156,1
60,2019,8,9044,7876,7590,3,6992,600,94,7686,174,16,7506,354
88,2019,8,9856,8972,8114,3,8141,437,71,8649,311,12,8780,194
61,2019,8,9252,8792,8658,3,6764,1141,347,8252,533,7,8427,358
7,2019,8,1791,1540,1307,4,1515,10,1,1527,0,13,1466,61
107,2019,8,7611,7116,6728,3,6087,476,125,6688,425,3,6905,208
127,2019,8,4950,4526,4276,3,4245,124,21,4390,75,61,4144,321
89,2019,8,8249,7441,7179,3,6681,402,87,7170,269,2,7323,116
108,2019,8,12396,12427,12140,6,10080,997,370,11688,739,0,11702,725
76,2019,8,6960,6340,5685,6,5096,625,199,6012,326,2,6180,160
109,2019,8,9394,9156,8764,3,7719,815,292,8826,319,11,8951,194
129,2018,1,30,34,34,6,29,5,0,34,0,0,10,24
130,2018,1,1745,1599,1525,6,1224,139,67,1500,93,6,1399,194
152,2018,1,3940,3571,3452,6,3089,245,86,3481,90,0,3326,245
131,2018,1,3020,2499,2463,6,2188,175,55,2439,60,0,2325,174
132,2018,1,1640,1466,1423,6,1123,133,68,1394,72,0,1368,98
134,2018,1,2235,1952,1952,6,1558,176,77,1874,78,0,1736,216
135,2018,1,1061,864,837,6,591,86,40,766,98,0,784,80
136,2018,1,3592,2751,2729,6,2315,245,81,2688,63,0,2489,262
137,2018,1,3892,3700,3606,6,3099,353,98,3614,0,86,3264,350
139,2018,1,3956,3110,3075,6,2739,210,75,3061,49,0,2887,223
140,2018,1,3712,3279,3253,6,2926,177,62,3200,78,1,3206,72
141,2018,1,3274,3015,2738,6,2319,252,136,2848,167,0,2784,231
142,2018,1,1556,1133,1102,6,945,91,41,1100,33,0,997,136
144,2018,1,3905,3312,3258,6,3158,111,22,3299,13,0,3072,240
145,2018,1,4494,4212,4203,6,3541,333,112,4077,135,0,3862,350
146,2018,1,3431,2887,2796,6,2570,202,52,2852,35,0,2742,145
147,2018,1,4214,3764,3727,6,3265,299,83,3683,81,0,3350,414
148,2018,1,4179,3845,3790,6,3312,291,93,3782,63,0,3701,144
149,2018,1,5480,4698,4688,6,4088,361,110,4618,80,0,4331,367
150,2018,1,4770,3981,3770,6,3518,208,97,3881,93,7,3714,260
151,2018,1,4783,4220,4078,6,3730,266,67,4134,84,2,3939,280
133,2018,1,3341,2740,2589,6,2468,176,29,2691,49,0,2589,151
153,2018,1,3450,2968,2949,6,2537,257,76,2914,54,0,2752,216
154,2018,1,3639,3229,3229,6,2846,237,56,3176,53,0,3104,125
155,2018,1,4540,3620,3495,6,3237,234,72,3573,47,0,3492,128
156,2018,1,3488,3359,3342,6,2871,318,92,3322,37,0,3021,338
157,2018,1,2006,1922,1832,6,1590,161,44,1838,66,18,1857,59
158,2018,1,2580,2505,2341,6,2104,165,57,2388,116,1,2274,248
138,2018,1,5416,4473,4425,6,4102,241,42,4404,69,0,4334,139
159,2018,1,4518,3702,3697,6,3256,266,63,3626,70,6,3585,112
160,2018,1,2538,2169,2109,6,1908,168,48,2152,15,2,2131,43
161,2018,1,2542,2560,2470,6,2205,186,49,2481,75,4,2295,261
162,2018,1,3930,3267,3099,6,3025,171,25,3235,32,0,3162,105
68,2018,1,16659,13915,13571,3,12678,754,260,13692,212,11,13412,492
69,2018,1,4865,4061,3276,3,3839,155,21,4015,46,0,4011,50
70,2018,1,4237,3757,3491,5,3335,262,56,3672,75,10,3638,185
71,2018,1,4980,4156,3910,6,3781,196,36,4032,124,0,3954,202
72,2018,1,2785,2529,2475,4,2253,139,36,2435,89,5,2446,78
73,2018,1,3997,3394,3278,3,3056,186,50,3292,93,9,3256,192
74,2018,1,3620,3343,3195,5,2897,219,80,3224,119,0,3183,160
30,2018,1,1985,1696,984,3,1558,80,24,1662,34,0,1464,242
31,2018,1,5853,5238,4708,3,4718,303,68,5089,149,0,5036,202
32,2018,1,2275,1983,1634,3,1839,89,19,1947,35,1,1923,59
33,2018,1,3185,2919,2555,3,2586,185,52,2823,90,6,2826,87
34,2018,1,4063,3607,3317,3,3345,156,46,3547,60,0,3597,10
20,2018,1,4295,3718,3055,3,3257,247,76,3581,137,0,3669,49
21,2018,1,2351,2165,1911,3,1935,112,36,2083,59,23,2026,124
22,2018,1,7652,6759,4876,6,6263,281,83,6649,110,0,6445,314
23,2018,1,3897,2981,2980,6,2727,122,31,2889,92,0,3011,33
24,2018,1,3228,2901,2813,4,2607,141,48,2800,101,0,2830,71
25,2018,1,3379,2887,2398,6,2635,130,29,2804,82,1,2841,60
26,2018,1,3852,3269,3249,6,2968,174,45,3204,64,1,3230,56
27,2018,1,3140,2694,2675,6,2519,117,19,2656,38,0,2615,79
28,2018,1,3097,2839,2594,5,2645,134,31,2823,16,0,2755,84
29,2018,1,3964,3618,2515,3,3308,183,46,3537,80,1,3504,113
43,2018,1,3017,2586,2233,3,2406,106,20,2532,48,6,2542,38
44,2018,1,4271,2962,2606,3,2849,58,2,2909,45,8,2943,11
45,2018,1,3722,2983,2357,3,2789,115,22,2926,57,0,2934,49
46,2018,1,6907,6000,3023,3,5628,232,66,5926,74,0,5916,84
47,2018,1,8388,7284,6831,5,6487,411,171,7149,132,3,7073,208
48,2018,1,3041,2282,2276,5,2161,77,19,2261,20,1,2283,11
49,2018,1,5947,5099,5087,3,4740,223,54,5017,82,0,5007,109
50,2018,1,10689,9580,8684,5,8454,580,152,9306,274,0,9510,70
51,2018,1,4465,3927,2765,5,3711,119,23,3856,70,1,3884,62
8,2018,1,2513,2033,1810,3,1885,89,27,2001,32,0,2015,33
9,2018,1,3517,2956,2447,4,2647,166,47,2875,81,0,2865,91
10,2018,1,2575,2191,1985,3,2043,93,18,2154,34,3,2154,67
11,2018,1,1804,1542,1444,3,1445,51,9,1505,13,24,1527,9
12,2018,1,3441,2836,2712,3,2712,89,12,2813,0,23,2774,39
111,2018,1,2253,1750,1666,3,1659,65,7,1731,16,3,1675,72
112,2018,1,5938,5325,5098,3,4705,395,117,5218,103,4,5122,199
113,2018,1,2677,2199,1993,3,2065,92,13,2170,29,0,2163,36
114,2018,1,3733,3162,2967,3,2891,174,28,3093,69,0,3092,70
1,2018,1,1283,1082,904,3,1050,25,0,1075,7,0,1091,19
2,2018,1,2042,1898,1487,3,1800,55,7,1862,36,0,1871,52
3,2018,1,1804,1535,1271,3,1493,25,0,1518,14,3,1509,34
4,2018,1,2828,2282,1871,3,2187,63,10,2260,22,0,2274,12
38,2018,1,3650,3197,2495,3,3013,121,20,3154,43,0,3078,119
39,2018,1,4069,3061,2375,3,2988,49,0,3037,23,1,3019,41
40,2018,1,2186,1678,1245,3,1573,56,11,1640,38,0,1662,16
41,2018,1,2160,1776,1343,3,1704,42,7,1753,23,0,1755,21
52,2018,1,7259,5609,5389,5,5304,170,35,5516,93,0,5523,97
42,2018,1,2153,1929,1830,5,1817,90,8,1916,12,1,1907,21
80,2018,1,3552,3079,2275,3,2860,132,44,3036,38,5,2967,107
83,2018,1,2653,2164,1805,4,2072,62,18,2155,2,7,2120,37
84,2018,1,4204,3384,3043,3,3226,88,14,3328,41,15,3253,116
103,2018,1,6786,5917,5713,6,5356,329,86,5813,100,4,5774,139
98,2018,1,4344,3350,3188,4,3198,110,22,3332,18,0,3252,98
58,2018,1,9644,7707,7666,3,7287,303,48,7638,65,4,7500,203
54,2018,1,3702,3015,2479,3,2696,176,55,2927,82,6,2952,73
125,2018,1,4825,3664,3532,3,3458,150,20,3628,35,1,3575,88
118,2018,1,1770,1599,1422,3,1409,109,36,1554,41,4,1512,83
117,2018,1,2041,1964,1752,3,1683,166,61,1910,49,5,1873,86
6,2018,1,6626,4909,4506,3,4724,120,23,4867,39,3,4825,92
5,2018,1,1382,1169,993,5,1114,37,4,1155,14,0,1142,27
104,2018,1,5871,5186,5002,3,4591,337,102,5030,154,2,5107,78
99,2018,1,3030,2434,2238,3,2187,187,37,2411,23,0,2416,18
105,2018,1,16388,14656,13928,3,13723,617,139,14479,177,0,14430,226
100,2018,1,2505,2335,2076,6,2079,150,43,2291,44,0,2273,62
101,2018,1,3090,2808,2746,3,2459,187,55,2701,0,107,2631,70
59,2018,1,8578,7224,6985,3,6720,318,59,7098,0,126,6958,140
55,2018,1,4913,4486,4377,3,4078,231,45,4354,0,132,4113,241
56,2018,1,484,348,327,3,339,9,0,348,0,0,335,13
75,2018,1,10608,8826,7924,3,8289,367,60,8717,108,1,8589,236
66,2018,1,3420,3398,2421,3,3078,132,40,3250,148,0,3240,206
121,2018,1,6542,5243,4916,3,4900,231,52,5183,60,0,5106,137
119,2018,1,3193,2852,2379,3,2615,148,29,2792,59,1,2810,41
92,2018,1,1595,1356,1299,3,1268,63,13,1344,12,0,1249,107
96,2018,1,1759,1494,1440,6,1305,122,29,1469,24,1,1441,52
93,2018,1,2065,1785,1679,3,1663,70,24,1757,28,0,1723,62
94,2018,1,2110,2032,1689,4,1737,177,45,1977,52,3,1846,203
95,2018,1,2517,2292,1943,3,2020,185,39,2244,48,0,2152,140
97,2018,1,2373,1966,1874,4,1793,121,29,1951,15,0,1924,42
85,2018,1,8381,6765,6420,3,6404,246,48,6698,65,2,6695,68
79,2018,1,3281,2826,2685,3,2574,164,36,2774,51,1,2801,24
14,2018,1,1674,1387,1277,3,1273,79,14,1366,21,0,1315,75
15,2018,1,2735,2355,2310,3,2238,81,17,2336,18,1,2340,15
124,2018,1,9500,7519,7160,3,7148,227,33,7409,104,6,7460,53
115,2018,1,3322,2871,2672,3,2693,114,32,2839,29,3,2798,70
116,2018,1,1510,1384,1241,3,1238,90,21,1349,35,0,1344,40
86,2018,1,18859,16124,15572,4,14207,1146,357,15832,284,8,15895,221
81,2018,1,2284,2106,1811,3,1881,135,26,2042,63,1,2056,49
82,2018,1,2500,2266,2183,4,2126,98,12,2237,24,5,2195,66
64,2018,1,2248,1756,1582,3,1655,65,7,1727,29,0,1724,32
77,2018,1,7082,6122,5743,3,5670,280,64,6015,104,3,5977,142
106,2018,1,19609,17229,16421,3,15423,1092,324,16839,390,0,17078,151
91,2018,1,3827,3346,3302,6,2971,231,53,3267,79,0,3245,101
36,2018,1,15675,13334,12710,3,12075,760,225,13060,256,18,13140,176
16,2018,1,2380,1938,1801,3,1713,147,40,1900,38,0,1856,82
17,2018,1,1858,1655,1373,3,1557,63,7,1627,20,8,1594,53
62,2018,1,10515,8780,8780,4,8190,363,90,8673,107,0,8625,155
57,2018,1,4135,3590,3179,6,3288,173,44,3523,64,3,3379,208
67,2018,1,3316,2722,2446,3,2596,81,9,2686,36,0,2650,72
65,2018,1,2453,2055,2055,4,1948,67,9,2024,31,0,2021,34
18,2018,1,4540,3903,3725,3,3620,171,55,3846,57,0,3815,88
19,2018,1,4409,3514,3463,3,3200,198,50,3448,66,0,3473,41
120,2018,1,6696,5473,5344,3,5212,153,37,5402,70,1,5440,32
35,2018,1,6302,4459,3708,3,4299,95,16,4410,48,1,4454,4
126,2018,1,7420,6764,6375,5,5978,423,110,6568,185,11,6661,92
