la_key,year_key,nc_key,admission_numbers,applications_received,online_applications,no_of_preferences,first_preference_offers,second_preference_offers,third_preference_offers,preferred_school_offer,non_preferred_offer,no_offer,schools_in_la_offer,schools_in_another_la_offer
87,2018,1,15428,14152,14082,4,12312,974,343,13778,374,0,13918,234
102,2018,1,1525,1238,1136,3,1162,47,5,1214,24,0,1238,0
60,2018,1,9207,7676,7570,3,7294,276,38,7608,68,0,7588,88
88,2018,1,10459,8936,7844,3,8463,298,41,8802,122,12,8803,125
61,2018,1,10768,8694,8476,3,8050,436,76,8562,132,0,8542,152
7,2018,1,4043,2774,2404,4,2703,51,6,2760,0,14,2746,14
107,2018,1,8772,7158,6529,3,6665,317,88,7070,84,4,7085,69
127,2018,1,6372,5665,5277,3,5302,200,60,5562,78,25,5544,96
89,2018,1,9124,7336,6914,3,6936,254,54,7244,91,1,7191,144
108,2018,1,13655,12954,12671,4,11092,1049,348,12600,352,2,12653,299
76,2018,1,7038,6187,5739,6,5644,301,89,6052,134,1,6060,126
109,2018,1,10136,8946,8580,3,8151,541,152,8844,99,3,8836,107
129,2018,8,0,19,19,6,10,7,0,18,1,0,0,19
130,2018,8,1692,1564,1540,6,1051,246,89,1455,79,30,1136,398
152,2018,8,2939,3279,3144,6,2025,461,218,2924,190,165,2279,836
131,2018,8,2684,2571,2487,6,1630,423,226,2426,145,0,2241,330
132,2018,8,1583,1321,1285,6,679,216,102,1135,186,0,986,335
134,2018,8,1765,1749,1749,6,1130,287,113,1621,0,128,1157,464
135,2018,8,1032,787,764,6,427,155,51,690,97,0,527,260
136,2018,8,2628,2687,2687,6,1482,489,239,2406,275,6,1894,787
137,2018,8,2499,3116,3088,6,1752,538,240,2796,1,319,1761,1036
139,2018,8,3215,2930,2921,6,1748,508,242,2700,228,2,2438,490
140,2018,8,3233,3041,3039,6,2158,419,195,2862,178,1,2790,250
141,2018,8,2252,2408,2222,6,1370,411,225,2186,222,0,1828,580
142,2018,8,1752,1162,1140,6,654,196,95,1048,114,0,888,274
144,2018,8,3330,3314,3275,6,2372,434,166,3127,187,0,2832,482
145,2018,8,4463,4091,4084,6,2765,525,244,3737,343,11,3283,797
146,2018,8,3460,3026,2864,6,2147,414,177,2904,120,2,2471,553
147,2018,8,3361,3710,3665,6,2240,552,263,3311,399,0,2677,1033
148,2018,8,3880,3691,3635,6,2563,506,221,3503,188,0,3175,516
149,2018,8,4232,4593,4576,6,2854,736,352,4245,348,0,3471,1122
150,2018,8,3456,4013,3810,6,2595,525,258,3659,354,0,3062,952
151,2018,8,4226,4481,4359,6,3032,678,277,4229,251,1,3658,822
133,2018,8,2787,2755,2684,6,1960,365,154,2609,146,0,2268,487
153,2018,8,2706,2749,2723,6,1897,377,151,2604,145,0,2080,669
154,2018,8,3398,2911,2911,6,2323,318,107,2813,98,0,2655,256
155,2018,8,3613,3170,3098,6,2190,429,199,3031,137,2,2780,388
156,2018,8,2988,3051,3042,6,1941,458,240,2846,205,0,2391,660
157,2018,8,1910,1758,1672,6,1213,227,107,1613,51,94,1370,294
158,2018,8,1729,2310,2173,6,1386,386,178,2105,110,95,1382,833
138,2018,8,4848,4500,4423,6,3129,755,260,4306,194,0,4282,218
159,2018,8,4026,3838,3775,6,2566,591,236,3611,222,5,3439,473
160,2018,8,2044,2015,1967,6,1245,330,135,1838,95,82,1631,302
161,2018,8,3084,2486,2408,6,1872,343,109,2419,59,8,2226,252
162,2018,8,3101,2975,2681,6,2382,360,105,2894,78,3,2576,396
68,2018,8,14020,14935,14184,6,10138,1911,804,13748,565,622,12653,1660
69,2018,8,4065,4090,3365,3,3089,457,189,3735,351,4,3867,219
70,2018,8,3654,3371,3194,6,2933,266,53,3279,88,4,3044,423
71,2018,8,4406,4238,4058,6,3158,478,177,3930,307,1,3632,605
72,2018,8,3353,2548,2470,5,1984,278,108,2431,111,6,2276,266
73,2018,8,3732,3370,3323,5,2516,409,160,3155,196,19,2883,472
74,2018,8,3394,3117,2768,5,2264,386,168,2918,199,0,2830,287
30,2018,8,1290,1632,1033,3,1400,118,55,1573,59,0,920,715
31,2018,8,5291,4624,4299,5,3256,584,267,4281,343,0,4338,286
32,2018,8,2102,1928,1622,3,1856,48,4,1908,20,0,1710,218
33,2018,8,3497,2764,2370,3,2379,263,43,2685,77,2,2688,135
34,2018,8,3942,3590,3358,3,3062,279,77,3418,172,0,3529,111
20,2018,8,3912,3721,3100,3,2969,407,141,3520,199,2,3630,89
21,2018,8,2335,2202,1988,3,1832,156,81,2069,127,6,2013,206
22,2018,8,6525,6514,5509,6,5004,700,257,6046,468,0,5580,934
23,2018,8,3664,3107,3102,6,2267,328,125,2769,338,0,2988,140
24,2018,8,2885,2949,2870,4,2604,189,30,2830,119,0,2705,244
25,2018,8,2578,2639,2257,6,2094,233,72,2417,218,4,2358,306
26,2018,8,3370,3219,3212,6,2698,296,53,3070,143,6,2987,239
27,2018,8,3035,2638,2619,6,2222,237,50,2536,102,0,2490,148
28,2018,8,3245,2984,2588,6,2320,359,138,2907,64,13,2819,197
29,2018,8,3972,3513,3147,3,3330,136,12,3478,34,1,3320,192
43,2018,8,2590,2494,2161,3,2388,62,5,2455,39,0,2331,163
44,2018,8,3833,3036,2827,3,2741,124,111,2976,60,0,2901,135
45,2018,8,3791,3116,2200,3,2926,114,16,3056,60,0,3081,35
46,2018,8,6008,6119,2980,3,5544,328,92,5964,155,0,5838,281
47,2018,8,7746,7488,6906,5,5555,711,321,7010,475,3,6657,828
48,2018,8,2879,2344,2339,5,2051,134,77,2286,58,0,2346,52
49,2018,8,4938,4771,4761,3,4103,369,144,4616,152,3,4384,398
50,2018,8,8863,8764,8016,5,7214,712,234,8304,460,0,8319,445
51,2018,8,4186,3608,2413,5,3325,161,25,3518,90,0,3582,57
8,2018,8,2286,1803,1677,3,1604,157,15,1776,26,1,1779,65
9,2018,8,2399,2241,1875,4,1840,178,78,2110,127,4,2204,48
10,2018,8,1795,1583,1382,3,1474,69,6,1549,21,13,1525,107
11,2018,8,1868,1477,1383,3,1326,74,16,1416,56,5,1502,25
12,2018,8,3349,2940,2797,3,2657,146,39,2842,0,98,2731,111
111,2018,8,2456,1882,1802,5,1523,158,52,1742,138,2,1857,23
112,2018,8,4001,4581,4415,3,3241,584,256,4081,488,12,4033,536
113,2018,8,2496,2301,2127,3,2134,118,13,2265,36,0,2225,76
114,2018,8,3025,2910,2800,3,2410,291,84,2785,125,0,2483,427
1,2018,8,1191,1075,911,3,1034,28,1,1063,12,0,1092,10
2,2018,8,1659,1777,978,3,1563,128,34,1725,51,1,1543,250
3,2018,8,1964,1472,1270,3,1319,58,21,1398,72,2,1439,56
4,2018,8,2467,2262,1896,3,1983,159,38,2180,52,30,2181,57
38,2018,8,2915,2909,2535,3,2403,227,101,2731,167,11,2635,263
39,2018,8,4030,3271,2513,3,3162,69,7,3238,26,7,3016,248
40,2018,8,2017,1720,1366,3,1606,79,7,1692,28,0,1590,130
41,2018,8,2227,1909,1465,3,1770,95,5,1870,39,0,1844,81
52,2018,8,7628,5739,5522,5,5294,225,52,5574,165,0,5563,264
42,2018,8,2003,1864,1815,5,1718,86,23,1835,29,0,1813,56
80,2018,8,3162,3066,2457,3,2438,355,124,2917,147,2,2931,133
83,2018,8,1506,1099,812,3,1059,19,3,1083,3,13,1077,9
84,2018,10,2343,1962,1871,3,1888,50,1,1939,19,4,1833,125
103,2018,8,6712,6265,5976,6,4589,715,364,5951,302,12,5712,541
98,2018,8,3540,3430,3325,4,2684,281,114,3199,231,0,3241,189
58,2018,8,8784,7826,7797,3,7422,266,40,7728,97,1,7323,503
54,2018,8,3443,2954,2416,4,2284,280,129,2725,228,1,2819,179
125,2018,8,3412,2890,2789,3,2662,131,18,2811,42,37,2627,227
118,2018,8,1349,1394,1185,3,1151,118,22,1291,102,1,1213,180
117,2018,8,1938,1659,1446,3,1327,172,63,1565,88,6,1563,90
6,2018,8,6170,4950,4605,3,4714,137,32,4883,56,11,4780,163
5,2018,8,1213,1102,923,3,937,75,25,1037,65,0,1086,16
104,2018,8,5668,5157,4989,3,4672,226,52,4950,207,0,4898,261
99,2018,8,2660,2445,2354,3,2052,199,65,2316,129,0,2405,40
105,2018,8,15049,13979,13022,3,12872,705,124,13701,278,0,13141,838
100,2018,8,2124,2084,1766,3,1872,147,23,2042,42,0,1882,202
101,2018,8,2500,2331,2293,3,2046,156,43,2245,85,1,2054,276
59,2018,8,8125,7259,6984,3,6615,360,55,7030,0,229,6699,331
55,2018,8,4200,4481,4321,3,3750,370,151,4271,209,1,3840,640
56,2018,8,591,362,316,3,347,12,2,361,0,1,343,18
75,2018,8,8629,7522,6827,3,6767,466,95,7334,188,0,7044,565
66,2018,8,2887,3141,2473,3,2687,257,46,2990,151,0,2699,493
121,2018,8,5947,4807,4556,3,4446,232,28,4706,101,0,4468,339
119,2018,8,2584,2668,2382,3,2387,177,27,2591,76,1,2406,350
92,2018,8,1347,1367,1307,3,1055,159,60,1274,93,0,1210,157
96,2018,8,1384,1283,1235,6,1019,107,35,1185,46,52,989,242
93,2018,8,2155,1718,1576,3,1580,88,14,1682,36,0,1676,42
94,2018,8,1754,1772,1469,4,1174,235,99,1552,218,2,1270,511
95,2018,8,2575,2241,2109,6,1570,299,146,2129,112,0,1941,300
97,2018,8,2162,1986,1894,4,1663,186,51,1928,57,1,1737,248
85,2018,8,6608,6330,6007,3,5560,424,102,6086,241,3,5981,346
79,2018,8,2934,2468,2415,3,1989,264,78,2331,82,55,2324,94
14,2018,8,1690,1456,1360,3,1316,98,9,1423,30,3,1424,46
15,2018,8,2685,2429,2317,3,2207,128,32,2367,62,0,2371,88
124,2018,8,8233,7487,7107,3,7038,274,35,7347,115,25,6938,524
115,2018,8,2940,2744,2535,3,2377,209,72,2658,84,2,2593,149
116,2018,8,1668,1314,1188,3,1122,124,34,1280,32,2,1257,55
86,2018,8,16796,15720,15278,6,13548,1170,346,15341,369,10,14647,1065
81,2018,8,2390,2045,1794,5,1551,225,82,1930,114,1,1770,274
82,2018,8,2273,2439,2263,6,1834,239,104,2257,134,48,2156,235
64,2018,8,1866,1755,1524,3,1612,86,7,1705,50,0,1688,67
77,2018,8,3951,3659,3438,3,3257,200,29,3486,168,5,3288,366
106,2018,8,18506,17433,16113,4,13890,1935,640,16672,760,1,16976,456
91,2018,8,3540,3256,3161,6,2578,381,91,3115,141,0,3135,121
36,2018,8,14927,13266,12690,3,11349,1047,330,12726,533,7,12784,475
16,2018,8,2149,1945,1829,3,1520,229,77,1826,119,0,1836,109
17,2018,8,1545,1530,1296,3,1276,141,49,1466,64,0,1314,237
62,2018,8,9290,8719,8719,4,7997,422,73,8507,212,0,8210,509
57,2018,8,3169,3388,2963,4,2663,344,107,3149,82,157,2796,439
67,2018,8,3302,2830,2556,3,2595,139,20,2754,76,0,2706,124
65,2018,8,2129,2129,2129,4,1664,196,61,1939,190,0,2013,116
18,2018,8,4410,3978,3772,3,3753,143,22,3918,60,0,3794,184
19,2018,8,4134,3589,3524,3,3172,199,58,3429,159,1,3389,199
120,2018,8,6351,5495,5335,3,5294,107,16,5417,73,5,5393,97
35,2018,8,6277,4816,4271,3,4558,163,30,4751,64,1,4805,10
126,2018,8,7410,6249,5853,5,5392,467,108,6012,236,1,6126,178
87,2018,8,15541,13555,13484,4,10566,1294,618,12844,711,0,13091,464
102,2018,8,1581,1158,1020,3,1048,97,0,1145,13,0,1159,0
60,2018,8,8908,7644,7389,3,6665,623,114,7402,242,0,7293,351
88,2018,8,9972,8683,7294,3,8017,391,57,8465,208,10,8450,224
61,2018,8,8947,8287,8058,3,6289,1094,355,7738,543,6,7944,337
7,2018,10,1867,1317,1102,3,1292,24,0,1316,0,1,1286,30
107,2018,8,7483,6750,6324,3,5988,410,106,6504,244,2,6551,197
127,2018,8,4696,4461,4035,3,4179,143,28,4350,70,41,4078,344
89,2018,8,8350,7123,6700,3,6525,316,73,6914,206,3,6956,164
108,2018,8,12094,12189,11924,6,10191,892,295,11547,642,0,11429,760
76,2018,8,6092,6091,5602,6,4948,582,208,5814,277,0,5869,224
109,2018,8,9302,8614,8230,3,7850,487,150,8487,125,2,8445,167
129,2017,1,29,29,26,6,19,4,3,27,2,0,6,23
130,2017,1,1748,1589,1501,6,1296,143,33,1519,70,0,1415,174
152,2017,1,3839,3720,3523,6,3138,282,91,3584,136,0,3418,302
131,2017,1,3035,2552,2471,6,2203,192,63,2497,0,55,2314,183
132,2017,1,1708,1462,1385,6,1100,161,64,1395,67,0,1367,95
134,2017,1,2265,2017,2017,6,1603,206,79,1951,0,66,1758,193
135,2017,1,1115,886,832,6,606,100,44,803,83,0,792,94
136,2017,1,3592,2837,2781,6,2438,208,77,2773,64,0,2590,247
137,2017,1,4005,3637,3574,6,3007,344,111,3547,0,90,3237,310
139,2017,1,3995,3166,3119,6,2798,237,52,3109,57,0,2956,210
140,2017,1,3692,3258,2076,6,2882,190,68,3187,71,0,3183,75
141,2017,1,3364,3024,2717,6,2398,259,114,2914,110,0,2820,204
142,2017,1,1812,1235,1146,6,1019,113,50,1208,27,0,1112,123
144,2017,1,3998,3520,3449,6,3268,159,35,3476,44,0,3295,225
145,2017,1,4644,4194,4192,6,3564,317,102,4079,115,0,3903,291
146,2017,1,3429,2940,2690,6,2674,176,40,2901,39,0,2791,149
147,2017,1,4211,3808,3761,6,3192,353,91,3698,109,1,3386,421
148,2017,1,4195,3883,3781,6,3287,330,109,3818,65,0,3748,135
149,2017,1,5453,4673,4647,6,4151,330,83,4611,62,0,4280,393
150,2017,1,4740,4129,3781,6,3622,254,95,4035,89,5,3891,233
151,2017,1,5005,4353,4252,6,3922,238,89,4292,59,2,4076,276
133,2017,1,3236,2715,2546,6,2463,166,42,2687,28,0,2525,190
153,2017,1,3436,3143,3109,6,2490,296,135,2994,149,0,2948,195
154,2017,1,3543,3273,3273,6,2812,225,67,3166,107,0,3162,111
155,2017,1,4538,3921,3722,6,3478,269,77,3861,60,0,3715,206
156,2017,1,3650,3612,3599,6,2979,344,130,3526,86,0,3309,303
157,2017,1,2099,1903,1808,6,1676,115,32,1858,45,0,1848,66
158,2017,1,2651,2606,2383,6,2122,182,82,2469,137,0,2352,254
138,2017,1,5360,4555,4477,6,4176,234,52,4485,70,0,4456,99
159,2017,1,4520,3856,3842,6,3382,277,78,3781,3,72,3740,149
160,2017,1,2655,2352,2296,6,1977,183,66,2282,37,33,2281,41
161,2017,1,2564,2678,2565,6,2251,171,72,2558,120,0,2387,292
162,2017,1,4048,3446,3170,6,3061,234,63,3378,68,0,3329,117
68,2017,1,16688,15143,12251,3,13242,998,370,14611,525,7,14674,466
69,2017,1,4915,4223,3303,3,3892,219,48,4159,64,0,4144,79
70,2017,1,4154,3816,3502,5,3437,212,40,3703,113,0,3738,139
71,2017,1,5070,4530,4381,6,3999,251,64,4339,190,1,4306,226
72,2017,1,2766,2554,2476,4,2206,184,59,2461,85,8,2484,62
73,2017,1,3892,3453,3408,3,3109,155,37,3301,141,11,3309,151
74,2017,1,3695,3210,3049,5,2768,229,71,3087,123,0,3063,147
30,2017,1,1985,1790,829,3,1613,109,25,1747,43,0,1567,233
31,2017,1,5928,5148,4653,3,4602,313,73,4988,160,0,4961,187
32,2017,1,2305,2066,1640,3,1842,125,38,2005,61,0,2001,65
33,2017,1,3185,2862,2477,3,2615,149,30,2794,64,4,2792,66
34,2017,1,4068,3579,3228,3,3208,185,70,3463,116,0,3567,12
20,2017,1,4295,3621,3061,3,3234,228,54,3516,105,0,3626,43
21,2017,1,2350,2302,1985,3,1989,175,45,2209,86,7,2173,142
22,2017,1,7526,7111,5381,6,6316,400,138,6920,191,0,6784,327
23,2017,1,3762,3007,3007,6,2748,135,26,2912,95,0,3062,32
24,2017,1,3136,2936,2524,3,2609,162,56,2827,108,1,2878,57
25,2017,1,3387,3067,2313,6,2744,151,39,2947,117,3,3002,62
26,2017,1,3932,3305,3289,6,2902,197,64,3205,100,0,3281,38
27,2017,1,3170,2770,2752,6,2519,134,38,2702,68,0,2696,74
28,2017,1,3099,2768,2502,5,2545,142,39,2742,26,0,2697,71
29,2017,1,3997,3597,2418,3,3284,175,56,3515,81,1,3502,94
43,2017,1,3053,2737,2262,3,2552,101,21,2674,63,0,2692,45
44,2017,1,4271,3202,2766,3,3069,70,12,3151,50,1,3168,33
45,2017,1,3720,3037,2306,3,2844,140,13,2997,40,0,3000,37
46,2017,1,6838,6033,3666,3,5557,295,70,5922,111,0,5968,65
47,2017,1,8390,7457,6746,5,6690,441,107,7299,157,1,7265,191
48,2017,1,2979,2418,2417,5,2265,88,28,2390,27,1,2395,23
49,2017,1,5892,5095,5082,3,4665,265,78,5008,87,0,5031,107
50,2017,1,10558,9482,8540,5,8310,572,201,9219,263,0,9424,58
51,2017,1,4490,3746,2538,3,3500,144,24,3670,76,0,3711,66
8,2017,1,2544,2058,1864,3,1972,58,18,2048,10,0,2055,28
9,2017,1,3383,3122,2511,4,2712,209,64,3013,109,0,3028,94
10,2017,1,2575,2288,1967,3,2103,98,29,2230,46,12,2248,48
11,2017,1,1756,1566,1461,3,1431,75,12,1518,6,42,1575,16
12,2017,1,3441,2828,2677,3,2726,67,18,2811,0,17,2768,43
111,2017,1,2240,1791,1678,3,1697,58,12,1767,17,7,1727,57
112,2017,1,5908,5443,5208,3,4664,443,145,5252,191,0,5279,164
113,2017,1,2684,2353,2114,3,2184,109,24,2317,35,1,2314,38
114,2017,1,3718,3186,3046,3,2873,192,56,3121,65,0,3117,69
1,2017,1,1269,1064,806,3,1040,18,2,1060,4,0,1079,9
2,2017,1,2040,1985,953,3,1832,66,30,1928,55,2,1949,54
3,2017,1,1785,1519,1297,3,1499,8,4,1511,8,0,1510,21
4,2017,1,2835,2380,1993,3,2269,81,16,2366,12,2,2369,25
38,2017,1,3655,3299,2629,3,3085,111,21,3217,82,0,3161,138
39,2017,1,4117,3202,2483,3,3080,96,2,3178,24,0,3177,25
40,2017,1,2144,1772,1186,3,1692,61,3,1756,16,0,1754,18
41,2017,1,2165,1930,1506,3,1830,55,10,1895,35,0,1905,25
52,2017,1,7333,5614,5374,5,5402,136,16,5560,54,0,5555,77
42,2017,1,2153,1968,1869,5,1830,77,29,1944,1,23,1925,20
80,2017,1,3552,3111,2383,3,2899,124,33,3056,54,1,3008,102
83,2017,1,2421,2075,1659,4,1916,106,24,2055,12,8,2034,33
84,2017,1,4181,3386,2986,3,3222,96,21,3339,28,19,3248,119
103,2017,1,6774,6044,5760,4,5223,473,141,5885,159,0,5920,124
98,2017,1,4325,3674,3468,4,3345,219,50,3626,48,0,3543,131
58,2017,1,9758,7803,7763,3,7385,299,37,7721,27,55,7541,211
54,2017,1,3582,3141,2404,3,2814,189,47,3050,88,3,3085,83
125,2017,1,4519,3865,3665,3,3582,187,28,3797,62,6,3766,93
118,2017,1,1770,1489,1280,3,1389,64,16,1469,15,5,1400,84
117,2017,1,2126,2069,1760,4,1707,169,72,2007,26,36,1954,79
6,2017,1,6560,5018,4518,3,4774,187,20,4981,33,4,4926,102
5,2017,1,1376,1121,820,5,1041,57,4,1106,15,0,1115,8
104,2017,1,5894,5419,5197,3,4807,359,97,5263,155,1,5353,65
99,2017,1,3030,2502,2390,3,2269,157,43,2469,33,0,2490,12
105,2017,1,16417,15029,14377,3,13656,850,234,14740,289,0,14802,227
100,2017,1,2490,2475,2140,6,2079,227,57,2382,93,0,2417,58
101,2017,1,3150,2874,2831,3,2440,219,83,2742,131,1,2788,85
59,2017,1,8336,7242,6640,3,6622,362,74,7059,0,183,6960,99
55,2017,1,4913,4550,4550,3,4058,264,52,4374,176,0,4281,269
56,2017,1,482,381,347,3,360,14,0,374,1,6,358,17
75,2017,1,10463,9039,7809,3,8427,377,76,8883,156,0,8878,184
66,2017,1,3405,3389,2251,3,3082,154,40,3276,113,0,3165,225
121,2017,1,6402,5273,4841,3,4873,235,66,5174,99,0,5156,117
119,2017,1,3109,2754,2394,3,2519,155,29,2703,49,2,2723,49
92,2017,1,1565,1432,1349,3,1286,97,23,1406,26,0,1378,54
96,2017,1,1766,1576,1432,6,1315,125,62,1527,48,1,1534,41
93,2017,1,2038,1843,1705,3,1653,109,41,1803,40,0,1776,67
94,2017,1,2110,2165,1549,4,1709,217,82,2056,109,0,1976,218
95,2017,1,2530,2402,1945,3,2049,211,65,2325,77,0,2274,128
97,2017,1,2318,2066,1949,4,1839,163,38,2046,19,1,2025,40
85,2017,1,8310,6964,6530,3,6487,305,63,6855,108,1,6892,71
79,2017,1,3251,2801,2765,3,2561,155,24,2740,61,0,2775,26
14,2017,1,1654,1460,1300,3,1283,104,20,1407,50,3,1380,86
15,2017,1,2735,2494,2443,3,2291,114,35,2440,54,0,2480,14
124,2017,1,9430,7456,7042,3,7160,184,33,7377,76,3,7403,50
115,2017,1,3387,2927,2731,3,2702,155,22,2879,48,0,2867,60
116,2017,1,1495,1380,1224,3,1246,66,21,1333,46,1,1332,47
86,2017,1,18004,16203,15703,4,14480,1007,292,15909,293,1,15971,231
81,2017,1,2315,2085,1820,3,1893,134,25,2052,33,0,2046,39
82,2017,1,2524,2264,2159,4,2123,86,17,2231,27,6,2192,66
64,2017,1,2263,1847,1623,3,1728,62,11,1801,0,46,1781,20
77,2017,1,7001,6124,5958,3,5611,303,63,5977,123,24,5950,150
106,2017,1,19562,17330,16475,3,15434,1074,378,16886,441,3,17205,122
91,2017,1,3762,3376,3267,6,3017,216,48,3291,85,0,3273,103
36,2017,1,15000,13446,12763,3,12026,846,219,13091,328,27,13243,176
16,2017,1,2410,2047,1835,3,1782,144,48,1974,73,0,1971,76
17,2017,1,1798,1558,1249,3,1472,50,16,1538,20,0,1508,50
62,2017,1,10484,8878,8878,4,8188,403,100,8714,164,0,8686,192
57,2017,1,4111,3706,3276,6,3296,208,70,3600,105,1,3482,223
67,2017,1,3317,2784,2726,3,2658,86,10,2754,30,0,2715,69
65,2017,1,2433,2142,2142,3,1922,112,24,2062,80,0,2106,36
18,2017,1,4543,3792,3584,3,3495,181,38,3714,78,0,3717,75
19,2017,1,4294,3539,3429,3,3249,173,46,3469,70,0,3498,41
120,2017,1,6780,5787,5596,3,5407,223,42,5672,114,1,5761,25
35,2017,1,6474,4555,3662,3,4437,76,11,4524,28,3,4545,7
126,2017,1,7409,6794,6419,5,6048,363,100,6576,199,19,6703,72
87,2017,1,15392,14431,14358,4,12373,1051,384,13978,410,43,14168,220
102,2017,1,1552,1245,1132,3,1192,38,2,1232,13,0,1245,0
60,2017,1,8990,7504,7377,3,7076,298,55,7429,75,0,7405,99
88,2017,1,10427,9310,8195,3,8658,355,78,9092,210,8,9202,118
61,2017,1,10594,8939,8738,3,8061,538,131,8730,209,0,8824,115
7,2017,1,4046,3000,2623,3,2896,74,7,2977,0,23,2958,19
107,2017,1,8721,7101,6551,3,6658,317,48,7023,74,4,7021,76
127,2017,1,6302,5609,5344,3,5235,239,54,5528,63,18,5480,111
89,2017,1,9036,7361,6849,3,6911,271,62,7244,117,0,7242,119
108,2017,1,13781,13115,12731,4,11324,967,316,12728,386,1,12819,295
76,2017,1,7022,6265,5656,6,5638,317,86,6061,200,4,6172,91
109,2017,1,10162,9099,8918,3,8203,578,192,8973,123,3,8998,98
129,2017,8,0,17,17,6,10,3,0,15,2,0,0,17
130,2017,8,1722,1497,1459,6,1056,207,92,1409,88,0,1101,396
152,2017,8,2739,3105,2935,6,1987,428,246,2844,261,0,2295,810
131,2017,8,2493,2540,2419,6,1633,364,198,2364,0,176,2045,319
132,2017,8,1532,1270,1209,6,681,201,87,1090,180,0,972,298
134,2017,8,1677,1681,1681,6,1124,242,108,1561,0,120,1104,457
135,2017,8,950,688,658,6,421,113,46,617,71,0,494,194
136,2017,8,2639,2639,2518,6,1638,430,220,2457,182,0,1820,819
137,2017,8,2520,3122,3105,6,1804,537,246,2832,0,290,1832,1000
139,2017,8,3181,2789,2777,6,1788,465,199,2613,176,0,2289,500
140,2017,8,3130,3073,1789,6,2211,436,159,2899,174,0,2856,217
141,2017,8,2222,2166,1917,6,1260,368,204,2006,158,2,1641,523
142,2017,8,1614,1151,1094,6,651,185,83,1026,125,0,873,278
144,2017,8,3330,3077,3052,6,2286,368,152,2930,147,0,2551,526
145,2017,8,4450,3957,3945,6,2719,505,211,3632,325,0,3196,761
146,2017,8,3392,2788,2652,6,2038,422,147,2723,59,6,2218,564
147,2017,8,3368,3489,3394,6,2274,490,224,3209,280,0,2503,986
148,2017,8,3879,3567,3485,6,2570,433,218,3394,173,0,2962,605
149,2017,8,4232,4307,4290,6,2886,635,300,4066,241,0,3158,1149
150,2017,8,3412,3820,3540,6,2546,516,251,3564,240,16,2951,853
151,2017,8,4211,4312,4230,6,3010,574,255,4068,244,0,3584,730
133,2017,8,2628,2589,2472,6,1791,335,169,2434,155,0,2103,486
153,2017,8,2684,2752,2722,6,1997,363,149,2671,81,0,2018,734
154,2017,8,3282,2823,2823,6,2219,312,122,2734,89,0,2554,269
155,2017,8,3565,3416,3281,6,2304,498,235,3243,173,0,2912,504
156,2017,8,2987,3089,3075,6,1956,478,206,2877,212,0,2377,712
157,2017,8,1918,1626,1570,6,1248,237,75,1586,39,1,1330,303
158,2017,8,1704,2038,1909,6,1329,320,144,1928,110,0,1245,799
138,2017,8,4746,4143,4078,6,3003,672,205,3985,158,0,3943,200
159,2017,8,3957,3721,3674,6,2463,595,233,3512,205,4,3233,487
160,2017,8,1972,1870,1815,6,1276,232,109,1735,105,30,1568,281
161,2017,8,3215,2348,2260,6,1788,294,112,2271,41,36,1996,316
162,2017,8,3084,2940,2604,6,2297,360,117,2837,103,0,2553,387
68,2017,8,14120,14908,11977,6,10121,1954,916,13881,950,77,13263,1568
69,2017,8,4115,3824,3048,3,3103,394,120,3617,207,0,3639,185
70,2017,8,3666,3424,3189,6,2965,260,65,3324,83,17,3028,416
71,2017,8,4331,4212,4097,6,3141,476,193,3937,271,4,3615,594
72,2017,8,3298,2504,2392,5,1935,293,106,2389,101,14,2230,260
73,2017,8,3719,3334,3282,5,2487,438,132,3137,185,12,2927,482
74,2017,8,3196,2874,2710,5,2246,319,137,2759,111,4,2575,295
30,2017,8,1310,1747,861,3,1473,160,54,1688,59,0,1038,724
31,2017,8,5251,4539,4164,5,3172,596,276,4192,347,0,4305,234
32,2017,8,2102,1970,1541,3,1901,53,3,1957,13,0,1761,211
33,2017,8,3425,2700,2312,3,2454,169,12,2635,60,5,2656,120
34,2017,8,4186,3474,3147,3,2962,295,70,3327,147,0,3405,127
20,2017,8,3820,3578,2984,3,2945,330,125,3400,177,1,3532,91
21,2017,8,2330,2211,1921,3,1807,186,60,2057,131,23,2009,202
22,2017,8,6113,6346,5428,6,4749,695,281,5835,511,0,5533,813
23,2017,8,3478,2992,2992,6,2238,342,108,2727,265,0,2922,164
24,2017,8,2815,2711,2405,4,2540,106,17,2669,42,0,2485,226
25,2017,8,2480,2480,1877,6,1997,212,73,2298,182,0,2198,282
26,2017,8,3210,3105,3085,6,2550,314,78,2968,135,2,2911,210
27,2017,8,2761,2663,2633,6,2190,260,57,2528,134,1,2487,175
28,2017,8,3226,2967,2552,6,2281,359,134,2886,70,11,2774,217
29,2017,8,3912,3466,3243,3,3330,90,14,3434,28,4,3282,180
43,2017,8,2555,2420,1974,3,2303,78,10,2391,29,0,2203,217
44,2017,8,3777,3120,2712,3,2874,157,21,3052,68,0,2994,126
45,2017,8,3726,2971,2099,3,2810,89,19,2918,53,0,2929,42
46,2017,8,5682,5893,3312,3,5188,364,118,5670,223,0,5591,302
47,2017,8,7728,7466,6954,5,5506,769,315,6948,515,3,6710,753
48,2017,8,2842,2524,2504,5,2125,174,86,2438,86,0,2466,76
49,2017,8,4799,4700,4693,3,4094,355,106,4555,143,2,4373,355
