year_of_entry,la_name,school_phase,measure,count
2017,Derbyshire,Primary,Applications Received,7803
2017,Derby,Primary,Admission Numbers,3582
2017,Derby,Primary,Applications Received,3141
2017,Dorset,Primary,Admission Numbers,4519
2017,Dorset,Primary,Applications Received,3865
2017,Poole,Primary,Admission Numbers,1770
2017,Poole,Primary,Applications Received,1489
2017,Bournemouth,Primary,Admission Numbers,2126
2017,Bournemouth,Primary,Applications Received,2069
2017,Durham,Primary,Admission Numbers,6560
2017,Durham,Primary,Applications Received,5018
2017,Darlington,Primary,Admission Numbers,1376
2017,Darlington,Primary,Applications Received,1121
2017,East Sussex,Primary,Admission Numbers,5894
2017,East Sussex,Primary,Applications Received,5419
2017,Brighton and Hove,Primary,Admission Numbers,3030
2017,Brighton and Hove,Primary,Applications Received,2502
2017,Hampshire,Primary,Admission Numbers,16417
2017,Hampshire,Primary,Applications Received,15029
2017,Portsmouth,Primary,Admission Numbers,2490
2017,Portsmouth,Primary,Applications Received,2475
2017,Southampton,Primary,Admission Numbers,3150
2017,Southampton,Primary,Applications Received,2874
2017,Leicestershire,Primary,Admission Numbers,8336
2017,Leicestershire,Primary,Applications Received,7242
2017,Leicester,Primary,Admission Numbers,4913
2017,Leicester,Primary,Applications Received,4550
2017,Rutland,Primary,Admission Numbers,482
2017,Rutland,Primary,Applications Received,381
2017,Staffordshire,Primary,Admission Numbers,10463
2017,Staffordshire,Primary,Applications Received,9039
2017,Stoke-on-Trent,Primary,Admission Numbers,3405
2017,Stoke-on-Trent,Primary,Applications Received,3389
2017,Wiltshire,Primary,Admission Numbers,6402
2017,Wiltshire,Primary,Applications Received,5273
2017,Swindon,Primary,Admission Numbers,3109
2017,Swindon,Primary,Applications Received,2754
2017,Bracknell Forest,Primary,Admission Numbers,1565
2017,Bracknell Forest,Primary,Applications Received,1432
2017,Windsor and Maidenhead,Primary,Admission Numbers,1766
2017,Windsor and Maidenhead,Primary,Applications Received,1576
2017,West Berkshire,Primary,Admission Numbers,2038
2017,West Berkshire,Primary,Applications Received,1843
2017,Reading,Primary,Admission Numbers,2110
2017,Reading,Primary,Applications Received,2165
2017,Slough,Primary,Admission Numbers,2530
2017,Slough,Primary,Applications Received,2402
2017,Wokingham,Primary,Admission Numbers,2318
2017,Wokingham,Primary,Applications Received,2066
2017,Cambridgeshire,Primary,Admission Numbers,8310
2017,Cambridgeshire,Primary,Applications Received,6964
2017,Peterborough,Primary,Admission Numbers,3251
2017,Peterborough,Primary,Applications Received,2801
2017,Halton,Primary,Admission Numbers,1654
2017,Halton,Primary,Applications Received,1460
2017,Warrington,Primary,Admission Numbers,2735
2017,Warrington,Primary,Applications Received,2494
2017,Devon,Primary,Admission Numbers,9430
2017,Devon,Primary,Applications Received,7456
2017,Plymouth,Primary,Admission Numbers,3387
2017,Plymouth,Primary,Applications Received,2927
2017,Torbay,Primary,Admission Numbers,1495
2017,Torbay,Primary,Applications Received,1380
2017,Essex,Primary,Admission Numbers,18004
2017,Essex,Primary,Applications Received,16203
2017,Southend-on-Sea,Primary,Admission Numbers,2315
2017,Southend-on-Sea,Primary,Applications Received,2085
2017,Thurrock,Primary,Admission Numbers,2524
2017,Thurrock,Primary,Applications Received,2264
2017,Herefordshire,Primary,Admission Numbers,2263
2017,Herefordshire,Primary,Applications Received,1847
2017,Worcestershire,Primary,Admission Numbers,7001
2017,Worcestershire,Primary,Applications Received,6124
2017,Kent,Primary,Admission Numbers,19562
2017,Kent,Primary,Applications Received,17330
2017,Medway,Primary,Admission Numbers,3762
2017,Medway,Primary,Applications Received,3376
2017,Lancashire,Primary,Admission Numbers,15000
2017,Lancashire,Primary,Applications Received,13446
2017,Blackburn with Darwen,Primary,Admission Numbers,2410
2017,Blackburn with Darwen,Primary,Applications Received,2047
2017,Blackpool,Primary,Admission Numbers,1798
2017,Blackpool,Primary,Applications Received,1558
2017,Nottinghamshire,Primary,Admission Numbers,10484
2017,Nottinghamshire,Primary,Applications Received,8878
2017,Nottingham,Primary,Admission Numbers,4111
2017,Nottingham,Primary,Applications Received,3706
2017,Shropshire,Primary,Admission Numbers,3317
2017,Shropshire,Primary,Applications Received,2784
2017,Telford and Wrekin,Primary,Admission Numbers,2433
2017,Telford and Wrekin,Primary,Applications Received,2142
2017,Cheshire East,Primary,Admission Numbers,4543
2017,Cheshire East,Primary,Applications Received,3792
2017,Cheshire West and Chester,Primary,Admission Numbers,4294
2017,Cheshire West and Chester,Primary,Applications Received,3539
2017,Cornwall,Primary,Admission Numbers,6780
2017,Cornwall,Primary,Applications Received,5787
2017,Cumbria,Primary,Admission Numbers,6474
2017,Cumbria,Primary,Applications Received,4555
2017,Gloucestershire,Primary,Admission Numbers,7409
2017,Gloucestershire,Primary,Applications Received,6794
2017,Hertfordshire,Primary,Admission Numbers,15392
2017,Hertfordshire,Primary,Applications Received,14431
2017,Isle of Wight,Primary,Admission Numbers,1552
2017,Isle of Wight,Primary,Applications Received,1245
2017,Lincolnshire,Primary,Admission Numbers,8990
2017,Lincolnshire,Primary,Applications Received,7504
2017,Norfolk,Primary,Admission Numbers,10427
2017,Norfolk,Primary,Applications Received,9310
2017,Northamptonshire,Primary,Admission Numbers,10594
2017,Northamptonshire,Primary,Applications Received,8939
2017,Northumberland,Primary,Admission Numbers,4046
2017,Northumberland,Primary,Applications Received,3000
2017,Oxfordshire,Primary,Admission Numbers,8721
2017,Oxfordshire,Primary,Applications Received,7101
2017,Somerset,Primary,Admission Numbers,6302
2017,Somerset,Primary,Applications Received,5609
2017,Suffolk,Primary,Admission Numbers,9036
2017,Suffolk,Primary,Applications Received,7361
2017,Surrey,Primary,Admission Numbers,13781
2017,Surrey,Primary,Applications Received,13115
2017,Warwickshire,Primary,Admission Numbers,7022
2017,Warwickshire,Primary,Applications Received,6265
2017,West Sussex,Primary,Admission Numbers,10162
2017,West Sussex,Primary,Applications Received,9099
2017,City of London,Secondary,Admission Numbers,0
2017,City of London,Secondary,Applications Received,17
2017,Camden,Secondary,Admission Numbers,1722
2017,Camden,Secondary,Applications Received,1497
2017,Greenwich,Secondary,Admission Numbers,2739
2017,Greenwich,Secondary,Applications Received,3105
2017,Hackney,Secondary,Admission Numbers,2493
2017,Hackney,Secondary,Applications Received,2540
2017,Hammersmith and Fulham,Secondary,Admission Numbers,1532
2017,Hammersmith and Fulham,Secondary,Applications Received,1270
2017,Islington,Secondary,Admission Numbers,1677
2017,Islington,Secondary,Applications Received,1681
2017,Kensington and Chelsea,Secondary,Admission Numbers,950
2017,Kensington and Chelsea,Secondary,Applications Received,688
2017,Lambeth,Secondary,Admission Numbers,2639
2017,Lambeth,Secondary,Applications Received,2639
2017,Lewisham,Secondary,Admission Numbers,2520
2017,Lewisham,Secondary,Applications Received,3122
2017,Southwark,Secondary,Admission Numbers,3181
2017,Southwark,Secondary,Applications Received,2789
2017,Tower Hamlets,Secondary,Admission Numbers,3130
2017,Tower Hamlets,Secondary,Applications Received,3073
2017,Wandsworth,Secondary,Admission Numbers,2222
2017,Wandsworth,Secondary,Applications Received,2166
2017,Westminster,Secondary,Admission Numbers,1614
2017,Westminster,Secondary,Applications Received,1151
2017,Barking and Dagenham,Secondary,Admission Numbers,3330
2017,Barking and Dagenham,Secondary,Applications Received,3077
2017,Barnet,Secondary,Admission Numbers,4450
2017,Barnet,Secondary,Applications Received,3957
2017,Bexley,Secondary,Admission Numbers,3392
2017,Bexley,Secondary,Applications Received,2788
2017,Brent,Secondary,Admission Numbers,3368
2017,Brent,Secondary,Applications Received,3489
2017,Bromley,Secondary,Admission Numbers,3879
2017,Bromley,Secondary,Applications Received,3567
2017,Croydon,Secondary,Admission Numbers,4232
2017,Croydon,Secondary,Applications Received,4307
2017,Ealing,Secondary,Admission Numbers,3412
2017,Ealing,Secondary,Applications Received,3820
2017,Enfield,Secondary,Admission Numbers,4211
2017,Enfield,Secondary,Applications Received,4312
2017,Haringey,Secondary,Admission Numbers,2628
2017,Haringey,Secondary,Applications Received,2589
2017,Harrow,Secondary,Admission Numbers,2684
2017,Harrow,Secondary,Applications Received,2752
2017,Havering,Secondary,Admission Numbers,3282
2017,Havering,Secondary,Applications Received,2823
2017,Hillingdon,Secondary,Admission Numbers,3565
2017,Hillingdon,Secondary,Applications Received,3416
2017,Hounslow,Secondary,Admission Numbers,2987
2017,Hounslow,Secondary,Applications Received,3089
2017,Kingston upon Thames,Secondary,Admission Numbers,1918
2017,Kingston upon Thames,Secondary,Applications Received,1626
2017,Merton,Secondary,Admission Numbers,1704
2017,Merton,Secondary,Applications Received,2038
2017,Newham,Secondary,Admission Numbers,4746
2017,Newham,Secondary,Applications Received,4143
2017,Redbridge,Secondary,Admission Numbers,3957
2017,Redbridge,Secondary,Applications Received,3721
2017,Richmond upon Thames,Secondary,Admission Numbers,1972
2017,Richmond upon Thames,Secondary,Applications Received,1870
2017,Sutton,Secondary,Admission Numbers,3215
2017,Sutton,Secondary,Applications Received,2348
2017,Waltham Forest,Secondary,Admission Numbers,3084
2017,Waltham Forest,Secondary,Applications Received,2940
2017,Birmingham,Secondary,Admission Numbers,14120
2017,Birmingham,Secondary,Applications Received,14908
2017,Coventry,Secondary,Admission Numbers,4115
2017,Coventry,Secondary,Applications Received,3824
2017,Dudley,Secondary,Admission Numbers,3666
2017,Dudley,Secondary,Applications Received,3424
2017,Sandwell,Secondary,Admission Numbers,4331
2017,Sandwell,Secondary,Applications Received,4212
2017,Solihull,Secondary,Admission Numbers,3298
2017,Solihull,Secondary,Applications Received,2504
2017,Walsall,Secondary,Admission Numbers,3719
2017,Walsall,Secondary,Applications Received,3334
2017,Wolverhampton,Secondary,Admission Numbers,3196
2017,Wolverhampton,Secondary,Applications Received,2874
2017,Knowsley,Secondary,Admission Numbers,1310
2017,Knowsley,Secondary,Applications Received,1747
2017,Liverpool,Secondary,Admission Numbers,5251
2017,Liverpool,Secondary,Applications Received,4539
2017,St. Helens,Secondary,Admission Numbers,2102
2017,St. Helens,Secondary,Applications Received,1970
2017,Sefton,Secondary,Admission Numbers,3425
2017,Sefton,Secondary,Applications Received,2700
2017,Wirral,Secondary,Admission Numbers,4186
2017,Wirral,Secondary,Applications Received,3474
2017,Bolton,Secondary,Admission Numbers,3820
2017,Bolton,Secondary,Applications Received,3578
2017,Bury,Secondary,Admission Numbers,2330
2017,Bury,Secondary,Applications Received,2211
2017,Manchester,Secondary,Admission Numbers,6113
2017,Manchester,Secondary,Applications Received,6346
2017,Oldham,Secondary,Admission Numbers,3478
2017,Oldham,Secondary,Applications Received,2992
2017,Rochdale,Secondary,Admission Numbers,2815
2017,Rochdale,Secondary,Applications Received,2711
2017,Salford,Secondary,Admission Numbers,2480
2017,Salford,Secondary,Applications Received,2480
2017,Stockport,Secondary,Admission Numbers,3210
2017,Stockport,Secondary,Applications Received,3105
2017,Tameside,Secondary,Admission Numbers,2761
2017,Tameside,Secondary,Applications Received,2663
2017,Trafford,Secondary,Admission Numbers,3226
2017,Trafford,Secondary,Applications Received,2967
2017,Wigan,Secondary,Admission Numbers,3912
2017,Wigan,Secondary,Applications Received,3466
2017,Barnsley,Secondary,Admission Numbers,2555
2017,Barnsley,Secondary,Applications Received,2420
2017,Doncaster,Secondary,Admission Numbers,3777
2017,Doncaster,Secondary,Applications Received,3120
2017,Rotherham,Secondary,Admission Numbers,3726
2017,Rotherham,Secondary,Applications Received,2971
2017,Sheffield,Secondary,Admission Numbers,5682
2017,Sheffield,Secondary,Applications Received,5893
2017,Bradford,Secondary,Admission Numbers,7728
2017,Bradford,Secondary,Applications Received,7466
2017,Calderdale,Secondary,Admission Numbers,2842
2017,Calderdale,Secondary,Applications Received,2524
2017,Kirklees,Secondary,Admission Numbers,4799
2017,Kirklees,Secondary,Applications Received,4700
2017,Leeds,Secondary,Admission Numbers,8991
2017,Leeds,Secondary,Applications Received,8321
2017,Wakefield,Secondary,Admission Numbers,4206
2017,Wakefield,Secondary,Applications Received,3448
2017,Gateshead,Secondary,Admission Numbers,2299
2017,Gateshead,Secondary,Applications Received,1886
2017,Newcastle upon Tyne,Secondary,Admission Numbers,2399
2017,Newcastle upon Tyne,Secondary,Applications Received,2079
2017,North Tyneside,Secondary,Admission Numbers,1795
2017,North Tyneside,Secondary,Applications Received,1701
2017,South Tyneside,Secondary,Admission Numbers,1843
2017,South Tyneside,Secondary,Applications Received,1412
2017,Sunderland,Secondary,Admission Numbers,3215
2017,Sunderland,Secondary,Applications Received,2741
2017,Bath and North East Somerset,Secondary,Admission Numbers,2385
2017,Bath and North East Somerset,Secondary,Applications Received,1696
2017,"Bristol, City of",Secondary,Admission Numbers,4185
2017,"Bristol, City of",Secondary,Applications Received,4239
2017,North Somerset,Secondary,Admission Numbers,2425
2017,North Somerset,Secondary,Applications Received,2160
2017,South Gloucestershire,Secondary,Admission Numbers,3017
2017,South Gloucestershire,Secondary,Applications Received,2824
2017,Hartlepool,Secondary,Admission Numbers,1193
2017,Hartlepool,Secondary,Applications Received,1140
2017,Middlesbrough,Secondary,Admission Numbers,1627
2017,Middlesbrough,Secondary,Applications Received,1745
2017,Redcar and Cleveland,Secondary,Admission Numbers,2009
2017,Redcar and Cleveland,Secondary,Applications Received,1479
2017,Stockton-on-Tees,Secondary,Admission Numbers,2391
2017,Stockton-on-Tees,Secondary,Applications Received,2200
2017,"Kingston Upon Hull, City of",Secondary,Admission Numbers,2910
2017,"Kingston Upon Hull, City of",Secondary,Applications Received,2981
2017,East Riding of Yorkshire,Secondary,Admission Numbers,4097
2017,East Riding of Yorkshire,Secondary,Applications Received,3137
2017,North East Lincolnshire,Secondary,Admission Numbers,2003
2017,North East Lincolnshire,Secondary,Applications Received,1693
2017,North Lincolnshire,Secondary,Admission Numbers,2229
2017,North Lincolnshire,Secondary,Applications Received,1901
2017,North Yorkshire,Secondary,Admission Numbers,7651
2017,North Yorkshire,Secondary,Applications Received,5759
2017,York,Secondary,Admission Numbers,1887
2017,York,Secondary,Applications Received,1857
2017,Luton,Secondary,Admission Numbers,3007
2017,Luton,Secondary,Applications Received,2959
2017,Bedford,Secondary,Admission Numbers,1296
2017,Bedford,Secondary,Applications Received,974
2017,Central Bedfordshire,Secondary,Admission Numbers,2343
2017,Central Bedfordshire,Secondary,Applications Received,1876
2017,Buckinghamshire,Secondary,Admission Numbers,6464
2017,Buckinghamshire,Secondary,Applications Received,5756
2017,Milton Keynes,Secondary,Admission Numbers,3390
2017,Milton Keynes,Secondary,Applications Received,3346
2017,Derbyshire,Secondary,Admission Numbers,8808
2017,Derbyshire,Secondary,Applications Received,7599
2017,Derby,Secondary,Admission Numbers,3223
2017,Derby,Secondary,Applications Received,2912
2017,Dorset,Secondary,Admission Numbers,3376
2017,Dorset,Secondary,Applications Received,2716
2017,Poole,Secondary,Admission Numbers,1349
2017,Poole,Secondary,Applications Received,1285
2017,Bournemouth,Secondary,Admission Numbers,1965
2017,Bournemouth,Secondary,Applications Received,1614
2017,Durham,Secondary,Admission Numbers,5995
2017,Durham,Secondary,Applications Received,4842
2017,Darlington,Secondary,Admission Numbers,1265
2017,Darlington,Secondary,Applications Received,1122
2017,East Sussex,Secondary,Admission Numbers,5596
2017,East Sussex,Secondary,Applications Received,5027
2017,Brighton and Hove,Secondary,Admission Numbers,2565
2017,Brighton and Hove,Secondary,Applications Received,2343
2017,Hampshire,Secondary,Admission Numbers,15274
2017,Hampshire,Secondary,Applications Received,13426
2017,Portsmouth,Secondary,Admission Numbers,2125
2017,Portsmouth,Secondary,Applications Received,1932
2017,Southampton,Secondary,Admission Numbers,2496
2017,Southampton,Secondary,Applications Received,2234
2017,Leicestershire,Secondary,Admission Numbers,7504
2017,Leicestershire,Secondary,Applications Received,6559
2017,Leicester,Secondary,Admission Numbers,3754
2017,Leicester,Secondary,Applications Received,4160
2017,Rutland,Secondary,Admission Numbers,570
2017,Rutland,Secondary,Applications Received,350
2017,Staffordshire,Secondary,Admission Numbers,8553
2017,Staffordshire,Secondary,Applications Received,7251
2017,Stoke-on-Trent,Secondary,Admission Numbers,2842
2017,Stoke-on-Trent,Secondary,Applications Received,2843
2017,Wiltshire,Secondary,Admission Numbers,5820
2017,Wiltshire,Secondary,Applications Received,4610
2017,Swindon,Secondary,Admission Numbers,2514
2017,Swindon,Secondary,Applications Received,2361
2017,Bracknell Forest,Secondary,Admission Numbers,1347
2017,Bracknell Forest,Secondary,Applications Received,1250
2017,Windsor and Maidenhead,Secondary,Admission Numbers,1414
2017,Windsor and Maidenhead,Secondary,Applications Received,1236
2017,West Berkshire,Secondary,Admission Numbers,2123
2017,West Berkshire,Secondary,Applications Received,1655
2017,Reading,Secondary,Admission Numbers,1584
2017,Reading,Secondary,Applications Received,1765
2017,Slough,Secondary,Admission Numbers,2415
2017,Slough,Secondary,Applications Received,2163
2017,Wokingham,Secondary,Admission Numbers,2132
2017,Wokingham,Secondary,Applications Received,1942
2017,Cambridgeshire,Secondary,Admission Numbers,6577
2017,Cambridgeshire,Secondary,Applications Received,5923
2017,Peterborough,Secondary,Admission Numbers,2844
2017,Peterborough,Secondary,Applications Received,2347
2017,Halton,Secondary,Admission Numbers,1749
2017,Halton,Secondary,Applications Received,1500
2017,Warrington,Secondary,Admission Numbers,2567
2017,Warrington,Secondary,Applications Received,2321
2017,Devon,Secondary,Admission Numbers,8137
2017,Devon,Secondary,Applications Received,7332
2017,Plymouth,Secondary,Admission Numbers,2970
2017,Plymouth,Secondary,Applications Received,2606
2017,Torbay,Secondary,Admission Numbers,1651
2017,Torbay,Secondary,Applications Received,1205
2017,Essex,Secondary,Admission Numbers,16541
2017,Essex,Secondary,Applications Received,15333
2017,Southend-on-Sea,Secondary,Admission Numbers,2301
2017,Southend-on-Sea,Secondary,Applications Received,1920
2017,Thurrock,Secondary,Admission Numbers,1981
2017,Thurrock,Secondary,Applications Received,2161
2017,Herefordshire,Secondary,Admission Numbers,1866
2017,Herefordshire,Secondary,Applications Received,1670
2017,Worcestershire,Secondary,Admission Numbers,3891
2017,Worcestershire,Secondary,Applications Received,3326
2017,Kent,Secondary,Admission Numbers,18245
2017,Kent,Secondary,Applications Received,16698
2017,Medway,Secondary,Admission Numbers,3462
2017,Medway,Secondary,Applications Received,3170
2017,Lancashire,Secondary,Admission Numbers,15000
2017,Lancashire,Secondary,Applications Received,12843
2017,Blackburn with Darwen,Secondary,Admission Numbers,2137
2017,Blackburn with Darwen,Secondary,Applications Received,1945
2017,Blackpool,Secondary,Admission Numbers,1385
2017,Blackpool,Secondary,Applications Received,1414
2017,Nottinghamshire,Secondary,Admission Numbers,9517
2017,Nottinghamshire,Secondary,Applications Received,8374
2017,Nottingham,Secondary,Admission Numbers,3070
2017,Nottingham,Secondary,Applications Received,3256
2017,Shropshire,Secondary,Admission Numbers,3302
2017,Shropshire,Secondary,Applications Received,2657
2017,Telford and Wrekin,Secondary,Admission Numbers,2079
2017,Telford and Wrekin,Secondary,Applications Received,1984
2017,Cheshire East,Secondary,Admission Numbers,4334
2017,Cheshire East,Secondary,Applications Received,3847
2017,Cheshire West and Chester,Secondary,Admission Numbers,4062
2017,Cheshire West and Chester,Secondary,Applications Received,3424
2017,Cornwall,Secondary,Admission Numbers,6345
2017,Cornwall,Secondary,Applications Received,5393
2017,Cumbria,Secondary,Admission Numbers,6274
2017,Cumbria,Secondary,Applications Received,4780
2017,Gloucestershire,Secondary,Admission Numbers,7285
2017,Gloucestershire,Secondary,Applications Received,6266
2017,Hertfordshire,Secondary,Admission Numbers,14928
2017,Hertfordshire,Secondary,Applications Received,13040
2017,Isle of Wight,Secondary,Admission Numbers,1583
2017,Isle of Wight,Secondary,Applications Received,1196
2017,Lincolnshire,Secondary,Admission Numbers,9000
2017,Lincolnshire,Secondary,Applications Received,7479
2017,Norfolk,Secondary,Admission Numbers,9842
2017,Norfolk,Secondary,Applications Received,8233
2017,Northamptonshire,Secondary,Admission Numbers,9027
2017,Northamptonshire,Secondary,Applications Received,7848
2017,Northumberland,Secondary,Admission Numbers,2250
2017,Northumberland,Secondary,Applications Received,1578
2017,Oxfordshire,Secondary,Admission Numbers,7533
2017,Oxfordshire,Secondary,Applications Received,6522
2017,Somerset,Secondary,Admission Numbers,4640
2017,Somerset,Secondary,Applications Received,4518
2017,Suffolk,Secondary,Admission Numbers,8409
2017,Suffolk,Secondary,Applications Received,6889
2017,Surrey,Secondary,Admission Numbers,11738
2017,Surrey,Secondary,Applications Received,11365
2017,Warwickshire,Secondary,Admission Numbers,6655
2017,Warwickshire,Secondary,Applications Received,5869
2017,West Sussex,Secondary,Admission Numbers,9065
2017,West Sussex,Secondary,Applications Received,8215
2016,City of London,Primary,Admission Numbers,60
2016,City of London,Primary,Applications Received,34
2016,Camden,Primary,Admission Numbers,1777
2016,Camden,Primary,Applications Received,1690
2016,Greenwich,Primary,Admission Numbers,3858
2016,Greenwich,Primary,Applications Received,3703
2016,Hackney,Primary,Admission Numbers,3185
2016,Hackney,Primary,Applications Received,2712
2016,Hammersmith and Fulham,Primary,Admission Numbers,1708
2016,Hammersmith and Fulham,Primary,Applications Received,1524
2016,Islington,Primary,Admission Numbers,2187
2016,Islington,Primary,Applications Received,2066
2016,Kensington and Chelsea,Primary,Admission Numbers,1115
2016,Kensington and Chelsea,Primary,Applications Received,835
2016,Lambeth,Primary,Admission Numbers,3620
2016,Lambeth,Primary,Applications Received,2968
2016,Lewisham,Primary,Admission Numbers,3919
2016,Lewisham,Primary,Applications Received,3838
2016,Southwark,Primary,Admission Numbers,3991
2016,Southwark,Primary,Applications Received,3332
2016,Tower Hamlets,Primary,Admission Numbers,3710
2016,Tower Hamlets,Primary,Applications Received,3440
2016,Wandsworth,Primary,Admission Numbers,3374
2016,Wandsworth,Primary,Applications Received,3233
2016,Westminster,Primary,Admission Numbers,1812
2016,Westminster,Primary,Applications Received,1313
2016,Barking and Dagenham,Primary,Admission Numbers,3988
2016,Barking and Dagenham,Primary,Applications Received,3745
2016,Barnet,Primary,Admission Numbers,4889
2016,Barnet,Primary,Applications Received,4555
2016,Bexley,Primary,Admission Numbers,3404
2016,Bexley,Primary,Applications Received,3095
2016,Brent,Primary,Admission Numbers,4069
2016,Brent,Primary,Applications Received,3916
2016,Bromley,Primary,Admission Numbers,4296
2016,Bromley,Primary,Applications Received,4036
2016,Croydon,Primary,Admission Numbers,5635
2016,Croydon,Primary,Applications Received,4979
2016,Ealing,Primary,Admission Numbers,4830
2016,Ealing,Primary,Applications Received,4370
2016,Enfield,Primary,Admission Numbers,4954
2016,Enfield,Primary,Applications Received,4510
2016,Haringey,Primary,Admission Numbers,3350
2016,Haringey,Primary,Applications Received,2836
2016,Harrow,Primary,Admission Numbers,3390
2016,Harrow,Primary,Applications Received,3174
2016,Havering,Primary,Admission Numbers,3483
2016,Havering,Primary,Applications Received,3133
2016,Hillingdon,Primary,Admission Numbers,4541
2016,Hillingdon,Primary,Applications Received,4096
2016,Hounslow,Primary,Admission Numbers,3546
2016,Hounslow,Primary,Applications Received,3635
2016,Kingston upon Thames,Primary,Admission Numbers,2037
2016,Kingston upon Thames,Primary,Applications Received,1990
2016,Merton,Primary,Admission Numbers,2790
2016,Merton,Primary,Applications Received,2728
2016,Newham,Primary,Admission Numbers,5355
2016,Newham,Primary,Applications Received,4773
2016,Redbridge,Primary,Admission Numbers,4489
2016,Redbridge,Primary,Applications Received,4147
2016,Richmond upon Thames,Primary,Admission Numbers,2648
2016,Richmond upon Thames,Primary,Applications Received,2393
2016,Sutton,Primary,Admission Numbers,2632
2016,Sutton,Primary,Applications Received,2711
2016,Waltham Forest,Primary,Admission Numbers,3960
2016,Waltham Forest,Primary,Applications Received,3580
2016,Birmingham,Primary,Admission Numbers,16457
2016,Birmingham,Primary,Applications Received,16000
2016,Coventry,Primary,Admission Numbers,4915
2016,Coventry,Primary,Applications Received,4479
2016,Dudley,Primary,Admission Numbers,4109
2016,Dudley,Primary,Applications Received,3862
2016,Sandwell,Primary,Admission Numbers,5010
2016,Sandwell,Primary,Applications Received,4525
2016,Solihull,Primary,Admission Numbers,2833
2016,Solihull,Primary,Applications Received,2662
2016,Walsall,Primary,Admission Numbers,3847
2016,Walsall,Primary,Applications Received,3456
2016,Wolverhampton,Primary,Admission Numbers,3655
2016,Wolverhampton,Primary,Applications Received,3515
2016,Knowsley,Primary,Admission Numbers,1990
2016,Knowsley,Primary,Applications Received,1855
2016,Liverpool,Primary,Admission Numbers,5726
2016,Liverpool,Primary,Applications Received,5358
2016,St. Helens,Primary,Admission Numbers,2275
2016,St. Helens,Primary,Applications Received,2077
2016,Sefton,Primary,Admission Numbers,3215
2016,Sefton,Primary,Applications Received,2835
2016,Wirral,Primary,Admission Numbers,4005
2016,Wirral,Primary,Applications Received,3872
2016,Bolton,Primary,Admission Numbers,4350
2016,Bolton,Primary,Applications Received,3789
2016,Bury,Primary,Admission Numbers,2338
2016,Bury,Primary,Applications Received,2336
2016,Manchester,Primary,Admission Numbers,7500
2016,Manchester,Primary,Applications Received,6932
2016,Oldham,Primary,Admission Numbers,3725
2016,Oldham,Primary,Applications Received,3023
2016,Rochdale,Primary,Admission Numbers,3192
2016,Rochdale,Primary,Applications Received,2980
2016,Salford,Primary,Admission Numbers,3414
2016,Salford,Primary,Applications Received,3045
2016,Stockport,Primary,Admission Numbers,5377
2016,Stockport,Primary,Applications Received,3452
2016,Tameside,Primary,Admission Numbers,3190
2016,Tameside,Primary,Applications Received,2873
2016,Trafford,Primary,Admission Numbers,3045
2016,Trafford,Primary,Applications Received,2995
2016,Wigan,Primary,Admission Numbers,3967
2016,Wigan,Primary,Applications Received,3718
2016,Barnsley,Primary,Admission Numbers,3089
2016,Barnsley,Primary,Applications Received,2790
2016,Doncaster,Primary,Admission Numbers,4274
2016,Doncaster,Primary,Applications Received,3237
2016,Rotherham,Primary,Admission Numbers,3689
2016,Rotherham,Primary,Applications Received,3238
2016,Sheffield,Primary,Admission Numbers,6778
2016,Sheffield,Primary,Applications Received,6392
2016,Bradford,Primary,Admission Numbers,8322
2016,Bradford,Primary,Applications Received,7724
2016,Calderdale,Primary,Admission Numbers,2983
2016,Calderdale,Primary,Applications Received,2566
2016,Kirklees,Primary,Admission Numbers,5909
2016,Kirklees,Primary,Applications Received,5316
2016,Leeds,Primary,Admission Numbers,10549
2016,Leeds,Primary,Applications Received,9956
2016,Wakefield,Primary,Admission Numbers,4376
2016,Wakefield,Primary,Applications Received,3773
2016,Gateshead,Primary,Admission Numbers,2499
2016,Gateshead,Primary,Applications Received,2077
2016,Newcastle upon Tyne,Primary,Admission Numbers,3398
2016,Newcastle upon Tyne,Primary,Applications Received,3115
2016,North Tyneside,Primary,Admission Numbers,2540
2016,North Tyneside,Primary,Applications Received,2182
2016,South Tyneside,Primary,Admission Numbers,1786
2016,South Tyneside,Primary,Applications Received,1619
2016,Sunderland,Primary,Admission Numbers,3404
2016,Sunderland,Primary,Applications Received,2956
2016,Bath and North East Somerset,Primary,Admission Numbers,2168
2016,Bath and North East Somerset,Primary,Applications Received,1802
2016,"Bristol, City of",Primary,Admission Numbers,5928
2016,"Bristol, City of",Primary,Applications Received,5565
2016,North Somerset,Primary,Admission Numbers,2639
2016,North Somerset,Primary,Applications Received,2404
2016,South Gloucestershire,Primary,Admission Numbers,3751
2016,South Gloucestershire,Primary,Applications Received,3223
2016,Hartlepool,Primary,Admission Numbers,1264
2016,Hartlepool,Primary,Applications Received,1160
2016,Middlesbrough,Primary,Admission Numbers,2039
2016,Middlesbrough,Primary,Applications Received,1965
2016,Redcar and Cleveland,Primary,Admission Numbers,1949
2016,Redcar and Cleveland,Primary,Applications Received,1647
2016,Stockton-on-Tees,Primary,Admission Numbers,2774
2016,Stockton-on-Tees,Primary,Applications Received,2446
2016,"Kingston Upon Hull, City of",Primary,Admission Numbers,3650
2016,"Kingston Upon Hull, City of",Primary,Applications Received,3666
