year_of_entry,la_name,school_phase,measure,count
2019,Doncaster,Primary,Admission Numbers,4275
2019,Doncaster,Primary,Applications Received,3154
2019,Rotherham,Primary,Admission Numbers,3722
2019,Rotherham,Primary,Applications Received,2831
2019,Sheffield,Primary,Admission Numbers,6897
2019,Sheffield,Primary,Applications Received,6125
2019,Bradford,Primary,Admission Numbers,8371
2019,Bradford,Primary,Applications Received,7494
2019,Calderdale,Primary,Admission Numbers,3010
2019,Calderdale,Primary,Applications Received,2281
2019,Kirklees,Primary,Admission Numbers,5948
2019,Kirklees,Primary,Applications Received,5157
2019,Leeds,Primary,Admission Numbers,10677
2019,Leeds,Primary,Applications Received,9496
2019,Wakefield,Primary,Admission Numbers,4565
2019,Wakefield,Primary,Applications Received,3847
2019,Gateshead,Primary,Admission Numbers,2515
2019,Gateshead,Primary,Applications Received,2061
2019,Newcastle upon Tyne,Primary,Admission Numbers,3498
2019,Newcastle upon Tyne,Primary,Applications Received,2962
2019,North Tyneside,Primary,Admission Numbers,2575
2019,North Tyneside,Primary,Applications Received,2222
2019,South Tyneside,Primary,Admission Numbers,1822
2019,South Tyneside,Primary,Applications Received,1554
2019,Sunderland,Primary,Admission Numbers,3451
2019,Sunderland,Primary,Applications Received,2883
2019,Bath and North East Somerset,Primary,Admission Numbers,2262
2019,Bath and North East Somerset,Primary,Applications Received,1784
2019,"Bristol, City of",Primary,Admission Numbers,5918
2019,"Bristol, City of",Primary,Applications Received,5213
2019,North Somerset,Primary,Admission Numbers,2672
2019,North Somerset,Primary,Applications Received,2303
2019,South Gloucestershire,Primary,Admission Numbers,3780
2019,South Gloucestershire,Primary,Applications Received,3176
2019,Hartlepool,Primary,Admission Numbers,1346
2019,Hartlepool,Primary,Applications Received,1049
2019,Middlesbrough,Primary,Admission Numbers,2051
2019,Middlesbrough,Primary,Applications Received,1862
2019,Redcar and Cleveland,Primary,Admission Numbers,1823
2019,Redcar and Cleveland,Primary,Applications Received,1418
2019,Stockton-on-Tees,Primary,Admission Numbers,2831
2019,Stockton-on-Tees,Primary,Applications Received,2282
2019,"Kingston Upon Hull, City of",Primary,Admission Numbers,3690
2019,"Kingston Upon Hull, City of",Primary,Applications Received,3238
2019,East Riding of Yorkshire,Primary,Admission Numbers,4073
2019,East Riding of Yorkshire,Primary,Applications Received,3081
2019,North East Lincolnshire,Primary,Admission Numbers,2178
2019,North East Lincolnshire,Primary,Applications Received,1779
2019,North Lincolnshire,Primary,Admission Numbers,2151
2019,North Lincolnshire,Primary,Applications Received,1828
2019,North Yorkshire,Primary,Admission Numbers,7293
2019,North Yorkshire,Primary,Applications Received,5645
2019,York,Primary,Admission Numbers,2138
2019,York,Primary,Applications Received,1835
2019,Luton,Primary,Admission Numbers,3552
2019,Luton,Primary,Applications Received,3033
2019,Bedford,Primary,Admission Numbers,2662
2019,Bedford,Primary,Applications Received,2046
2019,Central Bedfordshire,Primary,Admission Numbers,4208
2019,Central Bedfordshire,Primary,Applications Received,3459
2019,Buckinghamshire,Primary,Admission Numbers,6820
2019,Buckinghamshire,Primary,Applications Received,5938
2019,Milton Keynes,Primary,Admission Numbers,4212
2019,Milton Keynes,Primary,Applications Received,3646
2019,Derbyshire,Primary,Admission Numbers,9750
2019,Derbyshire,Primary,Applications Received,7705
2019,Derby,Primary,Admission Numbers,3687
2019,Derby,Primary,Applications Received,3073
2019,Dorset,Primary,Admission Numbers,4781
2019,Dorset,Primary,Applications Received,3544
2019,Poole,Primary,Admission Numbers,1710
2019,Poole,Primary,Applications Received,1534
2019,Bournemouth,Primary,Admission Numbers,2040
2019,Bournemouth,Primary,Applications Received,1944
2019,Durham,Primary,Admission Numbers,6708
2019,Durham,Primary,Applications Received,4997
2019,Darlington,Primary,Admission Numbers,1382
2019,Darlington,Primary,Applications Received,1174
2019,East Sussex,Primary,Admission Numbers,5916
2019,East Sussex,Primary,Applications Received,5219
2019,Brighton and Hove,Primary,Admission Numbers,2940
2019,Brighton and Hove,Primary,Applications Received,2417
2019,Hampshire,Primary,Admission Numbers,16513
2019,Hampshire,Primary,Applications Received,14558
2019,Portsmouth,Primary,Admission Numbers,2495
2019,Portsmouth,Primary,Applications Received,2389
2019,Southampton,Primary,Admission Numbers,3105
2019,Southampton,Primary,Applications Received,2903
2019,Leicestershire,Primary,Admission Numbers,8650
2019,Leicestershire,Primary,Applications Received,7576
2019,Leicester,Primary,Admission Numbers,4913
2019,Leicester,Primary,Applications Received,4619
2019,Rutland,Primary,Admission Numbers,492
2019,Rutland,Primary,Applications Received,360
2019,Staffordshire,Primary,Admission Numbers,10678
2019,Staffordshire,Primary,Applications Received,8692
2019,Stoke-on-Trent,Primary,Admission Numbers,3420
2019,Stoke-on-Trent,Primary,Applications Received,3242
2019,Wiltshire,Primary,Admission Numbers,6632
2019,Wiltshire,Primary,Applications Received,5130
2019,Swindon,Primary,Admission Numbers,3200
2019,Swindon,Primary,Applications Received,2750
2019,Bracknell Forest,Primary,Admission Numbers,1615
2019,Bracknell Forest,Primary,Applications Received,1395
2019,Windsor and Maidenhead,Primary,Admission Numbers,1759
2019,Windsor and Maidenhead,Primary,Applications Received,1526
2019,West Berkshire,Primary,Admission Numbers,2038
2019,West Berkshire,Primary,Applications Received,1729
2019,Reading,Primary,Admission Numbers,2170
2019,Reading,Primary,Applications Received,1868
2019,Slough,Primary,Admission Numbers,2508
2019,Slough,Primary,Applications Received,2225
2019,Wokingham,Primary,Admission Numbers,2379
2019,Wokingham,Primary,Applications Received,1959
2019,Cambridgeshire,Primary,Admission Numbers,8235
2019,Cambridgeshire,Primary,Applications Received,6819
2019,Peterborough,Primary,Admission Numbers,3331
2019,Peterborough,Primary,Applications Received,2870
2019,Halton,Primary,Admission Numbers,1689
2019,Halton,Primary,Applications Received,1496
2019,Warrington,Primary,Admission Numbers,2720
2019,Warrington,Primary,Applications Received,2497
2019,Devon,Primary,Admission Numbers,9467
2019,Devon,Primary,Applications Received,7297
2019,Plymouth,Primary,Admission Numbers,3367
2019,Plymouth,Primary,Applications Received,2832
2019,Torbay,Primary,Admission Numbers,1492
2019,Torbay,Primary,Applications Received,1296
2019,Essex,Primary,Admission Numbers,19188
2019,Essex,Primary,Applications Received,16098
2019,Southend-on-Sea,Primary,Admission Numbers,2255
2019,Southend-on-Sea,Primary,Applications Received,2067
2019,Thurrock,Primary,Admission Numbers,2532
2019,Thurrock,Primary,Applications Received,2427
2019,Herefordshire,Primary,Admission Numbers,2297
2019,Herefordshire,Primary,Applications Received,1696
2019,Worcestershire,Primary,Admission Numbers,7045
2019,Worcestershire,Primary,Applications Received,6256
2019,Kent,Primary,Admission Numbers,19713
2019,Kent,Primary,Applications Received,17284
2019,Medway,Primary,Admission Numbers,3850
2019,Medway,Primary,Applications Received,3388
2019,Lancashire,Primary,Admission Numbers,15690
2019,Lancashire,Primary,Applications Received,13262
2019,Blackburn with Darwen,Primary,Admission Numbers,2350
2019,Blackburn with Darwen,Primary,Applications Received,2027
2019,Blackpool,Primary,Admission Numbers,1858
2019,Blackpool,Primary,Applications Received,1589
2019,Nottinghamshire,Primary,Admission Numbers,10576
2019,Nottinghamshire,Primary,Applications Received,8794
2019,Nottingham,Primary,Admission Numbers,4132
2019,Nottingham,Primary,Applications Received,3639
2019,Shropshire,Primary,Admission Numbers,3318
2019,Shropshire,Primary,Applications Received,2757
2019,Telford and Wrekin,Primary,Admission Numbers,2458
2019,Telford and Wrekin,Primary,Applications Received,2006
2019,Cheshire East,Primary,Admission Numbers,4665
2019,Cheshire East,Primary,Applications Received,3888
2019,Cheshire West and Chester,Primary,Admission Numbers,4448
2019,Cheshire West and Chester,Primary,Applications Received,3555
2019,Cornwall,Primary,Admission Numbers,6707
2019,Cornwall,Primary,Applications Received,5513
2019,Cumbria,Primary,Admission Numbers,6303
2019,Cumbria,Primary,Applications Received,4566
2019,Gloucestershire,Primary,Admission Numbers,8002
2019,Gloucestershire,Primary,Applications Received,6536
2019,Hertfordshire,Primary,Admission Numbers,15428
2019,Hertfordshire,Primary,Applications Received,14171
2019,Isle of Wight,Primary,Admission Numbers,1486
2019,Isle of Wight,Primary,Applications Received,1278
2019,Lincolnshire,Primary,Admission Numbers,9149
2019,Lincolnshire,Primary,Applications Received,7490
2019,Norfolk,Primary,Admission Numbers,10542
2019,Norfolk,Primary,Applications Received,8992
2019,Northamptonshire,Primary,Admission Numbers,10725
2019,Northamptonshire,Primary,Applications Received,8750
2019,Northumberland,Primary,Admission Numbers,3987
2019,Northumberland,Primary,Applications Received,2686
2019,Oxfordshire,Primary,Admission Numbers,8850
2019,Oxfordshire,Primary,Applications Received,7112
2019,Somerset,Primary,Admission Numbers,6395
2019,Somerset,Primary,Applications Received,5658
2019,Suffolk,Primary,Admission Numbers,9098
2019,Suffolk,Primary,Applications Received,7376
2019,Surrey,Primary,Admission Numbers,13533
2019,Surrey,Primary,Applications Received,12722
2019,Warwickshire,Primary,Admission Numbers,7160
2019,Warwickshire,Primary,Applications Received,5883
2019,West Sussex,Primary,Admission Numbers,10094
2019,West Sussex,Primary,Applications Received,9057
2019,City of London,Secondary,Admission Numbers,0
2019,City of London,Secondary,Applications Received,24
2019,Camden,Secondary,Admission Numbers,1692
2019,Camden,Secondary,Applications Received,1512
2019,Greenwich,Secondary,Admission Numbers,3118
2019,Greenwich,Secondary,Applications Received,3308
2019,Hackney,Secondary,Admission Numbers,2558
2019,Hackney,Secondary,Applications Received,2466
2019,Hammersmith and Fulham,Secondary,Admission Numbers,1573
2019,Hammersmith and Fulham,Secondary,Applications Received,1319
2019,Islington,Secondary,Admission Numbers,1795
2019,Islington,Secondary,Applications Received,1798
2019,Kensington and Chelsea,Secondary,Admission Numbers,1044
2019,Kensington and Chelsea,Secondary,Applications Received,753
2019,Lambeth,Secondary,Admission Numbers,2643
2019,Lambeth,Secondary,Applications Received,2748
2019,Lewisham,Secondary,Admission Numbers,2444
2019,Lewisham,Secondary,Applications Received,3299
2019,Southwark,Secondary,Admission Numbers,3219
2019,Southwark,Secondary,Applications Received,3036
2019,Tower Hamlets,Secondary,Admission Numbers,3165
2019,Tower Hamlets,Secondary,Applications Received,3142
2019,Wandsworth,Secondary,Admission Numbers,2252
2019,Wandsworth,Secondary,Applications Received,2363
2019,Westminster,Secondary,Admission Numbers,1826
2019,Westminster,Secondary,Applications Received,1140
2019,Barking and Dagenham,Secondary,Admission Numbers,3450
2019,Barking and Dagenham,Secondary,Applications Received,3430
2019,Barnet,Secondary,Admission Numbers,4754
2019,Barnet,Secondary,Applications Received,4300
2019,Bexley,Secondary,Admission Numbers,3549
2019,Bexley,Secondary,Applications Received,3178
2019,Brent,Secondary,Admission Numbers,3458
2019,Brent,Secondary,Applications Received,3740
2019,Bromley,Secondary,Admission Numbers,4198
2019,Bromley,Secondary,Applications Received,3768
2019,Croydon,Secondary,Admission Numbers,4250
2019,Croydon,Secondary,Applications Received,4728
2019,Ealing,Secondary,Admission Numbers,3662
2019,Ealing,Secondary,Applications Received,4199
2019,Enfield,Secondary,Admission Numbers,4189
2019,Enfield,Secondary,Applications Received,4664
2019,Haringey,Secondary,Admission Numbers,2817
2019,Haringey,Secondary,Applications Received,2728
2019,Harrow,Secondary,Admission Numbers,2706
2019,Harrow,Secondary,Applications Received,2913
2019,Havering,Secondary,Admission Numbers,3540
2019,Havering,Secondary,Applications Received,3054
2019,Hillingdon,Secondary,Admission Numbers,3656
2019,Hillingdon,Secondary,Applications Received,3701
2019,Hounslow,Secondary,Admission Numbers,3270
2019,Hounslow,Secondary,Applications Received,3371
2019,Kingston upon Thames,Secondary,Admission Numbers,1988
2019,Kingston upon Thames,Secondary,Applications Received,1896
2019,Merton,Secondary,Admission Numbers,1876
2019,Merton,Secondary,Applications Received,2275
2019,Newham,Secondary,Admission Numbers,4719
2019,Newham,Secondary,Applications Received,4465
2019,Redbridge,Secondary,Admission Numbers,4091
2019,Redbridge,Secondary,Applications Received,3930
2019,Richmond upon Thames,Secondary,Admission Numbers,2097
2019,Richmond upon Thames,Secondary,Applications Received,2153
2019,Sutton,Secondary,Admission Numbers,3512
2019,Sutton,Secondary,Applications Received,2618
2019,Waltham Forest,Secondary,Admission Numbers,3109
2019,Waltham Forest,Secondary,Applications Received,3155
2019,Birmingham,Secondary,Admission Numbers,14341
2019,Birmingham,Secondary,Applications Received,14774
2019,Coventry,Secondary,Admission Numbers,4315
2019,Coventry,Secondary,Applications Received,4307
2019,Dudley,Secondary,Admission Numbers,3735
2019,Dudley,Secondary,Applications Received,3608
2019,Sandwell,Secondary,Admission Numbers,4775
2019,Sandwell,Secondary,Applications Received,4687
2019,Solihull,Secondary,Admission Numbers,3374
2019,Solihull,Secondary,Applications Received,2481
2019,Walsall,Secondary,Admission Numbers,3726
2019,Walsall,Secondary,Applications Received,3497
2019,Wolverhampton,Secondary,Admission Numbers,3544
2019,Wolverhampton,Secondary,Applications Received,3246
2019,Knowsley,Secondary,Admission Numbers,1290
2019,Knowsley,Secondary,Applications Received,1712
2019,Liverpool,Secondary,Admission Numbers,5622
2019,Liverpool,Secondary,Applications Received,4995
2019,St. Helens,Secondary,Admission Numbers,2162
2019,St. Helens,Secondary,Applications Received,2131
2019,Sefton,Secondary,Admission Numbers,3299
2019,Sefton,Secondary,Applications Received,2812
2019,Wirral,Secondary,Admission Numbers,4139
2019,Wirral,Secondary,Applications Received,3606
2019,Bolton,Secondary,Admission Numbers,4034
2019,Bolton,Secondary,Applications Received,3788
2019,Bury,Secondary,Admission Numbers,2388
2019,Bury,Secondary,Applications Received,2353
2019,Manchester,Secondary,Admission Numbers,6673
2019,Manchester,Secondary,Applications Received,6579
2019,Oldham,Secondary,Admission Numbers,3848
2019,Oldham,Secondary,Applications Received,3193
2019,Rochdale,Secondary,Admission Numbers,2949
2019,Rochdale,Secondary,Applications Received,3007
2019,Salford,Secondary,Admission Numbers,2548
2019,Salford,Secondary,Applications Received,2601
2019,Stockport,Secondary,Admission Numbers,3350
2019,Stockport,Secondary,Applications Received,3313
2019,Tameside,Secondary,Admission Numbers,3095
2019,Tameside,Secondary,Applications Received,2797
2019,Trafford,Secondary,Admission Numbers,3301
2019,Trafford,Secondary,Applications Received,3090
2019,Wigan,Secondary,Admission Numbers,4197
2019,Wigan,Secondary,Applications Received,3696
2019,Barnsley,Secondary,Admission Numbers,2860
2019,Barnsley,Secondary,Applications Received,2538
2019,Doncaster,Secondary,Admission Numbers,3893
2019,Doncaster,Secondary,Applications Received,3530
2019,Rotherham,Secondary,Admission Numbers,3868
2019,Rotherham,Secondary,Applications Received,3240
2019,Sheffield,Secondary,Admission Numbers,6100
2019,Sheffield,Secondary,Applications Received,6293
2019,Bradford,Secondary,Admission Numbers,8095
2019,Bradford,Secondary,Applications Received,7828
2019,Calderdale,Secondary,Admission Numbers,3009
2019,Calderdale,Secondary,Applications Received,2429
2019,Kirklees,Secondary,Admission Numbers,5075
2019,Kirklees,Secondary,Applications Received,4902
2019,Leeds,Secondary,Admission Numbers,9393
2019,Leeds,Secondary,Applications Received,8858
2019,Wakefield,Secondary,Admission Numbers,4240
2019,Wakefield,Secondary,Applications Received,3684
2019,Gateshead,Secondary,Admission Numbers,2296
2019,Gateshead,Secondary,Applications Received,1946
2019,Newcastle upon Tyne,Secondary,Admission Numbers,2409
2019,Newcastle upon Tyne,Secondary,Applications Received,2319
2019,North Tyneside,Secondary,Admission Numbers,1786
2019,North Tyneside,Secondary,Applications Received,1757
2019,South Tyneside,Secondary,Admission Numbers,1708
2019,South Tyneside,Secondary,Applications Received,1529
2019,Sunderland,Secondary,Admission Numbers,3379
2019,Sunderland,Secondary,Applications Received,3035
2019,Bath and North East Somerset,Secondary,Admission Numbers,2435
2019,Bath and North East Somerset,Secondary,Applications Received,1772
2019,"Bristol, City of",Secondary,Admission Numbers,4069
2019,"Bristol, City of",Secondary,Applications Received,4618
2019,North Somerset,Secondary,Admission Numbers,2663
2019,North Somerset,Secondary,Applications Received,2353
2019,South Gloucestershire,Secondary,Admission Numbers,3035
2019,South Gloucestershire,Secondary,Applications Received,3097
2019,Hartlepool,Secondary,Admission Numbers,1230
2019,Hartlepool,Secondary,Applications Received,1129
2019,Middlesbrough,Secondary,Admission Numbers,1599
2019,Middlesbrough,Secondary,Applications Received,1854
2019,Redcar and Cleveland,Secondary,Admission Numbers,1858
2019,Redcar and Cleveland,Secondary,Applications Received,1474
2019,Stockton-on-Tees,Secondary,Admission Numbers,2533
2019,Stockton-on-Tees,Secondary,Applications Received,2323
2019,"Kingston Upon Hull, City of",Secondary,Admission Numbers,3140
2019,"Kingston Upon Hull, City of",Secondary,Applications Received,3149
2019,East Riding of Yorkshire,Secondary,Admission Numbers,4217
2019,East Riding of Yorkshire,Secondary,Applications Received,3337
2019,North East Lincolnshire,Secondary,Admission Numbers,2038
2019,North East Lincolnshire,Secondary,Applications Received,1780
2019,North Lincolnshire,Secondary,Admission Numbers,2238
2019,North Lincolnshire,Secondary,Applications Received,1934
2019,North Yorkshire,Secondary,Admission Numbers,7473
2019,North Yorkshire,Secondary,Applications Received,6027
2019,York,Secondary,Admission Numbers,1973
2019,York,Secondary,Applications Received,1949
2019,Luton,Secondary,Admission Numbers,3312
2019,Luton,Secondary,Applications Received,3212
2019,Bedford,Secondary,Admission Numbers,2054
2019,Bedford,Secondary,Applications Received,1830
2019,Central Bedfordshire,Secondary,Admission Numbers,2329
2019,Central Bedfordshire,Secondary,Applications Received,1943
2019,Buckinghamshire,Secondary,Admission Numbers,6619
2019,Buckinghamshire,Secondary,Applications Received,6329
2019,Milton Keynes,Secondary,Admission Numbers,3650
2019,Milton Keynes,Secondary,Applications Received,3667
2019,Derbyshire,Secondary,Admission Numbers,8847
2019,Derbyshire,Secondary,Applications Received,8345
2019,Derby,Secondary,Admission Numbers,3585
2019,Derby,Secondary,Applications Received,3061
2019,Dorset,Secondary,Admission Numbers,3476
2019,Dorset,Secondary,Applications Received,2953
2019,Poole,Secondary,Admission Numbers,1407
2019,Poole,Secondary,Applications Received,1429
2019,Bournemouth,Secondary,Admission Numbers,2130
2019,Bournemouth,Secondary,Applications Received,1835
2019,Durham,Secondary,Admission Numbers,6211
2019,Durham,Secondary,Applications Received,5334
2019,Darlington,Secondary,Admission Numbers,1267
2019,Darlington,Secondary,Applications Received,1125
2019,East Sussex,Secondary,Admission Numbers,5773
2019,East Sussex,Secondary,Applications Received,5197
2019,Brighton and Hove,Secondary,Admission Numbers,2735
2019,Brighton and Hove,Secondary,Applications Received,2393
2019,Hampshire,Secondary,Admission Numbers,15061
2019,Hampshire,Secondary,Applications Received,14205
2019,Portsmouth,Secondary,Admission Numbers,2151
2019,Portsmouth,Secondary,Applications Received,2172
2019,Southampton,Secondary,Admission Numbers,2537
2019,Southampton,Secondary,Applications Received,2611
2019,Leicestershire,Secondary,Admission Numbers,8397
2019,Leicestershire,Secondary,Applications Received,7352
2019,Leicester,Secondary,Admission Numbers,4246
2019,Leicester,Secondary,Applications Received,4830
2019,Rutland,Secondary,Admission Numbers,570
2019,Rutland,Secondary,Applications Received,365
2019,Staffordshire,Secondary,Admission Numbers,9073
2019,Staffordshire,Secondary,Applications Received,7869
2019,Stoke-on-Trent,Secondary,Admission Numbers,2992
2019,Stoke-on-Trent,Secondary,Applications Received,3351
2019,Wiltshire,Secondary,Admission Numbers,6114
2019,Wiltshire,Secondary,Applications Received,4981
2019,Swindon,Secondary,Admission Numbers,2808
2019,Swindon,Secondary,Applications Received,2738
2019,Bracknell Forest,Secondary,Admission Numbers,1499
2019,Bracknell Forest,Secondary,Applications Received,1436
2019,Windsor and Maidenhead,Secondary,Admission Numbers,1427
2019,Windsor and Maidenhead,Secondary,Applications Received,1278
2019,West Berkshire,Secondary,Admission Numbers,2155
2019,West Berkshire,Secondary,Applications Received,1885
2019,Reading,Secondary,Admission Numbers,1677
2019,Reading,Secondary,Applications Received,1954
2019,Slough,Secondary,Admission Numbers,2632
2019,Slough,Secondary,Applications Received,2366
2019,Wokingham,Secondary,Admission Numbers,2173
2019,Wokingham,Secondary,Applications Received,2147
2019,Cambridgeshire,Secondary,Admission Numbers,6883
2019,Cambridgeshire,Secondary,Applications Received,6550
2019,Peterborough,Secondary,Admission Numbers,2964
2019,Peterborough,Secondary,Applications Received,2659
2019,Halton,Secondary,Admission Numbers,1750
2019,Halton,Secondary,Applications Received,1596
2019,Warrington,Secondary,Admission Numbers,2645
2019,Warrington,Secondary,Applications Received,2535
2019,Devon,Secondary,Admission Numbers,8301
2019,Devon,Secondary,Applications Received,7512
2019,Plymouth,Secondary,Admission Numbers,3073
2019,Plymouth,Secondary,Applications Received,2801
2019,Torbay,Secondary,Admission Numbers,1712
2019,Torbay,Secondary,Applications Received,1426
2019,Essex,Secondary,Admission Numbers,17101
2019,Essex,Secondary,Applications Received,16097
2019,Southend-on-Sea,Secondary,Admission Numbers,2490
2019,Southend-on-Sea,Secondary,Applications Received,2117
2019,Thurrock,Secondary,Admission Numbers,2322
2019,Thurrock,Secondary,Applications Received,2399
2019,Herefordshire,Secondary,Admission Numbers,1875
2019,Herefordshire,Secondary,Applications Received,1762
2019,Worcestershire,Secondary,Admission Numbers,4014
2019,Worcestershire,Secondary,Applications Received,3683
2019,Kent,Secondary,Admission Numbers,19015
2019,Kent,Secondary,Applications Received,17962
2019,Medway,Secondary,Admission Numbers,3529
2019,Medway,Secondary,Applications Received,3291
2019,Lancashire,Secondary,Admission Numbers,15044
2019,Lancashire,Secondary,Applications Received,13878
2019,Blackburn with Darwen,Secondary,Admission Numbers,2204
2019,Blackburn with Darwen,Secondary,Applications Received,2015
2019,Blackpool,Secondary,Admission Numbers,1545
2019,Blackpool,Secondary,Applications Received,1538
2019,Nottinghamshire,Secondary,Admission Numbers,9535
2019,Nottinghamshire,Secondary,Applications Received,8946
2019,Nottingham,Secondary,Admission Numbers,3248
2019,Nottingham,Secondary,Applications Received,3511
2019,Shropshire,Secondary,Admission Numbers,3302
2019,Shropshire,Secondary,Applications Received,2913
2019,Telford and Wrekin,Secondary,Admission Numbers,2118
2019,Telford and Wrekin,Secondary,Applications Received,2118
2019,Cheshire East,Secondary,Admission Numbers,4464
2019,Cheshire East,Secondary,Applications Received,4132
2019,Cheshire West and Chester,Secondary,Admission Numbers,4132
2019,Cheshire West and Chester,Secondary,Applications Received,3672
2019,Cornwall,Secondary,Admission Numbers,6432
2019,Cornwall,Secondary,Applications Received,5632
2019,Cumbria,Secondary,Admission Numbers,6241
2019,Cumbria,Secondary,Applications Received,4986
2019,Gloucestershire,Secondary,Admission Numbers,7642
2019,Gloucestershire,Secondary,Applications Received,6848
2019,Hertfordshire,Secondary,Admission Numbers,15350
2019,Hertfordshire,Secondary,Applications Received,14250
2019,Isle of Wight,Secondary,Admission Numbers,1517
2019,Isle of Wight,Secondary,Applications Received,1157
2019,Lincolnshire,Secondary,Admission Numbers,9044
2019,Lincolnshire,Secondary,Applications Received,7876
2019,Norfolk,Secondary,Admission Numbers,9856
2019,Norfolk,Secondary,Applications Received,8972
2019,Northamptonshire,Secondary,Admission Numbers,9252
2019,Northamptonshire,Secondary,Applications Received,8792
2019,Northumberland,Secondary,Admission Numbers,1791
2019,Northumberland,Secondary,Applications Received,1540
2019,Oxfordshire,Secondary,Admission Numbers,7611
2019,Oxfordshire,Secondary,Applications Received,7116
2019,Somerset,Secondary,Admission Numbers,4950
2019,Somerset,Secondary,Applications Received,4526
2019,Suffolk,Secondary,Admission Numbers,8249
2019,Suffolk,Secondary,Applications Received,7441
2019,Surrey,Secondary,Admission Numbers,12396
2019,Surrey,Secondary,Applications Received,12427
2019,Warwickshire,Secondary,Admission Numbers,6960
2019,Warwickshire,Secondary,Applications Received,6340
2019,West Sussex,Secondary,Admission Numbers,9394
2019,West Sussex,Secondary,Applications Received,9156
2018,City of London,Primary,Admission Numbers,30
2018,City of London,Primary,Applications Received,34
2018,Camden,Primary,Admission Numbers,1745
2018,Camden,Primary,Applications Received,1599
2018,Greenwich,Primary,Admission Numbers,3940
2018,Greenwich,Primary,Applications Received,3571
2018,Hackney,Primary,Admission Numbers,3020
2018,Hackney,Primary,Applications Received,2499
2018,Hammersmith and Fulham,Primary,Admission Numbers,1640
2018,Hammersmith and Fulham,Primary,Applications Received,1466
2018,Islington,Primary,Admission Numbers,2235
2018,Islington,Primary,Applications Received,1952
2018,Kensington and Chelsea,Primary,Admission Numbers,1061
2018,Kensington and Chelsea,Primary,Applications Received,864
2018,Lambeth,Primary,Admission Numbers,3592
2018,Lambeth,Primary,Applications Received,2751
2018,Lewisham,Primary,Admission Numbers,3892
2018,Lewisham,Primary,Applications Received,3700
2018,Southwark,Primary,Admission Numbers,3956
2018,Southwark,Primary,Applications Received,3110
2018,Tower Hamlets,Primary,Admission Numbers,3712
2018,Tower Hamlets,Primary,Applications Received,3279
2018,Wandsworth,Primary,Admission Numbers,3274
2018,Wandsworth,Primary,Applications Received,3015
2018,Westminster,Primary,Admission Numbers,1556
2018,Westminster,Primary,Applications Received,1133
2018,Barking and Dagenham,Primary,Admission Numbers,3905
2018,Barking and Dagenham,Primary,Applications Received,3312
2018,Barnet,Primary,Admission Numbers,4494
2018,Barnet,Primary,Applications Received,4212
2018,Bexley,Primary,Admission Numbers,3431
2018,Bexley,Primary,Applications Received,2887
2018,Brent,Primary,Admission Numbers,4214
2018,Brent,Primary,Applications Received,3764
2018,Bromley,Primary,Admission Numbers,4179
2018,Bromley,Primary,Applications Received,3845
2018,Croydon,Primary,Admission Numbers,5480
2018,Croydon,Primary,Applications Received,4698
2018,Ealing,Primary,Admission Numbers,4770
2018,Ealing,Primary,Applications Received,3981
2018,Enfield,Primary,Admission Numbers,4783
2018,Enfield,Primary,Applications Received,4220
2018,Haringey,Primary,Admission Numbers,3341
2018,Haringey,Primary,Applications Received,2740
2018,Harrow,Primary,Admission Numbers,3450
2018,Harrow,Primary,Applications Received,2968
2018,Havering,Primary,Admission Numbers,3639
2018,Havering,Primary,Applications Received,3229
2018,Hillingdon,Primary,Admission Numbers,4540
2018,Hillingdon,Primary,Applications Received,3620
2018,Hounslow,Primary,Admission Numbers,3488
2018,Hounslow,Primary,Applications Received,3359
2018,Kingston upon Thames,Primary,Admission Numbers,2006
2018,Kingston upon Thames,Primary,Applications Received,1922
2018,Merton,Primary,Admission Numbers,2580
2018,Merton,Primary,Applications Received,2505
2018,Newham,Primary,Admission Numbers,5416
2018,Newham,Primary,Applications Received,4473
2018,Redbridge,Primary,Admission Numbers,4518
2018,Redbridge,Primary,Applications Received,3702
2018,Richmond upon Thames,Primary,Admission Numbers,2538
2018,Richmond upon Thames,Primary,Applications Received,2169
2018,Sutton,Primary,Admission Numbers,2542
2018,Sutton,Primary,Applications Received,2560
2018,Waltham Forest,Primary,Admission Numbers,3930
2018,Waltham Forest,Primary,Applications Received,3267
2018,Birmingham,Primary,Admission Numbers,16659
2018,Birmingham,Primary,Applications Received,13915
2018,Coventry,Primary,Admission Numbers,4865
2018,Coventry,Primary,Applications Received,4061
2018,Dudley,Primary,Admission Numbers,4237
2018,Dudley,Primary,Applications Received,3757
2018,Sandwell,Primary,Admission Numbers,4980
2018,Sandwell,Primary,Applications Received,4156
2018,Solihull,Primary,Admission Numbers,2785
2018,Solihull,Primary,Applications Received,2529
2018,Walsall,Primary,Admission Numbers,3997
2018,Walsall,Primary,Applications Received,3394
2018,Wolverhampton,Primary,Admission Numbers,3620
2018,Wolverhampton,Primary,Applications Received,3343
2018,Knowsley,Primary,Admission Numbers,1985
2018,Knowsley,Primary,Applications Received,1696
2018,Liverpool,Primary,Admission Numbers,5853
2018,Liverpool,Primary,Applications Received,5238
2018,St. Helens,Primary,Admission Numbers,2275
2018,St. Helens,Primary,Applications Received,1983
2018,Sefton,Primary,Admission Numbers,3185
2018,Sefton,Primary,Applications Received,2919
