year_of_entry,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,school_phase,nc_year_admission,admission_numbers,applications_received,online_applications,online_apps_percent,no_of_preferences,first_preference_offers,first_preference_offers_percent,second_preference_offers,second_preference_offers_percent,third_preference_offers,third_preference_offers_percent,one_of_the_three_preference_offers,one_of_the_three_preference_offers_percent,preferred_school_offer,preferred_school_offer_percent,non_preferred_offer,non_preferred_offer_percent,no_offer,no_offer_percent,schools_in_la_offer,schools_in_la_offer_percent,schools_in_another_la_offer,schools_in_another_la_offer_percent,offers_to_nonapplicants
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Secondary,7,1764,1875,1574,0.8394666667,3,1529,0.8154666666999999,166,0.08853333333,67,0.03573333333,1762,0.9397333333,1763,0.9402666666999999,92,0.049066666669999995,20,0.01066666667,1650,0.8757961783,234,0.1242038217,29
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Secondary,7,1847,1397,1177,0.8425196850000001,3,1311,0.9384395132000001,63,0.04509663565,8,0.0057265569100000005,1382,0.9892627058,1382,0.9892627058,14,0.01002147459,1,7.1581961e-4,1386,0.9591695502,59,0.04083044983,49
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Secondary,7,2497,2228,2061,0.9250448833,4,1970,0.8842010772000001,129,0.0578994614,64,0.02872531418,2163,0.9708258528,2172,0.9748653501,54,0.02423698384,2,8.9766607e-4,2232,0.9832599119,38,0.01674008811,44
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston Upon Hull, City of",Secondary,7,3105,3186,2668,0.8374136849,3,2726,0.8556183302,251,0.078782172,76,0.023854362839999997,3053,0.958254865,3053,0.958254865,132,0.04143126177,1,3.138732e-4,2921,0.91711146,264,0.08288854003000001,0
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,Secondary,7,4179,3175,2734,0.8611023622,3,3019,0.9508661417000001,112,0.03527559055,6,0.00188976378,3137,0.9880314961000001,3137,0.9880314961000001,38,0.01196850394,0,0,2983,0.9395275591,192,0.06047244094,0
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,Secondary,7,2038,1785,1493,0.8364145658,3,1577,0.8834733894,138,0.07731092437,14,0.00784313725,1729,0.968627451,1729,0.968627451,56,0.03137254902,0,0,1685,0.943977591,100,0.05602240896,0
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,Secondary,7,2250,2027,1826,0.9008386778,6,1890,0.9324124322,89,0.0439072521,11,0.00542673902,1990,0.9817464233,1991,0.9822397632000001,35,0.01726689689,1,4.9333991e-4,1955,0.96021611,81,0.03978388998,10
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,Secondary,7,7400,5806,5687,0.9795039614,5,5277,0.9088873579,278,0.04788150189,67,0.01153978643,5622,0.9683086462,5634,0.9703754736000001,167,0.02876334826,5,8.611780900000001e-4,5731,0.9622229684,225,0.03777703156,155
2020,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,Secondary,7,1971,1934,1902,0.9834539814,5,1720,0.8893485004999999,123,0.06359875905,26,0.01344364012,1869,0.9663908997,1881,0.9725956567,53,0.02740434333,0,0,1867,0.9653567735,67,0.034643226469999996,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,Secondary,7,3334,3120,2624,0.841025641,3,2380,0.7628205128000001,351,0.1125,174,0.05576923077,2905,0.9310897436000001,2905,0.9310897436000001,212,0.06794871795,3,9.6153846e-4,2987,0.9582932307,130,0.041706769330000004,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,Secondary,7,2188,2004,1722,0.8592814371,4,1782,0.8892215568999999,126,0.06287425149999999,40,0.01996007984,1948,0.9720558882,1950,0.9730538921999999,52,0.02594810379,2,9.9800399e-4,1989,0.9935064935,13,0.006493506489999999,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,Secondary,9,2389,1885,1831,0.9713527851000001,3,1825,0.9681697613,43,0.02281167109,0,0,1868,0.9909814324,1868,0.9909814324,7,0.0037135278500000004,10,0.00530503979,1758,0.9376000000000001,117,0.062400000000000004,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,Secondary,7,6623,6273,6091,0.9709867687,6,4677,0.7455762792999999,777,0.12386417979999999,340,0.05420054201,5794,0.9236410010999999,6017,0.9591901801,235,0.03746213933,21,0.00334768054,5752,0.9198784582999999,501,0.08012154166,1
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Secondary,7,3830,3827,3627,0.9477397439,4,2994,0.7823360334,315,0.08230990331999999,142,0.03710478181,3451,0.9017507186,3568,0.9323229684000001,259,0.06767703162,0,0,3679,0.9613274105,148,0.0386725895,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,Secondary,7,8813,8044,8028,0.9980109398,3,7382,0.9177026355,483,0.06004475385,50,0.0062158130300000005,7915,0.9839632023999999,7915,0.9839632023999999,126,0.01566384883,3,3.7294878e-4,7477,0.9298594701999999,564,0.07014052978,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,Secondary,7,3745,3146,2619,0.8324856961,4,2493,0.7924348379,338,0.1074380165,115,0.036554354739999996,2946,0.9364272092,2970,0.9440559441,172,0.05467260013,4,0.00127145582,3096,0.9499846579,163,0.05001534213,117
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,Secondary,7,2822,2366,2311,0.9767540151999999,3,2278,0.9628064243,38,0.01606086221,2,8.4530854e-4,2318,0.9797125951,2318,0.9797125951,17,0.00718512257,31,0.01310228233,2127,0.9109207709,208,0.08907922912,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000058,839,Bournemouth Christchurch and Poole,Secondary,7,4260,3696,3369,0.911525974,3,2881,0.779491342,335,0.09063852814000001,161,0.04356060606,3377,0.9136904762,3378,0.913961039,311,0.08414502165,7,0.00189393939,3600,0.9758742207000001,89,0.02412577934,0
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,Durham,Secondary,7,6154,5154,4836,0.9383003492,3,4875,0.9458672875,174,0.03376018626,26,0.00504462553,5075,0.9846720993,5075,0.9846720993,66,0.012805587890000001,13,0.0025223127699999996,5005,0.9699612403000001,155,0.03003875969,19
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,Secondary,7,1243,1215,1120,0.9218106996000001,3,1067,0.8781893004,95,0.07818930041,19,0.01563786008,1181,0.9720164608999999,1181,0.9720164608999999,34,0.02798353909,0,0,1192,0.9810699588,23,0.01893004115,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Secondary,7,5399,5172,5037,0.9738979118000001,3,4645,0.8981051817,307,0.059358081980000005,86,0.01662799691,5038,0.9740912606000001,5038,0.9740912606000001,133,0.025715390560000002,1,1.9334879999999998e-4,4925,0.9524269967,246,0.047573003290000006,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Secondary,7,2715,2328,2269,0.9746563574,3,1963,0.8432130583999999,213,0.09149484536,73,0.03135738832,2249,0.9660652921,2249,0.9660652921,79,0.0339347079,0,0,2285,0.9815292096,43,0.01847079038,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,Secondary,7,15077,14221,13773,0.9684972927,3,13121,0.9226496027000001,641,0.04507418606,139,0.00977427748,13901,0.9774980662,13901,0.9774980662,320,0.02250193376,0,0,13260,0.9324238802000001,961,0.06757611982,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,Secondary,7,2190,2099,1895,0.9028108623,6,1906,0.9080514531,137,0.0652691758,17,0.00809909481,2060,0.9814197237000001,2062,0.9823725584,37,0.017627441639999998,0,0,1883,0.8970938542,216,0.1029061458,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,Secondary,7,2530,2550,2539,0.9956862744999999,3,2005,0.7862745098,238,0.09333333333,88,0.03450980392,2331,0.9141176471,2331,0.9141176471,218,0.08549019608,1,3.9215686e-4,2338,0.9172224402000001,211,0.08277755983,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Secondary,7,8272,7393,7214,0.9757879075,3,6607,0.8936832139,377,0.05099418369,92,0.012444203979999999,7076,0.9571216015,7078,0.9573921276999999,0,0,315,0.04260787231,6754,0.9542243572,324,0.04577564284,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,Secondary,7,4516,4791,4522,0.9438530578,4,4053,0.8459611772,386,0.08056773116,105,0.02191609267,4544,0.9484450010000001,4573,0.9544980171,218,0.04550198288,0,0,4129,0.8618242537999999,662,0.1381757462,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,Secondary,7,570,339,311,0.9174041298,3,310,0.9144542773000001,11,0.03244837758,3,0.00884955752,324,0.9557522124000001,324,0.9557522124000001,0,0,15,0.04424778761,310,0.9567901234999999,14,0.04320987654,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,Secondary,7,8788,7630,6973,0.9138925295,3,7036,0.9221494102,400,0.05242463958,64,0.00838794233,7500,0.9829619921,7503,0.9833551769000001,127,0.016644823070000002,0,0,7200,0.9227220300000001,603,0.07727797001,173
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,Secondary,7,2960,3264,2713,0.8311887255000001,5,2784,0.8529411765,266,0.08149509803999999,55,0.0168504902,3105,0.9512867647000001,3124,0.9571078431,140,0.04289215686,0,0,2797,0.8569240196,467,0.1430759804,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Secondary,7,6250,4915,4758,0.9680569685,3,4618,0.9395727365000001,209,0.042522889109999996,16,0.0032553407899999997,4843,0.9853509664000001,4843,0.9853509664000001,72,0.014649033570000001,0,0,4594,0.9346897253,321,0.06531027467,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,Secondary,7,2792,2673,2586,0.9674523008,3,2538,0.9494949495,102,0.038159371489999996,8,0.0029928918799999996,2648,0.9906472128999999,2648,0.9906472128999999,25,0.00935278713,0,0,2429,0.8816696915,326,0.1183303085,82
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,Secondary,7,1515,1435,1383,0.9637630662,3,1159,0.8076655051999999,145,0.1010452962,67,0.04668989547,1371,0.9554006969,1371,0.9554006969,64,0.044599303140000005,0,0,1288,0.8975609756,147,0.1024390244,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,Secondary,7,1456,1334,1291,0.9677661168999999,6,1038,0.7781109445,123,0.09220389805,42,0.03148425787,1203,0.9017991004,1235,0.9257871064,34,0.02548725637,65,0.04872563718,1038,0.8179669031,231,0.18203309690000002,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,Secondary,7,2190,1782,1676,0.9405162738,3,1582,0.8877665544,137,0.07687991021,23,0.01290684624,1742,0.9775533109,1742,0.9775533109,40,0.02244668911,0,0,1715,0.9624017957,67,0.037598204260000004,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,Secondary,7,1662,1882,1699,0.9027630181,4,1368,0.7268862912,226,0.1200850159,111,0.05897980871,1705,0.9059511158,1739,0.9240170032,142,0.07545164718,1,5.313496300000001e-4,1327,0.7054758107000001,554,0.2945241893,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,Secondary,7,2564,2378,2257,0.949116905,6,1505,0.6328847771,311,0.1307821699,157,0.06602186712,1973,0.8296888141,2126,0.8940285955,252,0.10597140449999999,0,0,2073,0.8717409587999999,305,0.1282590412,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,Secondary,7,2143,2145,2079,0.9692307692,4,1708,0.7962703963,240,0.11188811189999999,62,0.0289044289,2010,0.9370629371,2039,0.9505827506,102,0.047552447549999995,4,0.00186480186,1871,0.8726679104,273,0.1273320896,3
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Secondary,7,6903,6560,6435,0.980945122,3,5924,0.9030487805,368,0.05609756098,72,0.01097560976,6364,0.9701219512,6364,0.9701219512,196,0.02987804878,0,0,6246,0.9521341463,314,0.04786585366,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,Secondary,7,2904,2644,2588,0.9788199697000001,3,2155,0.8150529501,277,0.1047655068,84,0.03177004539,2516,0.9515885023,2516,0.9515885023,126,0.047655068079999995,2,7.564296500000001e-4,2522,0.9545798637,120,0.04542013626,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,Secondary,7,1735,1450,1387,0.9565517241000001,3,1291,0.8903448276,83,0.05724137930999999,21,0.014482758620000001,1395,0.9620689655,1395,0.9620689655,52,0.03586206897,3,0.00206896552,1390,0.950752394,72,0.04924760602,15
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,Secondary,7,2645,2468,2379,0.9639384117,3,2224,0.9011345219,127,0.051458670990000004,32,0.01296596434,2383,0.9655591572,2383,0.9655591572,78,0.031604538089999995,7,0.0028363047000000002,2387,0.9699309224,74,0.030069077609999998,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,Secondary,7,8130,7571,7028,0.9282789592,3,6986,0.9227314754,343,0.045304451200000005,45,0.005943732659999999,7374,0.9739796592000001,7374,0.9739796592000001,194,0.025624091930000002,3,3.9624884e-4,7043,0.9306289641,525,0.06937103593999999,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,Secondary,7,3147,2901,2683,0.9248534988,3,2419,0.8338503964,229,0.07893829714,75,0.02585315408,2723,0.9386418476,2723,0.9386418476,173,0.05963460876,5,0.00172354361,2787,0.9623618784999999,109,0.03763812155,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,Secondary,7,1681,1382,1248,0.9030390738,3,1166,0.8437047757,120,0.08683068017000001,38,0.02749638205,1324,0.9580318379,1324,0.9580318379,57,0.04124457308,1,7.235890000000001e-4,1337,0.9681390297,44,0.03186097031,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,Secondary,7,17372,16078,15874,0.9873118547,6,13739,0.8545217067,1284,0.07986067919,391,0.024318945140000003,15414,0.958701331,15696,0.976240826,381,0.02369697724,1,6.219679e-5,15091,0.9386701499,986,0.0613298501,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,Secondary,7,2520,2113,1955,0.9252247989,5,1615,0.7643161382,202,0.09559867487,90,0.042593468999999995,1907,0.9025082820999999,1972,0.9332702319,141,0.0667297681,0,0,1857,0.8697892272,278,0.1302107728,22
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,Secondary,7,2257,2463,2358,0.9573690621000001,6,1766,0.7170117743,284,0.11530653669999999,114,0.04628501827,2164,0.8786033293,2253,0.9147381242,196,0.07957775071,14,0.00568412505,2198,0.8975091874000001,251,0.10249081260000001,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,Herefordshire,Secondary,7,1875,1732,1688,0.974595843,3,1581,0.912817552,105,0.06062355658,15,0.00866050808,1701,0.9821016166,1701,0.9821016166,31,0.01789838337,0,0,1655,0.9555427251999999,77,0.04445727483,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,Secondary,7,4075,3682,3515,0.9546442151,3,3260,0.8853883759,197,0.053503530689999995,39,0.01059206953,3496,0.9494839761,3496,0.9494839761,184,0.049972840850000005,2,5.431830499999999e-4,3325,0.9035326087,355,0.0964673913,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,Secondary,7,19168,18007,16893,0.9381351697,4,13988,0.7768090187,2097,0.1164547121,710,0.0394291109,16795,0.9326928417000001,17053,0.9470206030999999,948,0.05264619315,6,3.3320375e-4,17582,0.9767235153999999,419,0.02327648464,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,Secondary,7,3710,3478,3432,0.9867740080999999,6,2791,0.8024726855000001,379,0.1089706728,110,0.03162737205,3280,0.9430707303,3324,0.9557216791,154,0.04427832087,0,0,3336,0.9591719379,142,0.0408280621,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,Secondary,7,14771,13872,13554,0.9770761246,3,11598,0.8360726644,1184,0.08535178777,433,0.03121395617,13215,0.9526384083,13215,0.9526384083,632,0.04555940023,25,0.00180219146,13259,0.9575359284,588,0.042464071639999997,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,Secondary,7,2164,2054,1997,0.9722492697,3,1596,0.7770204479,255,0.1241480039,91,0.044303797469999996,1942,0.9454722493,1942,0.9454722493,112,0.05452775073,0,0,1934,0.9415774098999999,120,0.05842259007,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,Secondary,7,1455,1538,1330,0.8647594277999999,3,1247,0.810793238,137,0.08907672302,29,0.0188556567,1413,0.9187256177,1413,0.9187256177,125,0.08127438230999999,0,0,1322,0.8595578674,216,0.1404421326,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Secondary,7,9648,9088,9088,1,4,8250,0.9077904929999999,435,0.0478653169,89,0.0097931338,8774,0.9654489436999999,8795,0.9677596830999999,293,0.032240316899999996,0,0,8640,0.9507042254,448,0.049295774650000006,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Secondary,7,3445,3556,3090,0.8689538808,4,2604,0.7322834645999999,372,0.1046119235,192,0.05399325084,3168,0.8908886389,3263,0.9176040495,263,0.07395950506,30,0.00843644544,3134,0.888825865,392,0.111174135,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Secondary,7,3186,2862,2825,0.9870719776,3,2587,0.9039133473,138,0.04821802935,37,0.01292802236,2762,0.965059399,2762,0.965059399,100,0.03494060098,0,0,2725,0.9521313766999999,137,0.04786862334,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,Secondary,7,2305,2212,2212,1,4,1758,0.794755877,205,0.09267631103,58,0.02622061483,2021,0.9136528029000001,2042,0.9231464737999999,170,0.07685352622,0,0,2102,0.9502712477,110,0.04972875226,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,Secondary,7,4430,4100,3961,0.966097561,3,3756,0.916097561,166,0.040487804880000006,53,0.01292682927,3975,0.9695121951,3975,0.9695121951,125,0.030487804879999997,0,0,3927,0.957804878,173,0.04219512195,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,Secondary,7,4129,3561,3524,0.9896096602,3,3363,0.9443976411,126,0.03538331929,37,0.010390339790000001,3526,0.9901713002,3526,0.9901713002,35,0.0098286998,0,0,3315,0.9309182814,246,0.06908171862,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,Secondary,7,6429,5695,5579,0.9796312555,3,5419,0.9515364355,175,0.03072870939,13,0.00228270413,5607,0.984547849,5607,0.984547849,81,0.014223002629999999,7,0.00122914838,5584,0.9817158931000001,104,0.01828410689,0
2020,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,Secondary,7,6092,5110,4616,0.9033268101999999,3,4782,0.9358121331,221,0.04324853229,18,0.00352250489,5021,0.9825831703,5021,0.9825831703,85,0.01663405088,4,7.827788600000001e-4,5093,0.9974539756999999,13,0.00254602429,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,Secondary,7,7622,6574,6128,0.9321569821,5,5688,0.8652266504,496,0.07544873745,110,0.0167325829,6294,0.9574079708,6334,0.9634925463999999,235,0.03574688166,5,7.605719499999999e-4,6461,0.9726027397,182,0.02739726027,74
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,Secondary,7,15332,13833,13761,0.9947950553,4,10876,0.7862358129,1478,0.1068459481,561,0.0405551941,12915,0.9336369551,13251,0.957926697,582,0.042073302970000004,0,0,13359,0.9657341141000001,474,0.034265885919999996,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,Secondary,7,1387,1166,1017,0.872212693,3,1040,0.8919382504,85,0.07289879931,12,0.010291595200000002,1137,0.9751286449,1137,0.9751286449,29,0.02487135506,0,0,1165,0.9991423670999999,1,8.576329300000001e-4,0
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Secondary,7,9118,7815,7389,0.9454894434000001,3,7057,0.9030070377,525,0.06717850288,77,0.00985284709,7659,0.9800383877000001,7659,0.9800383877000001,155,0.019833653229999998,1,1.2795905e-4,7497,0.9594317891,317,0.0405682109,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Secondary,7,9677,8711,8039,0.9228561589000001,3,8032,0.9220525772000001,400,0.04591895305,59,0.00677304557,8491,0.9747445758000001,8491,0.9747445758000001,212,0.024337045119999998,8,9.1837906e-4,8527,0.9784279977,188,0.02157200229,12
2020,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,Secondary,7,9298,8666,8518,0.9829217631999999,3,6809,0.7857142856999999,1158,0.1336256635,344,0.03969536118,8311,0.9590353104,8311,0.9590353104,349,0.04027232864,6,6.923609499999999e-4,8334,0.9623556582,326,0.0376443418,0
2020,Academic year,Local authority,E92000001,England,E12000001,North East,E06000048,929,Northumberland,Secondary,7,2064,1759,1678,0.9539511086,4,1711,0.9727117681,42,0.02387720296,1,5.6850483e-4,1754,0.9971574758,1754,0.9971574758,0,0,5,0.00284252416,1709,0.9743443558,45,0.02565564424,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,Secondary,7,7554,6711,6359,0.9475488005,4,5932,0.8839219192000001,417,0.06213679034,105,0.0156459544,6454,0.961704664,6484,0.9661749367,227,0.033825063329999995,0,0,6498,0.9682610639000001,213,0.03173893608,0
2020,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,Secondary,7,4689,4532,4456,0.9832303619,3,4235,0.9344660194,182,0.04015887026,30,0.0066195939999999995,4447,0.9812444837,4447,0.9812444837,60,0.013239187999999999,25,0.00551632833,4190,0.9296649656,317,0.07033503439000001,0
2020,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Secondary,7,8298,7512,7217,0.9607294995,3,6849,0.9117412141,350,0.046592119280000004,76,0.0101171459,7275,0.9684504791999999,7275,0.9684504791999999,235,0.031283280090000004,2,2.6624068e-4,7329,0.9758988016000001,181,0.024101198400000003,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,Secondary,7,12428,12031,11844,0.9844568199,6,9797,0.8143130247000001,1061,0.08818884548,361,0.030005818299999997,11219,0.9325076885,11447,0.9514587315999999,584,0.04854126839,0,0,11375,0.9454741917,656,0.05452580833,0
2020,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Secondary,7,6962,6069,5817,0.9584775087,6,4889,0.8055692865,588,0.09688581315,210,0.03460207612,5687,0.9370571758,5791,0.9541934421,257,0.042346350299999995,21,0.00346020761,5865,0.9697420635,183,0.03025793651,0
2020,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,Secondary,7,9633,9112,8645,0.9487489025000001,3,7914,0.8685250218999999,669,0.07341966637,268,0.02941176471,8851,0.971356453,8851,0.971356453,252,0.02765583845,9,9.8770852e-4,8960,0.9842908931,143,0.01570910689,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000001,201,City of London,Primary,R,30,24,23,0.9583333333,6,21,0.875,1,0.041666666670000005,1,0.041666666670000005,23,0.9583333333,23,0.9583333333,1,0.041666666670000005,0,0,6,0.25,18,0.75,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000007,202,Camden,Primary,R,1685,1582,1567,0.9905183312,6,1238,0.7825537294999999,120,0.07585335019,73,0.046144121370000006,1431,0.904551201,1497,0.9462705436000001,81,0.05120101138,4,0.00252844501,1387,0.8789607098000001,191,0.12103929020000001,0
2019,Academic year,Local authority,E92000001,England,E13000002,Outer London,E09000011,203,Greenwich,Primary,R,3881,3644,3606,0.989571899,6,3138,0.8611416026000001,234,0.06421514819,96,0.02634467618,3468,0.951701427,3541,0.9717343578000001,103,0.02826564215,0,0,3409,0.9355104281,235,0.0644895719,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000012,204,Hackney,Primary,R,2965,2341,2295,0.9803502776999999,6,2032,0.868005126,172,0.07347287484,55,0.023494233229999998,2259,0.9649722341,2294,0.9799231098,47,0.02007689022,0,0,2211,0.9340937896,156,0.06590621039,26
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000013,205,Hammersmith and Fulham,Primary,R,1528,1354,1307,0.9652880355000001,6,1018,0.7518463810999999,150,0.1107828656,67,0.04948301329,1235,0.91211226,1291,0.9534711965,63,0.04652880355,0,0,1259,0.9291512915,96,0.07084870849,1
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000019,206,Islington,Primary,R,2280,1954,1954,1,6,1535,0.7855680655,189,0.09672466735,72,0.03684749232,1796,0.9191402252,1875,0.9595701126,79,0.040429887410000004,0,0,1706,0.8730808598,248,0.1269191402,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000020,207,Kensington and Chelsea,Primary,R,1100,808,784,0.9702970297,6,531,0.6571782178,106,0.1311881188,44,0.054455445539999994,681,0.8428217822,727,0.8997524752,81,0.1002475248,0,0,749,0.926980198,59,0.07301980198,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000022,208,Lambeth,Primary,R,3500,2887,2867,0.9930723935,6,2359,0.8171111881,260,0.09005888466,93,0.03221337028,2712,0.939383443,2795,0.96813301,92,0.03186698995,0,0,2605,0.9023207482,282,0.09767925182000001,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000023,209,Lewisham,Primary,R,3860,3480,3394,0.9752873563,6,2909,0.8359195402,322,0.09252873563,103,0.02959770115,3334,0.958045977,3401,0.9772988506,0,0,79,0.022701149429999998,3095,0.9100264627999999,306,0.08997353719,0
2019,Academic year,Local authority,E92000001,England,E13000001,Inner London,E09000028,210,Southwark,Primary,R,3675,3118,3098,0.9935856318,6,2622,0.840923669,227,0.0728030789,88,0.028223220009999998,2937,0.9419499679000001,3019,0.9682488775,99,0.03175112251,0,0,2904,0.9313662603999999,214,0.06863373958,0
