lea,urn,estab,dfe_number,laestab,schname,admin_district,academic_year,estab_type,education_phase,relchar,percentage_fsm,ofsted_rating,totpups,readprog,writprog,matprog
850,116079,2388,850/2388,8502388,Red Barn Community Primary School,Fareham,2018-2019,Local authority maintained schools,Primary,Does not apply,7.9,Outstanding,239,5.4,2.4,2.7
850,116080,2389,850/2389,8502389,Newlands Primary School,Hart,2016-2017,Local authority maintained schools,Primary,Does not apply,4.7,Good,205,0.7,-0.5,0.1
850,116080,2389,850/2389,8502389,Newlands Primary School,Hart,2017-2018,Local authority maintained schools,Primary,Does not apply,4.7,Good,200,2.2,-0.1,-0.6
850,116080,2389,850/2389,8502389,Newlands Primary School,Hart,2018-2019,Local authority maintained schools,Primary,Does not apply,4.7,Good,195,-2.4,-1.9,-0.4
850,116083,2395,850/2395,8502395,Castle Primary School,Fareham,2016-2017,Local authority maintained schools,Primary,Does not apply,12.7,Good,422,-0.8,2,-0.9
850,116083,2395,850/2395,8502395,Castle Primary School,Fareham,2017-2018,Local authority maintained schools,Primary,Does not apply,12.7,Good,422,-1,0.5,-0.4
850,116083,2395,850/2395,8502395,Castle Primary School,Fareham,2018-2019,Local authority maintained schools,Primary,Does not apply,12.7,Good,423,-0.6,-0.1,-0.4
850,116140,2510,850/2510,8502510,Cove Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,11.3,Good,291,-1.5,-2.1,-2.7
850,116140,2510,850/2510,8502510,Cove Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,11.3,Good,291,-2.3,-1.4,-2.3
850,116140,2510,850/2510,8502510,Cove Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,11.3,Good,296,-2.9,-1.8,-2.3
850,116142,2512,850/2512,8502512,Tower Hill Primary School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,23,Outstanding,299,2.3,3.3,3
850,116142,2512,850/2512,8502512,Tower Hill Primary School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,23,Outstanding,319,3.4,2.2,3.5
850,116142,2512,850/2512,8502512,Tower Hill Primary School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,23,Outstanding,356,2.9,2.7,4.4
850,116146,2520,850/2520,8502520,Manor Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,20.9,Good,351,-2.7,-3.3,-2.2
850,116146,2520,850/2520,8502520,Manor Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,20.9,Good,344,0.4,-1.1,0.8
850,116146,2520,850/2520,8502520,Manor Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,20.9,Good,347,-0.5,-4.4,-0.1
850,116147,2521,850/2521,8502521,Grange Community Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,28.8,Outstanding,225,0.4,1.8,0.4
850,116147,2521,850/2521,8502521,Grange Community Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,28.8,Outstanding,227,3.6,2.4,1.4
850,116147,2521,850/2521,8502521,Grange Community Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,28.8,Outstanding,224,3.5,4.1,2.1
850,116149,2523,850/2523,8502523,Talavera Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,9.6,Outstanding,325,3.1,3.5,2.5
850,116149,2523,850/2523,8502523,Talavera Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,9.6,Outstanding,337,2.8,3.2,3.2
850,116149,2523,850/2523,8502523,Talavera Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,9.6,Outstanding,347,2.4,2.5,1.7
850,116155,2531,850/2531,8502531,South Farnborough Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,6.7,Outstanding,384,-0.6,-0.6,-0.7
850,116155,2531,850/2531,8502531,South Farnborough Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,6.7,Outstanding,396,0.3,1.1,0.2
850,116155,2531,850/2531,8502531,South Farnborough Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,6.7,Outstanding,396,0,0.2,0
850,116157,2533,850/2533,8502533,Guillemont Junior School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,12.1,Good,286,4.4,0,4
850,116157,2533,850/2533,8502533,Guillemont Junior School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,12.1,Good,307,2.9,1.2,2.8
850,116157,2533,850/2533,8502533,Guillemont Junior School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,12.1,Good,320,0.8,2.1,1.5
850,116162,2606,850/2606,8502606,Elson Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,13.5,Requires improvement,353,-1.6,-2.6,-4.1
850,116162,2606,850/2606,8502606,Elson Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,13.5,Requires improvement,357,-4,-3.4,-5
850,116162,2606,850/2606,8502606,Elson Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,13.5,Requires improvement,339,-3.5,-1.9,-6
850,116164,2610,850/2610,8502610,Lee-on-the-Solent Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,11.4,Requires improvement,362,-3.4,-4,-2.4
850,116164,2610,850/2610,8502610,Lee-on-the-Solent Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,11.4,Requires improvement,358,-3.9,-3.3,-3
850,116164,2610,850/2610,8502610,Lee-on-the-Solent Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,11.4,Requires improvement,341,-1.6,-2.2,-2.3
850,116165,2612,850/2612,8502612,Haselworth Primary School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,35.3,Good,129,1.5,4.5,3.4
850,116165,2612,850/2612,8502612,Haselworth Primary School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,35.3,Good,128,-1.5,2.4,-1.1
850,116165,2612,850/2612,8502612,Haselworth Primary School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,35.3,Good,136,-4.6,0,-4.9
850,116166,2613,850/2613,8502613,Woodcot Primary School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,16.5,Good,198,0.7,2.1,1.8
850,116166,2613,850/2613,8502613,Woodcot Primary School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,16.5,Good,202,-0.2,-0.7,-1.5
850,116166,2613,850/2613,8502613,Woodcot Primary School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,16.5,Good,202,-0.1,0.2,-0.1
850,116170,2619,850/2619,8502619,Grange Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,24.8,Good,298,2,1.4,2.4
850,116170,2619,850/2619,8502619,Grange Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,24.8,Good,302,1.8,0.2,1.4
850,116170,2619,850/2619,8502619,Grange Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,24.8,Good,308,1,0.7,1.2
850,116172,2621,850/2621,8502621,Alver Valley Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,27,Good,133,5.4,7.4,3
850,116172,2621,850/2621,8502621,Alver Valley Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,27,Good,143,1.4,5.4,0.1
850,116172,2621,850/2621,8502621,Alver Valley Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,27,Good,164,-0.6,0.4,-0.6
850,116175,2624,850/2624,8502624,Peel Common Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,12.9,Good,217,-0.4,0.8,-0.7
850,116175,2624,850/2624,8502624,Peel Common Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,12.9,Good,207,-0.3,-2,0.9
850,116175,2624,850/2624,8502624,Peel Common Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,12.9,Good,206,0.2,-2.2,0.3
850,116177,2627,850/2627,8502627,Brockhurst Primary School,Gosport,2016-2017,Local authority maintained schools,Primary,Does not apply,25.4,Good,363,-1.7,1.1,-1.1
850,116177,2627,850/2627,8502627,Brockhurst Primary School,Gosport,2017-2018,Local authority maintained schools,Primary,Does not apply,25.4,Good,366,-1.8,0.1,-1.7
850,116177,2627,850/2627,8502627,Brockhurst Primary School,Gosport,2018-2019,Local authority maintained schools,Primary,Does not apply,25.4,Good,382,-2.4,-0.6,-1.6
850,116225,2718,850/2718,8502718,Orchard Lea Junior School,Fareham,2016-2017,Local authority maintained schools,Primary,Does not apply,15.7,Good,231,-3.3,-0.8,-2.7
850,116225,2718,850/2718,8502718,Orchard Lea Junior School,Fareham,2017-2018,Local authority maintained schools,Primary,Does not apply,15.7,Good,235,-2.4,-0.6,-1.8
850,116225,2718,850/2718,8502718,Orchard Lea Junior School,Fareham,2018-2019,Local authority maintained schools,Primary,Does not apply,15.7,Good,232,-3.7,-0.9,-2.6
850,116231,2726,850/2726,8502726,Kings Furlong Junior School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Does not apply,23.1,Good,261,-1.5,1.2,0.9
850,116231,2726,850/2726,8502726,Kings Furlong Junior School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Does not apply,23.1,Good,262,-0.9,-0.1,-1.1
850,116231,2726,850/2726,8502726,Kings Furlong Junior School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Does not apply,23.1,Good,276,-1.9,-0.2,-2
850,116232,2727,850/2727,8502727,Fairfields Primary School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Does not apply,13.3,Good,412,0.2,-0.7,-2.4
850,116232,2727,850/2727,8502727,Fairfields Primary School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Does not apply,13.3,Good,409,-3.3,-3,-3.7
850,116232,2727,850/2727,8502727,Fairfields Primary School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Does not apply,13.3,Good,401,-0.9,-2.2,-1
850,116233,2728,850/2728,8502728,Park Primary School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Does not apply,23.4,Good,205,-1.1,1.5,0.4
850,116233,2728,850/2728,8502728,Park Primary School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Does not apply,23.4,Good,208,-3.7,-1.1,-4.6
850,116233,2728,850/2728,8502728,Park Primary School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Does not apply,23.4,Good,203,-0.5,-0.5,-2.6
850,116234,2729,850/2729,8502729,Alderwood School,Rushmoor,2016-2017,Local authority maintained schools,All-through,Does not apply,17,Good,294,,,
850,116234,2729,850/2729,8502729,Alderwood School,Rushmoor,2017-2018,Local authority maintained schools,All-through,Does not apply,17,Good,1224,4.9,1.5,3.6
850,116234,2729,850/2729,8502729,Alderwood School,Rushmoor,2018-2019,Local authority maintained schools,All-through,Does not apply,17,Good,1314,2.8,1.3,0.2
850,116237,2732,850/2732,8502732,Park View Primary School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Does not apply,30.7,Good,259,-3.2,2.6,-0.5
850,116237,2732,850/2732,8502732,Park View Primary School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Does not apply,30.7,Good,501,-1.4,0.3,2.1
850,116237,2732,850/2732,8502732,Park View Primary School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Does not apply,30.7,Good,486,-1.8,-1.6,0
850,116241,2736,850/2736,8502736,Harestock Primary School,Winchester,2016-2017,Local authority maintained schools,Primary,Does not apply,12.5,Good,275,0.6,0.4,-2
850,116241,2736,850/2736,8502736,Harestock Primary School,Winchester,2017-2018,Local authority maintained schools,Primary,Does not apply,12.5,Good,253,2.2,0.5,0.2
850,116241,2736,850/2736,8502736,Harestock Primary School,Winchester,2018-2019,Local authority maintained schools,Primary,Does not apply,12.5,Good,243,-1.2,-2.9,-1.6
850,116242,2737,850/2737,8502737,Weeke Primary School,Winchester,2016-2017,Local authority maintained schools,Primary,Does not apply,9.1,Good,413,2.4,0.6,-0.3
850,116242,2737,850/2737,8502737,Weeke Primary School,Winchester,2017-2018,Local authority maintained schools,Primary,Does not apply,9.1,Good,414,0.9,0.4,-1.5
850,116242,2737,850/2737,8502737,Weeke Primary School,Winchester,2018-2019,Local authority maintained schools,Primary,Does not apply,9.1,Good,419,2.1,-0.1,0.3
850,116244,2740,850/2740,8502740,Hart Plain Junior School,Havant,2016-2017,Local authority maintained schools,Primary,Does not apply,36,Good,238,-3.2,1.2,-4.2
850,116244,2740,850/2740,8502740,Hart Plain Junior School,Havant,2017-2018,Local authority maintained schools,Primary,Does not apply,36,Good,211,-5.8,-0.9,-4.5
850,116244,2740,850/2740,8502740,Hart Plain Junior School,Havant,2018-2019,Local authority maintained schools,Primary,Does not apply,36,Good,215,-3.5,-3.1,-5
850,116247,2749,850/2749,8502749,Four Lanes Community Junior School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Does not apply,4,Good,302,-4.1,1.3,-4.3
850,116247,2749,850/2749,8502749,Four Lanes Community Junior School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Does not apply,4,Good,325,-2.3,2.8,-2.6
850,116247,2749,850/2749,8502749,Four Lanes Community Junior School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Does not apply,4,Good,321,-0.8,2.9,-0.7
850,116248,2750,850/2750,8502750,Queen's Inclosure Primary School,Havant,2016-2017,Local authority maintained schools,Primary,Does not apply,4.8,Good,413,0.8,-2.3,-2.2
850,116248,2750,850/2750,8502750,Queen's Inclosure Primary School,Havant,2017-2018,Local authority maintained schools,Primary,Does not apply,4.8,Good,418,1.1,-1.7,-0.6
850,116248,2750,850/2750,8502750,Queen's Inclosure Primary School,Havant,2018-2019,Local authority maintained schools,Primary,Does not apply,4.8,Good,415,2,0.8,1.8
850,116249,2752,850/2752,8502752,Berrywood Primary School,Eastleigh,2016-2017,Local authority maintained schools,Primary,Does not apply,4.4,Good,638,1.2,-1.1,-0.4
850,116249,2752,850/2752,8502752,Berrywood Primary School,Eastleigh,2017-2018,Local authority maintained schools,Primary,Does not apply,4.4,Good,640,-1,-2.1,0.3
850,116249,2752,850/2752,8502752,Berrywood Primary School,Eastleigh,2018-2019,Local authority maintained schools,Primary,Does not apply,4.4,Good,638,-0.2,-1.2,-0.2
850,116250,2753,850/2753,8502753,Woodlea Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Does not apply,20.2,Good,164,-1.3,-4,-1.2
850,116250,2753,850/2753,8502753,Woodlea Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Does not apply,20.2,Good,160,-5.3,-4.6,-5.6
850,116250,2753,850/2753,8502753,Woodlea Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Does not apply,20.2,Good,143,-0.8,0.4,-4.7
850,116255,2761,850/2761,8502761,Hatch Warren Junior School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Does not apply,12.5,Good,345,2.6,0.3,1.9
850,116255,2761,850/2761,8502761,Hatch Warren Junior School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Does not apply,12.5,Good,342,0.4,-1.5,-0.3
850,116255,2761,850/2761,8502761,Hatch Warren Junior School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Does not apply,12.5,Good,352,1.7,2.9,2
850,116256,2763,850/2763,8502763,Nightingale Primary School,Eastleigh,2016-2017,Local authority maintained schools,Primary,Does not apply,24.2,Good,418,-2.8,-4.6,-3.5
850,116256,2763,850/2763,8502763,Nightingale Primary School,Eastleigh,2017-2018,Local authority maintained schools,Primary,Does not apply,24.2,Good,442,-1.5,-0.8,-3.4
850,116256,2763,850/2763,8502763,Nightingale Primary School,Eastleigh,2018-2019,Local authority maintained schools,Primary,Does not apply,24.2,Good,457,-3.1,-3.1,-4.4
850,116260,2767,850/2767,8502767,Emsworth Primary School,Havant,2016-2017,Local authority maintained schools,Primary,Does not apply,12.5,Good,255,1,2.8,-1.2
850,116260,2767,850/2767,8502767,Emsworth Primary School,Havant,2017-2018,Local authority maintained schools,Primary,Does not apply,12.5,Good,280,2.2,2.1,1.5
850,116260,2767,850/2767,8502767,Emsworth Primary School,Havant,2018-2019,Local authority maintained schools,Primary,Does not apply,12.5,Good,315,1.8,2.6,0.2
850,116265,2774,850/2774,8502774,Morelands Primary School,Havant,2016-2017,Local authority maintained schools,Primary,Does not apply,20.6,Requires improvement,331,-1.1,1.5,-0.4
850,116265,2774,850/2774,8502774,Morelands Primary School,Havant,2017-2018,Local authority maintained schools,Primary,Does not apply,20.6,Requires improvement,320,-2.1,-0.8,-0.2
850,116265,2774,850/2774,8502774,Morelands Primary School,Havant,2018-2019,Local authority maintained schools,Primary,Does not apply,20.6,Requires improvement,325,2.1,2.6,2.5
850,116266,3000,850/3000,8503000,Abbotts Ann Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,5.1,Good,111,3.3,1.4,2.4
850,116266,3000,850/3000,8503000,Abbotts Ann Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,5.1,Good,113,2.6,0.9,-0.5
850,116266,3000,850/3000,8503000,Abbotts Ann Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,5.1,Good,107,4.9,0.5,1.4
850,116267,3001,850/3001,8503001,Saint Lawrence Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,5.7,Good,185,-0.4,0.8,-1.6
850,116267,3001,850/3001,8503001,Saint Lawrence Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,5.7,Good,197,0.3,0.3,-0.7
850,116267,3001,850/3001,8503001,Saint Lawrence Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,5.7,Good,196,-0.1,0.2,-1.8
850,116268,3003,850/3003,8503003,Ampfield Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,25.6,Good,48,,,
850,116268,3003,850/3003,8503003,Ampfield Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,25.6,Good,59,,,
850,116268,3003,850/3003,8503003,Ampfield Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,25.6,Good,62,-6.3,-0.2,-5.8
850,116269,3004,850/3004,8503004,Andover Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,23,Good,201,-3.3,-2.5,-4
850,116269,3004,850/3004,8503004,Andover Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,23,Good,208,-2.7,-1.2,-3
850,116269,3004,850/3004,8503004,Andover Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,23,Good,207,-3.1,-1.5,-5
850,116270,3009,850/3009,8503009,Barton Stacey Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,4.3,Good,116,-1,0.2,-3.2
850,116270,3009,850/3009,8503009,Barton Stacey Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,4.3,Good,112,-0.5,1.1,-4.1
850,116270,3009,850/3009,8503009,Barton Stacey Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,4.3,Good,114,0.3,1.2,-5.6
850,116271,3012,850/3012,8503012,Binsted Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,3.4,Good,100,1.4,-1.7,1.1
850,116271,3012,850/3012,8503012,Binsted Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,3.4,Good,104,0.9,0.9,-3.6
850,116271,3012,850/3012,8503012,Binsted Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,3.4,Good,92,0.7,-5,-5.4
850,116273,3014,850/3014,8503014,Botley Church of England Controlled Primary School,Eastleigh,2016-2017,Local authority maintained schools,Primary,Church of England,6.8,Outstanding,341,1.5,2.8,0.9
850,116273,3014,850/3014,8503014,Botley Church of England Controlled Primary School,Eastleigh,2017-2018,Local authority maintained schools,Primary,Church of England,6.8,Outstanding,341,4,2.7,2.2
850,116273,3014,850/3014,8503014,Botley Church of England Controlled Primary School,Eastleigh,2018-2019,Local authority maintained schools,Primary,Church of England,6.8,Outstanding,364,1,0.3,1.1
850,116275,3018,850/3018,8503018,Breamore Church of England Primary School,New Forest,2016-2017,Local authority maintained schools,Primary,Church of England,10.9,Good,113,1.6,-0.4,2.1
850,116275,3018,850/3018,8503018,Breamore Church of England Primary School,New Forest,2017-2018,Local authority maintained schools,Primary,Church of England,10.9,Good,119,-0.5,0.7,-0.2
850,116275,3018,850/3018,8503018,Breamore Church of England Primary School,New Forest,2018-2019,Local authority maintained schools,Primary,Church of England,10.9,Good,113,0,0.7,-0.8
850,116276,3019,850/3019,8503019,Brockenhurst Church of England Primary School,New Forest,2016-2017,Local authority maintained schools,Primary,Church of England,8.9,Good,209,-0.1,0.2,0.3
850,116276,3019,850/3019,8503019,Brockenhurst Church of England Primary School,New Forest,2017-2018,Local authority maintained schools,Primary,Church of England,8.9,Good,213,0.1,-0.9,-1.6
850,116276,3019,850/3019,8503019,Brockenhurst Church of England Primary School,New Forest,2018-2019,Local authority maintained schools,Primary,Church of England,8.9,Good,214,1.4,0.6,1.1
850,116278,3022,850/3022,8503022,Bramley Church of England Primary School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Church of England,15,Good,362,-2.2,-0.8,-1.4
850,116278,3022,850/3022,8503022,Bramley Church of England Primary School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Church of England,15,Good,373,-0.5,0.1,-1.1
850,116278,3022,850/3022,8503022,Bramley Church of England Primary School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Church of England,15,Good,373,-1.2,0.1,-0.2
850,116279,3023,850/3023,8503023,Bentley Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,3.6,Outstanding,210,1.1,-1.1,-2.4
850,116279,3023,850/3023,8503023,Bentley Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,3.6,Outstanding,207,2.1,-0.6,-0.6
850,116279,3023,850/3023,8503023,Bentley Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,3.6,Outstanding,210,2.5,0.5,-0.5
850,116281,3029,850/3029,8503029,Chawton Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,6.1,Good,128,1.2,1.8,-1.6
850,116281,3029,850/3029,8503029,Chawton Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,6.1,Good,110,-1.1,3.5,-3.7
850,116281,3029,850/3029,8503029,Chawton Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,6.1,Good,100,-1.6,2.7,-2.9
850,116283,3040,850/3040,8503040,Durley Church of England Controlled Primary School,Winchester,2016-2017,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,123,1.7,2,1.9
850,116283,3040,850/3040,8503040,Durley Church of England Controlled Primary School,Winchester,2017-2018,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,121,0.5,1.6,0.6
850,116283,3040,850/3040,8503040,Durley Church of England Controlled Primary School,Winchester,2018-2019,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,123,-0.5,0,-0.6
850,116284,3046,850/3046,8503046,East Meon Church of England Controlled Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,9.7,Good,95,3.9,2,0
850,116284,3046,850/3046,8503046,East Meon Church of England Controlled Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,9.7,Good,88,1.2,-1.7,-0.1
850,116284,3046,850/3046,8503046,East Meon Church of England Controlled Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,9.7,Good,89,-5.6,-2.4,-4
850,116285,3050,850/3050,8503050,Ecchinswell and Sydmonton Church of England Primary School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Church of England,23.9,Good,96,0.2,-1.3,-2.5
850,116285,3050,850/3050,8503050,Ecchinswell and Sydmonton Church of England Primary School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Church of England,23.9,Good,82,,,
850,116285,3050,850/3050,8503050,Ecchinswell and Sydmonton Church of England Primary School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Church of England,23.9,Good,81,-3.8,-9.4,-4.5
850,116286,3052,850/3052,8503052,St James Church of England Controlled Primary School,Havant,2016-2017,Local authority maintained schools,Primary,Church of England,7.8,Good,238,0.6,-2.1,-1.2
850,116286,3052,850/3052,8503052,St James Church of England Controlled Primary School,Havant,2017-2018,Local authority maintained schools,Primary,Church of England,7.8,Good,232,-1.2,-1.5,-2.4
850,116286,3052,850/3052,8503052,St James Church of England Controlled Primary School,Havant,2018-2019,Local authority maintained schools,Primary,Church of England,7.8,Good,236,0.2,0.6,-0.5
850,116288,3061,850/3061,8503061,Four Marks Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,5.9,Outstanding,283,1.1,0.3,-0.5
850,116288,3061,850/3061,8503061,Four Marks Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,5.9,Outstanding,298,1,0.8,-1.8
850,116288,3061,850/3061,8503061,Four Marks Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,5.9,Outstanding,303,1,1.4,-1.7
850,116289,3062,850/3062,8503062,Froxfield Church of England Primary and Pre-School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,4.7,Good,93,4,2.3,1.7
850,116289,3062,850/3062,8503062,Froxfield Church of England Primary and Pre-School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,4.7,Good,97,1.8,2.4,-0.1
850,116289,3062,850/3062,8503062,Froxfield Church of England Primary and Pre-School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,4.7,Good,105,2.1,-0.7,-2.8
850,116290,3067,850/3067,8503067,Grayshott Church of England Controlled Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,3.9,Good,204,3.5,-2.3,0.3
850,116290,3067,850/3067,8503067,Grayshott Church of England Controlled Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,3.9,Good,202,0.4,-2.6,-0.6
850,116290,3067,850/3067,8503067,Grayshott Church of England Controlled Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,3.9,Good,203,-0.8,-0.9,-0.6
850,116292,3081,850/3081,8503081,Horndean Church of England Junior School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,8.6,Good,512,-3.1,-1,-1.9
850,116292,3081,850/3081,8503081,Horndean Church of England Junior School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,8.6,Good,489,-0.9,0.1,0
850,116292,3081,850/3081,8503081,Horndean Church of England Junior School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,8.6,Good,486,-1.3,-0.4,-2.6
850,116293,3082,850/3082,8503082,Hurstbourne Tarrant Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,110,-0.1,3.1,1
850,116293,3082,850/3082,8503082,Hurstbourne Tarrant Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,109,0.9,0.2,2.4
850,116293,3082,850/3082,8503082,Hurstbourne Tarrant Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,4.8,Outstanding,104,-0.1,0.4,-1.3
