lea,urn,estab,dfe_number,laestab,schname,admin_district,academic_year,estab_type,education_phase,relchar,percentage_fsm,ofsted_rating,totpups,readprog,writprog,matprog
850,116389,3501,850/3501,8503501,St Mark's Church of England Aided Primary School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Church of England,2.9,Outstanding,105,1.6,1.5,0.1
850,116389,3501,850/3501,8503501,St Mark's Church of England Aided Primary School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Church of England,2.9,Outstanding,108,0.3,2,-3.1
850,116389,3501,850/3501,8503501,St Mark's Church of England Aided Primary School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Church of England,2.9,Outstanding,104,2.4,3.3,1.2
850,116390,3551,850/3551,8503551,St Patrick's Catholic Primary School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Roman Catholic,9.9,Good,216,0.7,1.6,-2
850,116390,3551,850/3551,8503551,St Patrick's Catholic Primary School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Roman Catholic,9.9,Good,217,0,-0.4,-1.3
850,116390,3551,850/3551,8503551,St Patrick's Catholic Primary School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Roman Catholic,9.9,Good,254,0.8,1.2,-0.5
850,116391,3553,850/3553,8503553,St Bernadette's Catholic Primary School,Rushmoor,2016-2017,Local authority maintained schools,Primary,Roman Catholic,9.2,Requires improvement,332,-3.7,0.4,-4.8
850,116391,3553,850/3553,8503553,St Bernadette's Catholic Primary School,Rushmoor,2017-2018,Local authority maintained schools,Primary,Roman Catholic,9.2,Requires improvement,333,-2.8,-0.4,-3.3
850,116391,3553,850/3553,8503553,St Bernadette's Catholic Primary School,Rushmoor,2018-2019,Local authority maintained schools,Primary,Roman Catholic,9.2,Requires improvement,312,-1.6,-0.3,-0.5
850,116392,3600,850/3600,8503600,Alverstoke Church of England Aided Junior School,Gosport,2016-2017,Local authority maintained schools,Primary,Church of England,4.8,Good,306,-1,2.7,-2.6
850,116392,3600,850/3600,8503600,Alverstoke Church of England Aided Junior School,Gosport,2017-2018,Local authority maintained schools,Primary,Church of England,4.8,Good,306,-1.1,2.3,-1.7
850,116392,3600,850/3600,8503600,Alverstoke Church of England Aided Junior School,Gosport,2018-2019,Local authority maintained schools,Primary,Church of England,4.8,Good,307,-3.2,-0.4,-2.5
850,116393,3602,850/3602,8503602,"St John's, Gosport Church of England Voluntary Aided Primary School",Gosport,2016-2017,Local authority maintained schools,Primary,Church of England,24.4,Good,390,-2.3,-4,-2.1
850,116393,3602,850/3602,8503602,"St John's, Gosport Church of England Voluntary Aided Primary School",Gosport,2017-2018,Local authority maintained schools,Primary,Church of England,24.4,Good,376,1.7,1.8,1
850,116393,3602,850/3602,8503602,"St John's, Gosport Church of England Voluntary Aided Primary School",Gosport,2018-2019,Local authority maintained schools,Primary,Church of England,24.4,Good,362,1.8,0.5,1.1
850,116394,3650,850/3650,8503650,St Mary's Catholic Primary School,Gosport,2016-2017,Local authority maintained schools,Primary,Roman Catholic,19,Requires improvement,268,-1.2,-0.1,-3.2
850,116394,3650,850/3650,8503650,St Mary's Catholic Primary School,Gosport,2017-2018,Local authority maintained schools,Primary,Roman Catholic,19,Requires improvement,253,-3.8,1.4,-5.1
850,116394,3650,850/3650,8503650,St Mary's Catholic Primary School,Gosport,2018-2019,Local authority maintained schools,Primary,Roman Catholic,19,Requires improvement,238,-3.9,-4.6,-3.4
850,116399,3660,850/3660,8503660,Selborne Church of England Primary School,East Hampshire,2016-2017,Local authority maintained schools,Primary,Church of England,1.9,Good,101,3.7,3.8,0.9
850,116399,3660,850/3660,8503660,Selborne Church of England Primary School,East Hampshire,2017-2018,Local authority maintained schools,Primary,Church of England,1.9,Good,99,2.8,3,2.5
850,116399,3660,850/3660,8503660,Selborne Church of England Primary School,East Hampshire,2018-2019,Local authority maintained schools,Primary,Church of England,1.9,Good,93,3.5,-0.2,0.7
850,116400,3661,850/3661,8503661,St John's Church of England Voluntary Aided Primary School,Basingstoke and Deane,2016-2017,Local authority maintained schools,Primary,Church of England,8.3,Good,313,-1,0.1,-0.6
850,116400,3661,850/3661,8503661,St John's Church of England Voluntary Aided Primary School,Basingstoke and Deane,2017-2018,Local authority maintained schools,Primary,Church of England,8.3,Good,309,0.7,1.6,-0.1
850,116400,3661,850/3661,8503661,St John's Church of England Voluntary Aided Primary School,Basingstoke and Deane,2018-2019,Local authority maintained schools,Primary,Church of England,8.3,Good,313,0.3,-0.6,-0.1
850,116402,3663,850/3663,8503663,St Francis Church of England Primary School,Test Valley,2016-2017,Local authority maintained schools,Primary,Church of England,1.2,Outstanding,432,0.8,0.4,1.2
850,116402,3663,850/3663,8503663,St Francis Church of England Primary School,Test Valley,2017-2018,Local authority maintained schools,Primary,Church of England,1.2,Outstanding,438,2.1,2,2.4
850,116402,3663,850/3663,8503663,St Francis Church of England Primary School,Test Valley,2018-2019,Local authority maintained schools,Primary,Church of England,1.2,Outstanding,435,1.6,0.6,1.6
850,116407,4012,850/4012,8504012,The Westgate School,Winchester,2016-2017,Local authority maintained schools,All-through,Does not apply,5.5,Good,1370,,,
850,116407,4012,850/4012,8504012,The Westgate School,Winchester,2017-2018,Local authority maintained schools,All-through,Does not apply,5.5,Good,1431,,,
850,116407,4012,850/4012,8504012,The Westgate School,Winchester,2018-2019,Local authority maintained schools,All-through,Does not apply,5.5,Good,1498,,,
850,116482,5202,850/5202,8505202,Abbotswood Junior School,New Forest,2016-2017,Local authority maintained schools,Primary,None,18.4,Good,573,0.4,1.7,0.5
850,116482,5202,850/5202,8505202,Abbotswood Junior School,New Forest,2017-2018,Local authority maintained schools,Primary,None,18.4,Good,592,1.2,1.9,1.1
850,116482,5202,850/5202,8505202,Abbotswood Junior School,New Forest,2018-2019,Local authority maintained schools,Primary,None,18.4,Good,597,-0.4,1.1,0.8
850,116483,5203,850/5203,8505203,Calmore Junior School,New Forest,2016-2017,Local authority maintained schools,Primary,None,20.5,Good,210,1.2,1.7,-1.4
850,116483,5203,850/5203,8505203,Calmore Junior School,New Forest,2017-2018,Local authority maintained schools,Primary,None,20.5,Good,210,-0.4,0.3,-0.8
850,116483,5203,850/5203,8505203,Calmore Junior School,New Forest,2018-2019,Local authority maintained schools,Primary,None,20.5,Good,218,-2.5,-0.8,-2
850,116486,5206,850/5206,8505206,Hordle CofE (VA) Primary School,New Forest,2016-2017,Local authority maintained schools,Primary,Church of England,9.2,Outstanding,396,2.7,2.4,0.7
850,116486,5206,850/5206,8505206,Hordle CofE (VA) Primary School,New Forest,2017-2018,Local authority maintained schools,Primary,Church of England,9.2,Outstanding,371,3.2,2.3,1
850,116486,5206,850/5206,8505206,Hordle CofE (VA) Primary School,New Forest,2018-2019,Local authority maintained schools,Primary,Church of England,9.2,Outstanding,383,2.2,3.6,0.2
850,116488,5208,850/5208,8505208,Ashley Junior School,New Forest,2016-2017,Local authority maintained schools,Primary,None,19.4,Good,254,1.1,2.4,-1.3
850,116488,5208,850/5208,8505208,Ashley Junior School,New Forest,2017-2018,Local authority maintained schools,Primary,None,19.4,Good,260,0.4,0.8,-0.7
850,116488,5208,850/5208,8505208,Ashley Junior School,New Forest,2018-2019,Local authority maintained schools,Primary,None,19.4,Good,254,-0.4,1.3,-1.8
850,116489,5209,850/5209,8505209,"St Peter's Catholic Primary School, Waterlooville",Havant,2016-2017,Local authority maintained schools,Primary,Roman Catholic,6.4,Good,438,0.1,0.4,-2.4
850,116489,5209,850/5209,8505209,"St Peter's Catholic Primary School, Waterlooville",Havant,2017-2018,Local authority maintained schools,Primary,Roman Catholic,6.4,Good,432,1.3,-0.8,0.7
850,116489,5209,850/5209,8505209,"St Peter's Catholic Primary School, Waterlooville",Havant,2018-2019,Local authority maintained schools,Primary,Roman Catholic,6.4,Good,436,0.9,0.2,1.2
936,124937,2008,936/2008,9362008,Kingswood Primary School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,2.9,Good,205,2.6,0.6,2.2
936,124937,2008,936/2008,9362008,Kingswood Primary School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,2.9,Good,206,0.4,-1.1,0.8
936,124937,2008,936/2008,9362008,Kingswood Primary School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,2.9,Good,197,1.4,2.1,1.6
936,124939,2012,936/2012,9362012,Walton-on-the-Hill Primary School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,4.3,Outstanding,211,2.6,2.1,3.5
936,124939,2012,936/2012,9362012,Walton-on-the-Hill Primary School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,4.3,Outstanding,210,1.8,1.1,1.6
936,124939,2012,936/2012,9362012,Walton-on-the-Hill Primary School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,4.3,Outstanding,212,-0.4,-0.1,0.7
936,124946,2056,936/2056,9362056,Charlwood Village Primary School,Mole Valley,2016-2017,Local authority maintained schools,Primary,Does not apply,10.6,Good,60,,,
936,124946,2056,936/2056,9362056,Charlwood Village Primary School,Mole Valley,2017-2018,Local authority maintained schools,Primary,Does not apply,10.6,Good,71,,,
936,124946,2056,936/2056,9362056,Charlwood Village Primary School,Mole Valley,2018-2019,Local authority maintained schools,Primary,Does not apply,10.6,Good,88,,,
936,124949,2072,936/2072,9362072,North Downs Primary School,Mole Valley,2016-2017,Local authority maintained schools,Primary,Does not apply,4.9,Good,428,1.4,1.1,-1.8
936,124949,2072,936/2072,9362072,North Downs Primary School,Mole Valley,2017-2018,Local authority maintained schools,Primary,Does not apply,4.9,Good,420,1.4,1.9,0.1
936,124949,2072,936/2072,9362072,North Downs Primary School,Mole Valley,2018-2019,Local authority maintained schools,Primary,Does not apply,4.9,Good,429,0.5,0.8,1
936,124953,2079,936/2079,9362079,Manorcroft Primary School,Runnymede,2016-2017,Local authority maintained schools,Primary,Does not apply,9.5,Good,406,0.7,0.3,2.1
936,124953,2079,936/2079,9362079,Manorcroft Primary School,Runnymede,2017-2018,Local authority maintained schools,Primary,Does not apply,9.5,Good,400,1,-0.2,-0.7
936,124953,2079,936/2079,9362079,Manorcroft Primary School,Runnymede,2018-2019,Local authority maintained schools,Primary,Does not apply,9.5,Good,404,0.7,-0.1,-0.2
936,124955,2083,936/2083,9362083,Ewell Grove Primary and Nursery School,Epsom and Ewell,2016-2017,Local authority maintained schools,Primary,Does not apply,6.1,Outstanding,247,,,
936,124955,2083,936/2083,9362083,Ewell Grove Primary and Nursery School,Epsom and Ewell,2017-2018,Local authority maintained schools,Primary,Does not apply,6.1,Outstanding,298,,,
936,124955,2083,936/2083,9362083,Ewell Grove Primary and Nursery School,Epsom and Ewell,2018-2019,Local authority maintained schools,Primary,Does not apply,6.1,Outstanding,345,,,
936,124956,2085,936/2085,9362085,Epsom Primary and Nursery School,Epsom and Ewell,2016-2017,Local authority maintained schools,Primary,Does not apply,19.2,Good,622,0.3,-1.3,-0.3
936,124956,2085,936/2085,9362085,Epsom Primary and Nursery School,Epsom and Ewell,2017-2018,Local authority maintained schools,Primary,Does not apply,19.2,Good,602,-3.6,-2.4,-2.9
936,124956,2085,936/2085,9362085,Epsom Primary and Nursery School,Epsom and Ewell,2018-2019,Local authority maintained schools,Primary,Does not apply,19.2,Good,599,-0.1,-0.5,0.2
936,124967,2102,936/2102,9362102,Thames Ditton Junior School,Elmbridge,2016-2017,Local authority maintained schools,Primary,Does not apply,3.3,Good,434,-0.5,-0.3,-1.5
936,124967,2102,936/2102,9362102,Thames Ditton Junior School,Elmbridge,2017-2018,Local authority maintained schools,Primary,Does not apply,3.3,Good,405,-0.6,-2.1,-1.1
936,124967,2102,936/2102,9362102,Thames Ditton Junior School,Elmbridge,2018-2019,Local authority maintained schools,Primary,Does not apply,3.3,Good,431,0.1,-3.5,0
936,124971,2124,936/2124,9362124,Felbridge Primary School,Tandridge,2016-2017,Local authority maintained schools,Primary,Does not apply,1.9,Good,207,2.3,1,0.7
936,124971,2124,936/2124,9362124,Felbridge Primary School,Tandridge,2017-2018,Local authority maintained schools,Primary,Does not apply,1.9,Good,214,2.1,1.2,-0.7
936,124971,2124,936/2124,9362124,Felbridge Primary School,Tandridge,2018-2019,Local authority maintained schools,Primary,Does not apply,1.9,Good,214,0.2,1.5,-2.3
936,124978,2136,936/2136,9362136,Beacon Hill Community Primary School,Waverley,2016-2017,Local authority maintained schools,Primary,Does not apply,4.5,Good,253,-0.2,-1.4,-4.9
936,124978,2136,936/2136,9362136,Beacon Hill Community Primary School,Waverley,2017-2018,Local authority maintained schools,Primary,Does not apply,4.5,Good,254,-1.8,-1.4,-4.6
936,124978,2136,936/2136,9362136,Beacon Hill Community Primary School,Waverley,2018-2019,Local authority maintained schools,Primary,Does not apply,4.5,Good,255,-2.1,0.9,2.2
936,124979,2137,936/2137,9362137,Shottermill Junior School,Waverley,2016-2017,Local authority maintained schools,Primary,Does not apply,6.2,Good,288,0.8,-0.2,-3.1
936,124979,2137,936/2137,9362137,Shottermill Junior School,Waverley,2017-2018,Local authority maintained schools,Primary,Does not apply,6.2,Good,278,-1.8,-1.7,-3.4
936,124979,2137,936/2137,9362137,Shottermill Junior School,Waverley,2018-2019,Local authority maintained schools,Primary,Does not apply,6.2,Good,283,-0.1,-1.2,-3.3
936,124986,2156,936/2156,9362156,Dormansland Primary School,Tandridge,2016-2017,Local authority maintained schools,Primary,Does not apply,7,Good,203,1.1,1.3,-2.2
936,124986,2156,936/2156,9362156,Dormansland Primary School,Tandridge,2017-2018,Local authority maintained schools,Primary,Does not apply,7,Good,208,1.1,1.8,0.5
936,124986,2156,936/2156,9362156,Dormansland Primary School,Tandridge,2018-2019,Local authority maintained schools,Primary,Does not apply,7,Good,213,-0.9,-0.2,-5
936,125005,2288,936/2288,9362288,Shawley Community Primary School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,15.7,Requires improvement,299,-1.2,-1.8,0.1
936,125005,2288,936/2288,9362288,Shawley Community Primary School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,15.7,Requires improvement,297,-5,-4.6,-3.4
936,125005,2288,936/2288,9362288,Shawley Community Primary School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,15.7,Requires improvement,311,-2,-2.2,-1.8
936,125008,2297,936/2297,9362297,The Greville Primary School,Mole Valley,2016-2017,Local authority maintained schools,Primary,Does not apply,7,Good,602,0.4,-1.1,-0.6
936,125008,2297,936/2297,9362297,The Greville Primary School,Mole Valley,2017-2018,Local authority maintained schools,Primary,Does not apply,7,Good,626,-0.5,-1.4,-1.5
936,125008,2297,936/2297,9362297,The Greville Primary School,Mole Valley,2018-2019,Local authority maintained schools,Primary,Does not apply,7,Good,647,-1.1,-1.7,-0.4
936,125009,5220,936/5220,9365220,Bushy Hill Junior School,Guildford,2016-2017,Local authority maintained schools,Primary,None,12.3,Good,226,-0.6,-1.8,-1.6
936,125009,5220,936/5220,9365220,Bushy Hill Junior School,Guildford,2017-2018,Local authority maintained schools,Primary,None,12.3,Good,235,-0.4,-2.1,-1
936,125009,5220,936/5220,9365220,Bushy Hill Junior School,Guildford,2018-2019,Local authority maintained schools,Primary,None,12.3,Good,265,0.9,-0.8,0.2
936,125012,2311,936/2311,9362311,Meath Green Junior School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,8.6,Good,358,-4.6,-1.5,-2.3
936,125012,2311,936/2311,9362311,Meath Green Junior School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,8.6,Good,353,-3.2,0.2,-0.7
936,125012,2311,936/2311,9362311,Meath Green Junior School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,8.6,Good,356,-2.2,-0.7,-1.6
936,125019,2335,936/2335,9362335,Oakfield Junior School,Mole Valley,2016-2017,Local authority maintained schools,Primary,Does not apply,9.8,Good,245,-0.6,-0.4,-0.8
936,125019,2335,936/2335,9362335,Oakfield Junior School,Mole Valley,2017-2018,Local authority maintained schools,Primary,Does not apply,9.8,Good,248,2.6,-0.5,0.7
936,125019,2335,936/2335,9362335,Oakfield Junior School,Mole Valley,2018-2019,Local authority maintained schools,Primary,Does not apply,9.8,Good,250,1.1,-1.1,0.7
936,125021,5218,936/5218,9365218,Godstone Primary and Nursery School,Tandridge,2016-2017,Local authority maintained schools,Primary,None,21.6,Good,232,-0.2,0.7,-2.9
936,125021,5218,936/5218,9365218,Godstone Primary and Nursery School,Tandridge,2017-2018,Local authority maintained schools,Primary,None,21.6,Good,239,-1.1,-0.6,-2.4
936,125021,5218,936/5218,9365218,Godstone Primary and Nursery School,Tandridge,2018-2019,Local authority maintained schools,Primary,None,21.6,Good,231,0.6,0.4,-2.7
936,125023,2343,936/2343,9362343,Banstead Community Junior School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,9.8,Good,355,-1.5,-1.7,-1.4
936,125023,2343,936/2343,9362343,Banstead Community Junior School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,9.8,Good,352,-0.8,-1.3,-1.1
936,125023,2343,936/2343,9362343,Banstead Community Junior School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,9.8,Good,342,-0.9,-1.6,-1.7
936,125025,2349,936/2349,9362349,Worplesdon Primary School,Guildford,2016-2017,Local authority maintained schools,Primary,Does not apply,8.8,Good,435,1.8,-1.4,0.7
936,125025,2349,936/2349,9362349,Worplesdon Primary School,Guildford,2017-2018,Local authority maintained schools,Primary,Does not apply,8.8,Good,453,0,-2,-1.5
936,125025,2349,936/2349,9362349,Worplesdon Primary School,Guildford,2018-2019,Local authority maintained schools,Primary,Does not apply,8.8,Good,472,-0.4,-1,-0.6
936,125026,2350,936/2350,9362350,West Ashtead Primary School,Mole Valley,2016-2017,Local authority maintained schools,Primary,Does not apply,7.7,Requires improvement,339,-1.9,-2.7,-3.4
936,125026,2350,936/2350,9362350,West Ashtead Primary School,Mole Valley,2017-2018,Local authority maintained schools,Primary,Does not apply,7.7,Requires improvement,347,-3.3,-4.6,-3.5
936,125026,2350,936/2350,9362350,West Ashtead Primary School,Mole Valley,2018-2019,Local authority maintained schools,Primary,Does not apply,7.7,Requires improvement,352,-1,-2.3,-1.7
936,125029,2361,936/2361,9362361,Shawfield Primary School,Guildford,2016-2017,Local authority maintained schools,Primary,Does not apply,18.8,Good,186,0.5,0.7,0
936,125029,2361,936/2361,9362361,Shawfield Primary School,Guildford,2017-2018,Local authority maintained schools,Primary,Does not apply,18.8,Good,200,0.1,-1.2,-1.2
936,125029,2361,936/2361,9362361,Shawfield Primary School,Guildford,2018-2019,Local authority maintained schools,Primary,Does not apply,18.8,Good,200,2.6,-1.8,-1.2
936,125038,2385,936/2385,9362385,Hurst Park Primary School,Elmbridge,2016-2017,Local authority maintained schools,Primary,Does not apply,7,Good,400,1.2,-1.8,-1.1
936,125038,2385,936/2385,9362385,Hurst Park Primary School,Elmbridge,2017-2018,Local authority maintained schools,Primary,Does not apply,7,Good,435,2.1,-0.9,1
936,125038,2385,936/2385,9362385,Hurst Park Primary School,Elmbridge,2018-2019,Local authority maintained schools,Primary,Does not apply,7,Good,444,0.1,-0.8,-0.2
936,125042,2394,936/2394,9362394,Ongar Place Primary School,Runnymede,2016-2017,Local authority maintained schools,Primary,Does not apply,18.9,Good,207,0.8,0.3,0.7
936,125042,2394,936/2394,9362394,Ongar Place Primary School,Runnymede,2017-2018,Local authority maintained schools,Primary,Does not apply,18.9,Good,208,-1,-0.7,0.2
936,125042,2394,936/2394,9362394,Ongar Place Primary School,Runnymede,2018-2019,Local authority maintained schools,Primary,Does not apply,18.9,Good,201,-2.6,0.5,-1.5
936,125044,2400,936/2400,9362400,Godalming Junior School,Waverley,2016-2017,Local authority maintained schools,Primary,Does not apply,7.9,Good,231,0.9,0,-1.5
936,125044,2400,936/2400,9362400,Godalming Junior School,Waverley,2017-2018,Local authority maintained schools,Primary,Does not apply,7.9,Good,234,0.8,-0.3,-1.3
936,125044,2400,936/2400,9362400,Godalming Junior School,Waverley,2018-2019,Local authority maintained schools,Primary,Does not apply,7.9,Good,239,1.5,0.2,0.6
936,125055,2427,936/2427,9362427,Burhill Primary School,Elmbridge,2016-2017,Local authority maintained schools,Primary,None,5.8,Good,587,,,
936,125055,2427,936/2427,9362427,Burhill Primary School,Elmbridge,2017-2018,Local authority maintained schools,Primary,None,5.8,Good,641,-1.9,-2.7,-3.7
936,125055,2427,936/2427,9362427,Burhill Primary School,Elmbridge,2018-2019,Local authority maintained schools,Primary,None,5.8,Good,616,-1.7,-0.8,-1.5
936,125056,2428,936/2428,9362428,Grovelands Primary School,Elmbridge,2016-2017,Local authority maintained schools,Primary,Does not apply,19.3,Good,439,,,
936,125056,2428,936/2428,9362428,Grovelands Primary School,Elmbridge,2017-2018,Local authority maintained schools,Primary,Does not apply,19.3,Good,484,1.1,-1.5,1.6
936,125056,2428,936/2428,9362428,Grovelands Primary School,Elmbridge,2018-2019,Local authority maintained schools,Primary,Does not apply,19.3,Good,500,1.4,-1.3,0.8
936,125058,2430,936/2430,9362430,Bell Farm Primary School,Elmbridge,2016-2017,Local authority maintained schools,Primary,Does not apply,14.9,Good,545,1.5,1.1,0.1
936,125058,2430,936/2430,9362430,Bell Farm Primary School,Elmbridge,2017-2018,Local authority maintained schools,Primary,Does not apply,14.9,Good,531,0.6,-0.3,-0.7
936,125058,2430,936/2430,9362430,Bell Farm Primary School,Elmbridge,2018-2019,Local authority maintained schools,Primary,Does not apply,14.9,Good,589,1.8,0,2.3
936,125060,2435,936/2435,9362435,Audley Primary School,Tandridge,2016-2017,Local authority maintained schools,Primary,Does not apply,13,Good,215,2.2,2.4,3.4
936,125060,2435,936/2435,9362435,Audley Primary School,Tandridge,2017-2018,Local authority maintained schools,Primary,Does not apply,13,Good,214,1.7,2.1,3.1
936,125060,2435,936/2435,9362435,Audley Primary School,Tandridge,2018-2019,Local authority maintained schools,Primary,Does not apply,13,Good,213,1.2,0.8,2.5
936,125066,2446,936/2446,9362446,Stamford Green Primary School,Epsom and Ewell,2016-2017,Local authority maintained schools,Primary,Does not apply,5.2,Outstanding,511,1.5,3.1,0.1
936,125066,2446,936/2446,9362446,Stamford Green Primary School,Epsom and Ewell,2017-2018,Local authority maintained schools,Primary,Does not apply,5.2,Outstanding,541,3.1,2.6,1.3
936,125066,2446,936/2446,9362446,Stamford Green Primary School,Epsom and Ewell,2018-2019,Local authority maintained schools,Primary,Does not apply,5.2,Outstanding,570,2.3,-0.2,1.3
936,125068,2453,936/2453,9362453,Earlswood Junior School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,14.8,Good,438,0.1,-0.3,0.6
936,125068,2453,936/2453,9362453,Earlswood Junior School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,14.8,Good,461,-0.1,-0.5,0.3
936,125068,2453,936/2453,9362453,Earlswood Junior School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,14.8,Good,462,-1.4,-2.5,-1
936,125069,2454,936/2454,9362454,Holland Junior School,Tandridge,2016-2017,Local authority maintained schools,Primary,Does not apply,15.9,Good,219,0.4,-1,-2.1
936,125069,2454,936/2454,9362454,Holland Junior School,Tandridge,2017-2018,Local authority maintained schools,Primary,Does not apply,15.9,Good,212,-3.2,-4,-5.6
936,125069,2454,936/2454,9362454,Holland Junior School,Tandridge,2018-2019,Local authority maintained schools,Primary,Does not apply,15.9,Good,205,-0.2,-3.7,-2.6
936,125070,2457,936/2457,9362457,Reigate Priory Community Junior School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,4.2,Outstanding,661,1.4,-0.4,-0.2
936,125070,2457,936/2457,9362457,Reigate Priory Community Junior School,Reigate and Banstead,2017-2018,Local authority maintained schools,Primary,Does not apply,4.2,Outstanding,626,1.2,-0.5,-0.1
936,125070,2457,936/2457,9362457,Reigate Priory Community Junior School,Reigate and Banstead,2018-2019,Local authority maintained schools,Primary,Does not apply,4.2,Outstanding,622,2.1,-0.5,-1.3
936,125072,2467,936/2467,9362467,Thorpe Lea Primary School,Runnymede,2016-2017,Local authority maintained schools,Primary,Does not apply,25,Good,240,-2.4,2.7,-0.3
936,125072,2467,936/2467,9362467,Thorpe Lea Primary School,Runnymede,2017-2018,Local authority maintained schools,Primary,Does not apply,25,Good,250,0.4,-1.6,-0.4
936,125072,2467,936/2467,9362467,Thorpe Lea Primary School,Runnymede,2018-2019,Local authority maintained schools,Primary,Does not apply,25,Good,265,-1.6,-0.6,-2
936,125073,2468,936/2468,9362468,St Ann's Heath Junior School,Runnymede,2016-2017,Local authority maintained schools,Primary,Does not apply,7.1,Good,286,0.6,-1.8,1.1
936,125073,2468,936/2468,9362468,St Ann's Heath Junior School,Runnymede,2017-2018,Local authority maintained schools,Primary,Does not apply,7.1,Good,292,0.2,-2.1,-0.5
936,125073,2468,936/2468,9362468,St Ann's Heath Junior School,Runnymede,2018-2019,Local authority maintained schools,Primary,Does not apply,7.1,Good,267,-0.2,-1.5,0.8
936,125077,2478,936/2478,9362478,William Cobbett Primary School,Waverley,2016-2017,Local authority maintained schools,Primary,Does not apply,9.6,Good,527,1.5,-1.1,-0.7
936,125077,2478,936/2478,9362478,William Cobbett Primary School,Waverley,2017-2018,Local authority maintained schools,Primary,Does not apply,9.6,Good,522,-0.6,-1.4,-1.9
936,125077,2478,936/2478,9362478,William Cobbett Primary School,Waverley,2018-2019,Local authority maintained schools,Primary,Does not apply,9.6,Good,510,0.8,-0.1,-0.9
936,125079,2484,936/2484,9362484,Tillingbourne Junior School,Guildford,2016-2017,Local authority maintained schools,Primary,Does not apply,9.3,Good,350,-1.1,-0.8,-2
936,125079,2484,936/2484,9362484,Tillingbourne Junior School,Guildford,2017-2018,Local authority maintained schools,Primary,Does not apply,9.3,Good,356,-0.1,-0.2,0.5
936,125079,2484,936/2484,9362484,Tillingbourne Junior School,Guildford,2018-2019,Local authority maintained schools,Primary,Does not apply,9.3,Good,363,-0.1,0.7,0.7
936,125081,2491,936/2491,9362491,West Byfleet Junior School,Woking,2016-2017,Local authority maintained schools,Primary,Does not apply,7.3,Good,233,3.7,1.1,0.7
936,125081,2491,936/2491,9362491,West Byfleet Junior School,Woking,2017-2018,Local authority maintained schools,Primary,Does not apply,7.3,Good,265,0.5,1.9,0.2
936,125081,2491,936/2491,9362491,West Byfleet Junior School,Woking,2018-2019,Local authority maintained schools,Primary,Does not apply,7.3,Good,290,3.1,-0.3,1.4
936,125088,2873,936/2873,9362873,Clarendon Primary School,Spelthorne,2016-2017,Local authority maintained schools,Primary,Does not apply,10.7,Good,295,-2.1,0,-0.8
936,125088,2873,936/2873,9362873,Clarendon Primary School,Spelthorne,2017-2018,Local authority maintained schools,Primary,Does not apply,10.7,Good,289,-0.7,-0.3,-1.4
936,125088,2873,936/2873,9362873,Clarendon Primary School,Spelthorne,2018-2019,Local authority maintained schools,Primary,Does not apply,10.7,Good,283,1.8,0.6,1.9
936,125094,2907,936/2907,9362907,Chennestone Primary School,Spelthorne,2016-2017,Local authority maintained schools,Primary,Does not apply,4.1,Good,362,1,-0.9,-1.2
936,125094,2907,936/2907,9362907,Chennestone Primary School,Spelthorne,2017-2018,Local authority maintained schools,Primary,Does not apply,4.1,Good,363,0.5,-1.6,-1.5
936,125094,2907,936/2907,9362907,Chennestone Primary School,Spelthorne,2018-2019,Local authority maintained schools,Primary,Does not apply,4.1,Good,358,-1.5,-0.7,-3.8
936,125104,2925,936/2925,9362925,Langshott Primary School,Reigate and Banstead,2016-2017,Local authority maintained schools,Primary,Does not apply,8.4,Good,353,,,
