"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)","FSM","Linked establishments"
116024,"850","Hampshire","2299","Foxhills Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","177","83","94","11.9","Not applicable","","Not applicable","","Not under a federation","",10075359,"","Not applicable","08-02-2018","31-01-2022","Foxhills","Colbury","","Southampton","Hampshire","SO40 7ED","www.foxhills-inf.hants.sch.uk","02380292453","Mrs","Lucy","Howe","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Ashurst, Copythorne South and Netley Marsh","New Forest East","(England/Wales) Urban city and town","E10000014",434392,111712,"New Forest 006","New Forest 006D","","","","","Good","South-East England and South London","","100062528837","","Not applicable","Not applicable","","","E02004784","E01022980","21","Does not have links"
116025,"850","Hampshire","2300","The Butts Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",316,"No Special Classes","21-01-2021","244","126","118","10.2","Not applicable","","Not applicable","","Not under a federation","",10076977,"","Not applicable","19-06-2019","19-01-2022","Bolle Road","","","Alton","Hampshire","GU34 1PW","www.butts.hants.sch.uk","0142084102","Mrs","Julia","Woodhouse","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Alton Whitedown","East Hampshire","(England/Wales) Urban city and town","E10000014",470998,138744,"East Hampshire 003","East Hampshire 003E","","","","","Good","South-East England and South London","","1710017667","","Not applicable","Not applicable","","","E02004699","E01022578","25","Does not have links"
116026,"850","Hampshire","2301","Knights Enham Nursery and Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",250,"No Special Classes","21-01-2021","203","111","92","41.5","Not applicable","","Not applicable","","Not under a federation","",10075358,"","Not applicable","06-03-2018","28-03-2022","King Arthurs Way","","","Andover","Hampshire","SP10 4BS","www.knightsenham-inf.hants.sch.uk/","01264352151","Mrs","Claire","Beazley","Acting Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Andover Harroway","North West Hampshire","(England/Wales) Urban city and town","E10000014",436397,147379,"Test Valley 002","Test Valley 002A","","","","","Good","South-East England and South London","","200000728936","","Not applicable","Not applicable","","","E02004815","E01023153","68","115995 Predecessor","115996 Predecessor"
116027,"850","Hampshire","2304","Bursledon Junior School(CA)","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"Has Special Classes","21-01-2021","335","175","160","27.8","Not applicable","","Not applicable","","Supported by a federation","Bursledon Federation of Schools",10079091,"","Not applicable","14-11-2017","07-03-2022","Long Lane","Bursledon","","Southampton","Hampshire","SO31 8BZ","www.bursledonschools.co.uk/","02380402738","Mrs","Kerry","Stamp","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Bursledon & Hound North","Eastleigh","(England/Wales) Urban city and town","E10000014",448306,109906,"Eastleigh 013","Eastleigh 013E","","","","","Good","South-East England and South London","","10009591874","","Not applicable","Not applicable","","","E02004724","E01022658","93","Does not have links"
116028,"850","Hampshire","2306","Ranvilles Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","180","88","92","7.8","Not applicable","","Not applicable","","Not under a federation","",10075357,"","Not applicable","27-11-2009","18-04-2022","Oldbury Way","","","Fareham","Hampshire","PO14 3BN","http://www.ranvilles-inf.hants.sch.uk/","01329841653","Miss","Kelly","Woodmore","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Fareham West","Fareham","(England/Wales) Urban city and town","E10000014",455408,105752,"Fareham 009","Fareham 009B","","","","","Outstanding","South-East England and South London","","100062643141","","Not applicable","Not applicable","","","E02004735","E01022741","14","Does not have links"
116029,"850","Hampshire","2307","Holbury Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","12-09-2005","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Whitefield Road","Holbury","","Southampton","Hampshire","SO45 2HW","","","Mrs","S","Lee","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Holbury and North Blackfield","New Forest East","(England/Wales) Urban city and town","E10000014",443222,103363,"New Forest 013","New Forest 013D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02004791","E01023033","","134734 Successor"
116030,"850","Hampshire","2309","Northern Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","165","92","73","11.5","Not applicable","","Not applicable","","Supported by a federation","The Federation of Northern Infant and Junior Schools",10075356,"","Not applicable","20-03-2018","08-04-2022","Richmond Rise","Portchester","","Fareham","Hampshire","PO16 8DG","www.northernfederation.org.uk","02392370693","Mr","John","Bailey","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Portchester West","Fareham","(England/Wales) Urban city and town","E10000014",461274,106168,"Fareham 012","Fareham 012E","","","","","Good","South-East England and South London","","100062408490","","Not applicable","Not applicable","","","E02004738","E01022767","19","Does not have links"
116031,"850","Hampshire","2310","Poulner Infant School and Nursery","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","21-01-2021","246","133","113","11.8","Not applicable","","Not applicable","","Not under a federation","",10075355,"","Not applicable","06-03-2019","15-02-2022","North Poulner Road","","","Ringwood","Hampshire","BH24 3LA","www.poulnerinfantschool.com/","01425472338","Mrs","J","Conner","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Ringwood North","New Forest West","(England/Wales) Urban city and town","E10000014",416305,106513,"New Forest 010","New Forest 010E","","","","","Good","South-East England and South London","","100062640460","","Not applicable","Not applicable","","","E02004788","E01023067","29","Does not have links"
116032,"850","Hampshire","2312","Halterworth Community Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","30-11-2020","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",409,"No Special Classes","16-01-2020","440","214","226","2","Not applicable","","Not applicable","","Not under a federation","",10076976,"","Not applicable","30-06-2010","30-11-2020","Halterworth Lane","","","Romsey","Hampshire","SO51 9AD","","","Mr","Phil","Thomas","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Romsey Tadburn","Romsey and Southampton North","(England/Wales) Urban city and town","E10000014",437319,121115,"Test Valley 010","Test Valley 010D","","","","","Outstanding","South-East England and South London","","100062648742","","Not applicable","Not applicable","","","E02004823","E01023207","9","148216 Successor"
116033,"850","Hampshire","2313","Park Gate Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",419,"No Special Classes","21-01-2021","406","193","213","9.4","Not applicable","","Not applicable","","Not under a federation","",10076975,"","Not applicable","04-10-2017","12-01-2022","Northmore Road","Park Gate","","Southampton","Hampshire","SO31 6LX","www.parkgateprimary.co.uk","01489575444","Mrs","Lindsay","McCarthy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Locks Heath","Fareham","(England/Wales) Urban city and town","E10000014",451689,108020,"Fareham 002","Fareham 002B","","","","","Good","South-East England and South London","","100062524626","","Not applicable","Not applicable","","","E02004728","E01022753","38","Does not have links"
116034,"850","Hampshire","2314","South Wonston Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",416,"No Special Classes","21-01-2021","324","152","172","8.3","Not applicable","","Not applicable","","Not under a federation","",10076974,"","Not applicable","22-11-2018","11-03-2022","Downs Road","South Wonston","","Winchester","Hampshire","SO21 3EH","http://www.southwonston.hants.sch.uk","01962881311","Ms","Jane","Bundy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Wonston and Micheldever","Winchester","(England/Wales) Rural town and fringe","E10000014",446884,135752,"Winchester 001","Winchester 001B","","","","","Good","South-East England and South London","","100062519405","","Not applicable","Not applicable","","","E02004829","E01023287","27","Does not have links"
116035,"850","Hampshire","2315","Bishopswood Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","173","92","81","9.2","Not applicable","","Not applicable","","Not under a federation","",10075354,"","Not applicable","25-04-2019","30-03-2022","Barlows Road","","","Tadley","Hampshire","RG26 3NA","www.bishopswood-inf.hants.sch.uk","01189812836","Mr","Glen","Golding","Excecutive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Tadley & Pamber","North West Hampshire","(England/Wales) Urban city and town","E10000014",459858,161503,"Basingstoke and Deane 001","Basingstoke and Deane 001E","","","","","Good","South-East England and South London","","10000450340","","Not applicable","Not applicable","","","E02004675","E01022560","16","Does not have links"
116036,"850","Hampshire","2316","Kempshott Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","267","132","135","8.2","Not applicable","","Not applicable","","Not under a federation","",10075353,"","Not applicable","13-07-2007","01-03-2022","Old Down Close","Homestead Road","Kempshott","Basingstoke","Hampshire","RG22 5LL","http://www.kempshottinfants.com","01256461795","Mrs","Nicola","Potter","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Kempshott & Buckskin","Basingstoke","(England/Wales) Urban city and town","E10000014",460308,149918,"Basingstoke and Deane 018","Basingstoke and Deane 018E","","","","","Outstanding","South-East England and South London","","100062460280","","Not applicable","Not applicable","","","E02004692","E01022519","22","Does not have links"
116037,"850","Hampshire","2317","Wootey Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","21-01-2021","194","98","96","31.4","Not applicable","","Not applicable","","Not under a federation","",10079090,"","Not applicable","14-03-2017","12-04-2022","Wooteys Way","","","Alton","Hampshire","GU34 2JA","www.wootey-jun.hants.sch.uk/","0142082532","Mr","Tim","O'Brien","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Alton Wooteys","East Hampshire","(England/Wales) Urban city and town","E10000014",471881,140713,"East Hampshire 003","East Hampshire 003F","","","","","Good","South-East England and South London","","","","Not applicable","Not applicable","","","E02004699","E01022580","61","Does not have links"
116038,"850","Hampshire","2318","Roman Way Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","21-01-2021","247","118","129","32.8","Not applicable","","Not applicable","","Not under a federation","",10076973,"","Not applicable","24-01-2017","22-03-2022","Roman Way","","","Andover","Hampshire","SP10 5JY","http://www.romanwayprimary.org","01264352118","Ms","Sarah","Jones","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Andover Romans","North West Hampshire","(England/Wales) Urban city and town","E10000014",436630,147714,"Test Valley 002","Test Valley 002B","","","","","Good","South-East England and South London","","100062540235","","Not applicable","Not applicable","","","E02004815","E01023154","81","Does not have links"
116039,"850","Hampshire","2319","Old Basing Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","254","136","118","3.5","Not applicable","","Not applicable","","Not under a federation","",10080439,"","Not applicable","14-02-2008","27-02-2022","Milkingpen Lane","Old Basing","","Basingstoke","Hampshire","RG24 7DL","www.oldbasinginfants.co.uk/","01256325704","Mrs","Tracey","McCarley","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Basingstoke and Deane","Basing & Upton Grey","Basingstoke","(England/Wales) Urban city and town","E10000014",466669,152745,"Basingstoke and Deane 017","Basingstoke and Deane 017A","","","","","Outstanding","South-East England and South London","","100062461298","","Not applicable","Not applicable","","","E02004691","E01022467","9","Does not have links"
116040,"850","Hampshire","2320","Rucstall Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","21-01-2021","201","109","92","23.4","Not applicable","","Not applicable","","Not under a federation","",10076972,"","Not applicable","04-10-2017","23-03-2022","Holbein Close","Black Dam","","Basingstoke","Hampshire","RG21 3EX","www.rucstall.hants.sch.uk","01256466524","Mrs","Ruth","Griffiths","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Eastrop & Grove","Basingstoke","(England/Wales) Urban city and town","E10000014",464781,151418,"Basingstoke and Deane 011","Basingstoke and Deane 011C","","","","","Good","South-East England and South London","","100062459115","","Not applicable","Not applicable","","","E02004685","E01022506","47","Does not have links"
116041,"850","Hampshire","2321","Castle Hill Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","173","91","82","13.9","Not applicable","","Not applicable","","Not under a federation","",10075352,"","Not applicable","28-04-2008","18-01-2022","Greenbank","Winklebury Way","","Basingstoke","Hampshire","RG23 8BN","www.castlehillinfantschool.org/","01256326899","Mrs","Alison","Story-Scrivens","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Winklebury & Manydown","Basingstoke","(England/Wales) Urban city and town","E10000014",461072,152478,"Basingstoke and Deane 010","Basingstoke and Deane 010D","","","","","Outstanding","South-East England and South London","","100062460605","","Not applicable","Not applicable","","","E02004684","E01022568","24","Does not have links"
116042,"850","Hampshire","2322","Scantabout Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",222,"No Special Classes","21-01-2021","224","129","95","5.8","Not applicable","","Not applicable","","Not under a federation","",10076971,"","Not applicable","05-02-2019","16-03-2022","Ionic Close","Chandler's Ford","","Eastleigh","Hampshire","SO53 2NR","www.scantabout-pri.hants.sch.uk/","02380266892","Mrs","Tina","Thomas","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Hiltingbury","Winchester","(England/Wales) Urban city and town","E10000014",444649,121227,"Eastleigh 002","Eastleigh 002E","","","","","Good","South-East England and South London","","100062538341","","Not applicable","Not applicable","","","E02004713","E01022704","13","Does not have links"
116043,"850","Hampshire","2323","Denmead Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","21-01-2021","330","173","157","13","Not applicable","","Not applicable","","Not under a federation","",10079089,"","Not applicable","03-10-2019","02-02-2022","Bere Road","Denmead","","Waterlooville","Hampshire","PO7 6PH","www.denmead-jun.hants.sch.uk","02392252735","Mr","Andy","Clarke","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Denmead","Meon Valley","(England/Wales) Rural town and fringe","E10000014",466031,111518,"Winchester 014","Winchester 014E","","","","","Good","South-East England and South London","","100062454773","","Not applicable","Not applicable","","","E02004842","E01023234","43","Does not have links"
116044,"850","Hampshire","2324","Tavistock Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","259","123","136","9.7","Not applicable","","Not applicable","","Not under a federation","",10075351,"","Not applicable","31-01-2019","16-03-2022","Broadacres","Calthorpe Park","","Fleet","Hampshire","GU51 4EB","www.tavistockinfants.co.uk/","01252616778","Mrs","Joanne","O'connor","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Fleet Central","North East Hampshire","(England/Wales) Urban city and town","E10000014",479821,153621,"Hart 008","Hart 008B","","","","","Good","South-East England and South London","","100062325034","","Not applicable","Not applicable","","","E02004758","E01022871","25","Does not have links"
116045,"850","Hampshire","2325","Hook Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",450,"No Special Classes","21-01-2021","459","222","237","10.2","Not applicable","","Not applicable","","Not under a federation","",10075231,"","Not applicable","29-03-2017","28-03-2022","Ravenscroft","","","Hook","Hampshire","RG27 9NN","www.hook-jun.hants.sch.uk/","01256762468","Mrs","Lynn","Martin","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Hook","North East Hampshire","(England/Wales) Rural town and fringe","E10000014",472733,154310,"Hart 006","Hart 006E","","","","","Outstanding","South-East England and South London","","100062465024","","Not applicable","Not applicable","","","E02004756","E01022885","47","Does not have links"
116046,"850","Hampshire","2326","Olivers Battery Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",225,"No Special Classes","21-01-2021","209","106","103","17.7","Not applicable","","Not applicable","","Not under a federation","",10076970,"","Not applicable","02-10-2019","25-11-2021","Austen Avenue","Olivers Battery","","Winchester","Hampshire","SO22 4HP","http://www.oliversbatteryprimary.com","01962869496","Mrs","Carly","Redfern","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Badger Farm and Oliver's Battery","Winchester","(England/Wales) Urban city and town","E10000014",446086,127410,"Winchester 009","Winchester 009D","","","","","Good","South-East England and South London","","100062519566","","Not applicable","Not applicable","","","E02004837","E01023244","37","Does not have links"
116047,"850","Hampshire","2328","Oakley Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","175","85","90","9.1","Not applicable","","Not applicable","","Not under a federation","",10075350,"","Not applicable","10-07-2009","10-03-2022","Oakley Lane","Oakley","","Basingstoke","Hampshire","RG23 7JZ","www.oakley-inf.hants.sch.uk/","01256780445","Mrs","Niamh","Hutchings","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Basingstoke and Deane","Oakley & The Candovers","North West Hampshire","(England/Wales) Rural town and fringe","E10000014",457261,150353,"Basingstoke and Deane 015","Basingstoke and Deane 015C","","","","","Outstanding","South-East England and South London","","100062460581","","Not applicable","Not applicable","","","E02004689","E01022530","16","Does not have links"
116048,"850","Hampshire","2329","Cupernham Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","234","110","124","11.5","Not applicable","","Not applicable","","Not under a federation","",10075349,"","Not applicable","05-06-2019","17-02-2022","Bransley Close","Woodley Lane","","Romsey","Hampshire","SO51 7JT","http://www.cupernhaminfant.com","01794514494","Mr","Duncan","Wells","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Romsey Cupernham","Romsey and Southampton North","(England/Wales) Urban city and town","E10000014",436679,122238,"Test Valley 010","Test Valley 010A","","","","","Good","South-East England and South London","","100062537132","","Not applicable","Not applicable","","","E02004823","E01023174","27","Does not have links"
116049,"850","Hampshire","2330","Calmore Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","177","92","85","18.1","Not applicable","","Not applicable","","Not under a federation","",10075348,"","Not applicable","22-03-2018","10-03-2022","Calmore Drive","Calmore","","Southampton","Hampshire","SO40 2ZZ","www.calmore-inf.hants.sch.uk/","02380865994","Mrs","Sarah","Willes","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Totton North","New Forest East","(England/Wales) Urban city and town","E10000014",434294,114511,"New Forest 002","New Forest 002B","","","","","Good","South-East England and South London","","100062640601","","Not applicable","Not applicable","","","E02004780","E01023082","32","Does not have links"
116050,"850","Hampshire","2331","Yateley Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2010","Primary",5,7,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Cranford Park Drive","","","Yateley","Hampshire","GU46 6LB","","","Miss","Sharon","Pole","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Yateley East","North East Hampshire","(England/Wales) Urban city and town","E10000014",481944,160547,"Hart 001","Hart 001A","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02004751","E01022890","","135885 Successor"
116051,"850","Hampshire","2332","Lymington Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","21-01-2021","253","133","120","9.1","Not applicable","","Not applicable","","Not under a federation","",10079088,"","Not applicable","20-02-2018","16-03-2022","Avenue Road","","","Lymington","Hampshire","SO41 9GP","www.lymingtonjuniorschool.org/","01590674383","Mr","Daniel","Twyman","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Buckland","New Forest West","(England/Wales) Urban city and town","E10000014",431879,95882,"New Forest 019","New Forest 019B","","","","","Good","South-East England and South London","","10007453647","","Not applicable","Not applicable","","","E02004797","E01023002","23","Does not have links"
