"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)","FSM","Linked establishments"
125084,"936","Surrey","2496","Sythwood Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","31-12-2013","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","29-11-2019","Sythwood","Horsell","","Woking","Surrey","GU21 3AX","","","Mrs","Sue","Tresilian","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","VI - Visual Impairment","","","","","","","","","","","","","Resourced provision",6,12,"","","South East","Woking","Goldsworth Park","Woking","(England/Wales) Urban major conurbation","E10000030",498744,159180,"Woking 005","Woking 005B","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006460","E01030952","","140509 Successor"
125085,"936","Surrey","2501","Cross Farm Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","30-09-2015","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",124,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","19-05-2011","29-11-2019","Gresham Way","Frimley Green","","Camberley","Surrey","GU16 6LZ","","","","Jules","Langston","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Frimley Green","Surrey Heath","(England/Wales) Urban city and town","E10000030",488387,156831,"Surrey Heath 011","Surrey Heath 011D","","","","","Outstanding","South-East England and South London","","","","Not applicable","Not applicable","","","E02006426","E01030773","","142345 Successor"
125086,"936","Surrey","2870","Buckland Junior School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2007","Primary",7,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Berryscroft Road","Laleham","","Staines","","TW18 1NB","","","Mrs","L","Christie","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines South","Spelthorne","(England/Wales) Urban major conurbation","E10000030",505346,170280,"Spelthorne 007","Spelthorne 007B","","","","","","South-East England and South London","","33037057","","Not applicable","Not applicable","","","E02006409","E01030739","","135237 Successor"
125087,"936","Surrey","2871","Buckland Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2007","Primary",5,7,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Berryscroft Road","Laleham","","Staines","","TW18 1NB","","","Mrs","Karima","Mould","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines South","Spelthorne","(England/Wales) Urban major conurbation","E10000030",505346,170280,"Spelthorne 007","Spelthorne 007B","","","","","","South-East England and South London","","33037057","","Not applicable","Not applicable","","","E02006409","E01030739","","135237 Successor"
125088,"936","Surrey","2873","Clarendon Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",241,"No Special Classes","21-01-2021","257","142","115","20.1","Not applicable","","Not applicable","","Not under a federation","",10073877,"","Not applicable","21-03-2018","14-01-2022","Knapp Road","","","Ashford","Surrey","TW15 2HZ","www.clarendon.surrey.sch.uk/","01784253379","Mr","William","Neale","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Ashford Town","Spelthorne","(England/Wales) Urban major conurbation","E10000030",506734,171919,"Spelthorne 003","Spelthorne 003C","","","","","Good","South-East England and South London","","33037117","","Not applicable","Not applicable","","","E02006405","E01030712","47","Does not have links"
125089,"936","Surrey","2874","Kingscroft Junior School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2011","Primary",7,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Park Avenue","","","Staines","Surrey","TW18 2EF","","","Mrs","B","Fox","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines","Spelthorne","(England/Wales) Urban major conurbation","E10000030",504178,170880,"Spelthorne 004","Spelthorne 004E","","","","","","South-East England and South London","","33037176","","Not applicable","Not applicable","","","E02006406","E01030738","","125092 Successor"
125090,"936","Surrey","2877","St Anne's Primary 3-7 School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2004","Primary",3,7,"No boarders","Has Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",173,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Clare Road","Stanwell","","Staines","","TW19 7DB","","","Mrs","A","Newman","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Stanwell North","Spelthorne","(England/Wales) Urban major conurbation","E10000030",506270,173944,"Spelthorne 001","Spelthorne 001B","","","","","","South-East England and South London","","33046566","","Not applicable","Not applicable","","","E02006403","E01030744","","134731 Successor"
125091,"936","Surrey","2878","Shortwood Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2011","Primary",5,7,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",81,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Stanwell New Road","","","Staines","Surrey","TW18 4HZ","","","Ms","Maggie","Ennis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines","Spelthorne","(England/Wales) Urban major conurbation","E10000030",504527,172084,"Spelthorne 004","Spelthorne 004A","","","","","","South-East England and South London","","33037191","","Not applicable","Not applicable","","","E02006406","E01030734","","125092 Successor"
125092,"936","Surrey","2880","Riverbridge Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","31-08-2016","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",630,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","17-10-2014","15-10-2018","Park Avenue","","","Staines","Surrey","TW18 2EF","","","Mrs","Mary Ellen","McCarthy","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Staines","Spelthorne","(England/Wales) Urban major conurbation","E10000030",504170,170873,"Spelthorne 004","Spelthorne 004E","","","","","Requires improvement","South-East England and South London","","33037176","","Not applicable","Not applicable","","","E02006406","E01030738","","125089 Predecessor","125091 Predecessor","143371 Successor"
125093,"936","Surrey","2903","Spelthorne Junior School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2011","Primary",7,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",400,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Feltham Hill Road","Ashford Common","","Ashford","Surrey","TW15 1LP","","","Mrs","Ann","Platt","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","Resourced provision",10,10,"","","South East","Spelthorne","Ashford Common","Spelthorne","(England/Wales) Urban major conurbation","E10000030",508917,170847,"Spelthorne 006","Spelthorne 006C","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006408","E01030699","","125095 Successor"
125094,"936","Surrey","2907","Chennestone Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",370,"No Special Classes","21-01-2021","355","171","184","9.6","Not applicable","","Not applicable","","Supported by a federation","Beauclerc and Chennestone Schools",10073876,"","Not applicable","05-07-2017","30-03-2022","Manor Lane","","","Sunbury-on-Thames","Surrey","TW16 5ED","http://www.chennestone.surrey.sch.uk","01932785477","Mrs","Lou","Anderson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Sunbury East","Spelthorne","(England/Wales) Urban major conurbation","E10000030",510966,169316,"Spelthorne 010","Spelthorne 010D","","","","","Good","South-East England and South London","","33041132","","Not applicable","Not applicable","","","E02006412","E01030756","34","Does not have links"
125095,"936","Surrey","2908","Spelthorne School","Community school","Local authority maintained schools","Closed","Not applicable","01-01-1900","For Academy","30-11-2018","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",690,"Has Special Classes","18-01-2018","605","299","306","11.6","Not applicable","","Not applicable","","Not under a federation","",10081377,"","Not applicable","04-05-2017","30-11-2018","Feltham Hill Road","","","Ashford","Middlesex","TW15 1LP","","","Mrs","Amy","Daniels","Interim Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","SEN unit","","",20,20,"South East","Spelthorne","Ashford Common","Spelthorne","(England/Wales) Urban major conurbation","E10000030",508917,170847,"Spelthorne 006","Spelthorne 006C","","","","","Special Measures","South-East England and South London","","33041771","","Not applicable","Not applicable","","","E02006408","E01030699","65","146264 Successor","125093 Predecessor"
125096,"936","Surrey","2912","Beauclerc Infant and Nursery School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",3,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",120,"No Special Classes","21-01-2021","152","65","87","6.4","Not applicable","","Not applicable","","Supported by a federation","Beauclerc and Chennestone Schools",10072756,"","Not applicable","11-10-2017","06-04-2022","116 French Street","","","Sunbury-on-Thames","Middlesex","TW16 5LE","http://www.beauclerc.surrey.sch.uk","01932780672","Mrs","Lou","Anderson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Sunbury East","Spelthorne","(England/Wales) Urban major conurbation","E10000030",511337,168929,"Spelthorne 010","Spelthorne 010A","","","","","Good","South-East England and South London","","33037269","","Not applicable","Not applicable","","","E02006412","E01030753","8","Does not have links"
125097,"936","Surrey","2913","Sandringham School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","30-09-2015","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","29-11-2019","Sandringham Way","Paddock Hill Estate","","Frimley","Surrey","GU16 9YF","","","Mrs","Christine","Dickinson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Frimley Green","Surrey Heath","(England/Wales) Urban city and town","E10000030",488847,157392,"Surrey Heath 011","Surrey Heath 011B","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006426","E01030771","","142366 Successor"
125098,"936","Surrey","2916","Barnwood Community Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2001","Primary",5,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable","","No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Barnwood Road","","","Guildford","Surrey","GU2 8HX","","","Mrs","J","Daniels","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Worplesdon","Guildford","(England/Wales) Urban city and town","E10000030",497074,150990,"Guildford 005","Guildford 005E","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006348","E01030503","","132758 Successor"
125099,"936","Surrey","2917","Busbridge Infant School","Foundation school","Local authority maintained schools","Closed","Not applicable","01-01-1900","For Academy","31-03-2022","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","173","89","84","4.1","Not supported by a trust","","Not applicable","","Not under a federation","",10072755,"","Not applicable","07-10-2021","31-03-2022","Hambledon Road","Busbridge","","Godalming","Surrey","GU7 1PJ","http://www.busbridge-infant.surrey.sch.uk","01483417898","Mr","Darren","Heatley","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Waverley","Godalming Holloway","South West Surrey","(England/Wales) Urban city and town","E10000030",497862,142716,"Waverley 010","Waverley 010C","","","","","Serious Weaknesses","South-East England and South London","","200001284683","","Not applicable","Not applicable","","","E02006448","E01030923","7","149037 Successor"
125100,"936","Surrey","2918","Hammond Community Junior School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","31-10-2015","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","17-11-2011","29-11-2019","Badger Drive","","","Lightwater","Surrey","GU18 5TS","","","Mrs","Sarah","Evans","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Lightwater","Surrey Heath","(England/Wales) Rural town and fringe","E10000030",492090,162148,"Surrey Heath 003","Surrey Heath 003A","","","","","Good","South-East England and South London","","","","Not applicable","Not applicable","","","E02006418","E01030778","","142426 Successor"
125101,"936","Surrey","2921","Englefield Green Infant School and Nurseries","Community school","Local authority maintained schools","Closed","Not applicable","01-01-1900","Result of Amalgamation/Merger","31-08-2021","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",256,"No Special Classes","21-01-2021","198","85","113","22.5","Not applicable","","Not applicable","","Not under a federation","",10072754,"","Not applicable","31-01-2018","31-08-2021","Barley Mow Road","Englefield Green","","Egham","Surrey","TW20 0NP","","","Miss","Michelle","McNamee","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Englefield Green East","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",499429,171262,"Runnymede 002","Runnymede 002B","","","","","Good","South-East England and South London","","100062599308","","Not applicable","Not applicable","","","E02006394","E01030672","36","148469 Successor - amalgamated"
125102,"936","Surrey","2923","Blackdown Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Closure","31-08-2004","Primary",4,11,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",157,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","29-11-2019","Newfoundland Road","Deepcut","","Camberley","Surrey","GU16 6TA","","","Mrs","Wendy","Craft","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Mytchett & Deepcut","Surrey Heath","(England/Wales) Urban city and town","E10000030",491154,157729,"Surrey Heath 012","Surrey Heath 012C","","","","","","South-East England and South London","","10002671805","","Not applicable","Not applicable","","","E02006427","E01030784","","Does not have links"
125103,"936","Surrey","2924","Green Lane Infant School","Community school","Local authority maintained schools","Closed","Not applicable","","Result of Amalgamation/Merger","31-08-2005","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",174,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Green Lane","Farncombe","","Godalming","Surrey","GU7 3TB","","","Miss","J","Bevans","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Godalming Binscombe","South West Surrey","(England/Wales) Urban city and town","E10000030",497216,145941,"Waverley 005","Waverley 005B","","","","","","South-East England and South London","","10013890069","","Not applicable","Not applicable","","","E02006443","E01030912","","134828 Successor"
125104,"936","Surrey","2925","Langshott Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","21-01-2021","416","222","194","9.4","Not applicable","","Not applicable","","Not under a federation","",10073875,"","Not applicable","14-09-2017","20-04-2022","Smallfield Road","Langshott","","Horley","Surrey","RH6 9AU","www.langshott-surrey.co.uk/","01293776341","Mrs","Sarah","Mackintosh","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Horley Central & South","East Surrey","(England/Wales) Urban city and town","E10000030",529085,143271,"Reigate and Banstead 017","Reigate and Banstead 017A","","","","","Good","South-East England and South London","","68140270","","Not applicable","Not applicable","","","E02006391","E01030580","39","Does not have links"
125105,"936","Surrey","2926","Broadmere Community Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","31-03-2013","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","29-11-2019","Devonshire Avenue","Sheerwater","","Woking","Surrey","GU21 5QE","","","Mrs","Patricia","Cahillane","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","HI - Hearing Impairment","","","","","","","","","","","","","Resourced provision",5,6,"","","South East","Woking","Canalside","Woking","(England/Wales) Urban major conurbation","E10000030",502686,160596,"Woking 004","Woking 004E","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006459","E01030984","","139479 Successor"
125106,"936","Surrey","2927","Kenyngton Manor Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","For Academy","30-11-2013","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",401,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Bryony Way","Off Beechwood Avenue","","Sunbury-on-Thames","Surrey","TW16 7QL","","","Mrs","B","Hough-Homer","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Sunbury Common","Spelthorne","(England/Wales) Urban major conurbation","E10000030",510115,170845,"Spelthorne 008","Spelthorne 008A","","","","","","South-East England and South London","","33031020","","Not applicable","Not applicable","","","E02006410","E01030748","","140348 Successor"
125107,"936","Surrey","2928","Hythe Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","21-01-2021","413","230","183","24.2","Not applicable","","Not applicable","","Not under a federation","",10069189,"","Not applicable","24-05-2017","22-03-2022","Thorpe Road","Hythe","","Staines","Surrey","TW18 3HD","http://www.hythe.surrey.sch.uk","01784452972","Mrs","Amy","Peart","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","MLD - Moderate Learning Difficulty","","","","","","","","","","","","","SEN unit","","",25,25,"South East","Runnymede","Egham Hythe","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",502760,171041,"Runnymede 003","Runnymede 003D","","","","","Good","South-East England and South London","","200004027187","","Not applicable","Not applicable","","","E02006395","E01030666","100","Does not have links"
125108,"936","Surrey","2929","Claygate Primary School","Foundation school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","21-01-2021","367","197","170","6.8","Supported by a trust","The Ember Learning Trust","Not applicable","","Not under a federation","",10073070,"","Not applicable","09-01-2020","29-03-2022","Foley Road","Claygate","","Esher","Surrey","KT10 0NB","http://www.claygate.surrey.sch.uk","01372465348","Mrs","Sandra","Cunningham","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Claygate","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",515452,163397,"Elmbridge 015","Elmbridge 015D","","","","","Requires improvement","South-East England and South London","","100062355616","","Not applicable","Not applicable","","","E02006331","E01030299","25","Does not have links"
125109,"936","Surrey","2930","Springfield Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","For Academy","30-11-2013","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",330,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","14-11-2018","Nursery Road","","","Sunbury-on-Thames","Surrey","TW16 6LY","","","Miss","Thelma","Lewis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Halliford and Sunbury West","Spelthorne","(England/Wales) Urban major conurbation","E10000030",509607,169496,"Spelthorne 011","Spelthorne 011B","","","","","","South-East England and South London","","33036723","","Not applicable","Not applicable","","","E02006413","E01030718","","140350 Successor"
125110,"936","Surrey","2931","Sandcross Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","31-07-2017","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",700,"No Special Classes","19-01-2017","725","385","340","11.5","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","19-09-2012","29-11-2019","Sandcross Lane","","","Reigate","Surrey","RH2 8HH","","","Mr","Steve","Leach","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","South Park & Woodhatch","Reigate","(England/Wales) Urban city and town","E10000030",524869,148777,"Reigate and Banstead 013","Reigate and Banstead 013D","","","","","Good","South-East England and South London","","68140443","","Not applicable","Not applicable","","","E02006387","E01030631","78","144938 Successor","124991 Predecessor"
125111,"936","Surrey","2932","Saxon Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","30-09-2013","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",218,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","",10043226,"","Not applicable","","14-11-2018","Briar Road","","","Shepperton","Surrey","TW17 0JB","","","Mrs","Mary Ellen","McCarthy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Laleham and Shepperton Green","Spelthorne","(England/Wales) Urban major conurbation","E10000030",507068,167665,"Spelthorne 012","Spelthorne 012C","","","","","","South-East England and South London","","33037201","","Not applicable","Not applicable","","","E02006414","E01030723","","140250 Successor"
125112,"936","Surrey","2933","Kingfield Primary School","Community school","Local authority maintained schools","Closed","Not applicable","","Academy Converter","30-09-2020","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","16-01-2020","248","131","117","16.3","Not applicable","","Not applicable","","Not under a federation","",10078081,"","Not applicable","15-01-2020","30-09-2020","Kingfield Road","","","Woking","Surrey","GU22 9EQ","","","Mr","David","Jackson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Hoe Valley","Woking","(England/Wales) Urban major conurbation","E10000030",501123,157053,"Woking 011","Woking 011B","","","","","Good","South-East England and South London","","200000202175","","Not applicable","Not applicable","","","E02006466","E01030972","35","148169 Successor"
